                     Date,               MAC,    temp,      Vout, PGOOD, MARG_UP, MARG_DN,  Load,       I_A,       V_A,       I_B,       V_B, Total Power
 Thu Apr 24 08:45:52 2014, 00:1e:c0:81:71:33,  26.7 C,   1.011 V,     1,       0,       0,     1  0.748 A,  11.880 V,   0.710 A,  11.880 V,  17.315 W
 Thu Apr 24 08:46:02 2014, 00:1e:c0:81:71:33,  26.9 C,   1.011 V,     1,       0,       0,     1  0.748 A,  11.880 V,   0.713 A,  11.880 V,  17.344 W
 Thu Apr 24 08:46:12 2014, 00:1e:c0:81:71:33,  26.8 C,   1.011 V,     1,       0,       0,     1  0.745 A,  11.880 V,   0.710 A,  11.880 V,  17.285 W
 Thu Apr 24 08:46:22 2014, 00:1e:c0:81:71:33,  26.9 C,   1.011 V,     1,       0,       0,     1  0.748 A,  11.880 V,   0.713 A,  11.880 V,  17.344 W
 Thu Apr 24 08:46:32 2014, 00:1e:c0:81:71:33,  26.8 C,   1.011 V,     1,       0,       0,     1  0.748 A,  11.880 V,   0.713 A,  11.880 V,  17.344 W
 Thu Apr 24 08:46:42 2014, 00:1e:c0:81:71:33,  27.0 C,   1.011 V,     1,       0,       0,     1  0.748 A,  11.880 V,   0.713 A,  11.880 V,  17.344 W
 Thu Apr 24 08:46:52 2014, 00:1e:c0:81:71:33,  27.1 C,   1.011 V,     1,       0,       0,     1  0.748 A,  11.880 V,   0.713 A,  11.903 V,  17.361 W
 Thu Apr 24 08:47:02 2014, 00:1e:c0:81:71:33,  27.0 C,   1.011 V,     1,       0,       0,     1  0.748 A,  11.880 V,   0.713 A,  11.903 V,  17.361 W
 Thu Apr 24 08:47:12 2014, 00:1e:c0:81:71:33,  27.0 C,   1.011 V,     1,       0,       0,     1  0.748 A,  11.880 V,   0.713 A,  11.880 V,  17.344 W
 Thu Apr 24 08:47:22 2014, 00:1e:c0:81:71:33,  27.0 C,   1.011 V,     1,       0,       0,     1  0.748 A,  11.880 V,   0.710 A,  11.880 V,  17.315 W
 Thu Apr 24 08:47:32 2014, 00:1e:c0:81:71:33,  26.9 C,   1.011 V,     1,       0,       0,     1  0.748 A,  11.880 V,   0.713 A,  11.903 V,  17.361 W
 Thu Apr 24 08:47:42 2014, 00:1e:c0:81:71:33,  26.9 C,   1.011 V,     1,       0,       0,     1  0.748 A,  11.880 V,   0.710 A,  11.880 V,  17.315 W
 Thu Apr 24 08:47:52 2014, 00:1e:c0:81:71:33,  26.9 C,   1.011 V,     1,       0,       0,     1  0.748 A,  11.880 V,   0.713 A,  11.880 V,  17.344 W
 Thu Apr 24 08:48:02 2014, 00:1e:c0:81:71:33,  27.0 C,   1.011 V,     1,       0,       0,     1  0.748 A,  11.880 V,   0.713 A,  11.880 V,  17.344 W
 Thu Apr 24 08:48:12 2014, 00:1e:c0:81:71:33,  27.0 C,   1.011 V,     1,       0,       0,     1  0.748 A,  11.880 V,   0.710 A,  11.880 V,  17.315 W
 Thu Apr 24 08:48:22 2014, 00:1e:c0:81:71:33,  26.8 C,   1.011 V,     1,       0,       0,     1  0.748 A,  11.903 V,   0.710 A,  11.880 V,  17.332 W
 Thu Apr 24 08:48:32 2014, 00:1e:c0:81:71:33,  26.8 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.880 V,   0.710 A,  11.903 V,  17.361 W
 Thu Apr 24 08:48:42 2014, 00:1e:c0:81:71:33,  27.0 C,   1.011 V,     1,       0,       0,     1  0.748 A,  11.880 V,   0.710 A,  11.880 V,  17.315 W
 Thu Apr 24 08:48:52 2014, 00:1e:c0:81:71:33,  26.9 C,   1.011 V,     1,       0,       0,     1  0.748 A,  11.880 V,   0.710 A,  11.880 V,  17.315 W
 Thu Apr 24 08:49:02 2014, 00:1e:c0:81:71:33,  27.1 C,   1.011 V,     1,       0,       0,     1  0.748 A,  11.880 V,   0.710 A,  11.880 V,  17.315 W
 Thu Apr 24 08:49:12 2014, 00:1e:c0:81:71:33,  26.9 C,   1.011 V,     1,       0,       0,     1  0.745 A,  11.880 V,   0.713 A,  11.880 V,  17.315 W
 Thu Apr 24 08:49:22 2014, 00:1e:c0:81:71:33,  27.0 C,   1.011 V,     1,       0,       0,     1  0.748 A,  11.880 V,   0.710 A,  11.880 V,  17.315 W
 Thu Apr 24 08:49:32 2014, 00:1e:c0:81:71:33,  26.8 C,   1.011 V,     1,       0,       0,     1  0.748 A,  11.880 V,   0.713 A,  11.880 V,  17.344 W
 Thu Apr 24 08:49:42 2014, 00:1e:c0:81:71:33,  26.9 C,   1.011 V,     1,       0,       0,     1  0.748 A,  11.880 V,   0.710 A,  11.880 V,  17.315 W
 Thu Apr 24 08:49:52 2014, 00:1e:c0:81:71:33,  26.9 C,   1.011 V,     1,       0,       0,     1  0.748 A,  11.880 V,   0.710 A,  11.880 V,  17.315 W
 Thu Apr 24 08:50:02 2014, 00:1e:c0:81:71:33,  26.8 C,   1.011 V,     1,       0,       0,     1  0.748 A,  11.880 V,   0.710 A,  11.880 V,  17.315 W
 Thu Apr 24 08:50:12 2014, 00:1e:c0:81:71:33,  26.8 C,   1.011 V,     1,       0,       0,     1  0.745 A,  11.880 V,   0.713 A,  11.880 V,  17.315 W
 Thu Apr 24 08:50:22 2014, 00:1e:c0:81:71:33,  26.9 C,   1.011 V,     1,       0,       0,     1  0.748 A,  11.880 V,   0.710 A,  11.903 V,  17.331 W
 Thu Apr 24 08:50:32 2014, 00:1e:c0:81:71:33,  26.9 C,   1.011 V,     1,       0,       0,     1  0.748 A,  11.880 V,   0.710 A,  11.880 V,  17.315 W
 Thu Apr 24 08:50:42 2014, 00:1e:c0:81:71:33,  27.0 C,   1.011 V,     1,       0,       0,     1  0.748 A,  11.880 V,   0.713 A,  11.880 V,  17.344 W
 Thu Apr 24 08:50:52 2014, 00:1e:c0:81:71:33,  26.9 C,   1.011 V,     1,       0,       0,     1  0.748 A,  11.880 V,   0.713 A,  11.880 V,  17.344 W
 Thu Apr 24 08:51:02 2014, 00:1e:c0:81:71:33,  26.8 C,   1.011 V,     1,       0,       0,     1  0.745 A,  11.857 V,   0.710 A,  11.880 V,  17.268 W
 Thu Apr 24 08:51:12 2014, 00:1e:c0:81:71:33,  26.7 C,   1.011 V,     1,       0,       0,     1  0.748 A,  11.880 V,   0.713 A,  11.880 V,  17.344 W
 Thu Apr 24 08:51:22 2014, 00:1e:c0:81:71:33,  26.7 C,   1.011 V,     1,       0,       0,     1  0.748 A,  11.880 V,   0.713 A,  11.880 V,  17.344 W
 Thu Apr 24 08:51:32 2014, 00:1e:c0:81:71:33,  26.6 C,   1.011 V,     1,       0,       0,     1  0.748 A,  11.880 V,   0.710 A,  11.880 V,  17.315 W
 Thu Apr 24 08:51:42 2014, 00:1e:c0:81:71:33,  26.6 C,   1.011 V,     1,       0,       0,     1  0.745 A,  11.880 V,   0.710 A,  11.880 V,  17.285 W
 Thu Apr 24 08:51:52 2014, 00:1e:c0:81:71:33,  26.7 C,   1.011 V,     1,       0,       0,     1  0.748 A,  11.880 V,   0.713 A,  11.880 V,  17.344 W
 Thu Apr 24 08:52:02 2014, 00:1e:c0:81:71:33,  26.7 C,   1.011 V,     1,       0,       0,     1  0.745 A,  11.880 V,   0.713 A,  11.880 V,  17.315 W
 Thu Apr 24 08:52:12 2014, 00:1e:c0:81:71:33,  26.9 C,   1.011 V,     1,       0,       0,     1  0.748 A,  11.880 V,   0.713 A,  11.880 V,  17.344 W
 Thu Apr 24 08:52:22 2014, 00:1e:c0:81:71:33,  26.7 C,   1.011 V,     1,       0,       0,     1  0.748 A,  11.880 V,   0.713 A,  11.880 V,  17.344 W
 Thu Apr 24 08:52:32 2014, 00:1e:c0:81:71:33,  26.6 C,   1.011 V,     1,       0,       0,     1  0.748 A,  11.880 V,   0.710 A,  11.880 V,  17.315 W
 Thu Apr 24 08:52:42 2014, 00:1e:c0:81:71:33,  26.7 C,   1.011 V,     1,       0,       0,     1  0.748 A,  11.880 V,   0.713 A,  11.880 V,  17.344 W
 Thu Apr 24 08:52:52 2014, 00:1e:c0:81:71:33,  26.7 C,   1.011 V,     1,       0,       0,     1  0.748 A,  11.903 V,   0.713 A,  11.880 V,  17.361 W
 Thu Apr 24 08:53:02 2014, 00:1e:c0:81:71:33,  26.7 C,   1.011 V,     1,       0,       0,     1  0.748 A,  11.880 V,   0.713 A,  11.880 V,  17.344 W
 Thu Apr 24 08:53:12 2014, 00:1e:c0:81:71:33,  26.7 C,   1.011 V,     1,       0,       0,     1  0.748 A,  11.880 V,   0.713 A,  11.880 V,  17.344 W
 Thu Apr 24 08:53:22 2014, 00:1e:c0:81:71:33,  26.7 C,   1.011 V,     1,       0,       0,     1  0.748 A,  11.880 V,   0.713 A,  11.880 V,  17.344 W
 Thu Apr 24 08:53:32 2014, 00:1e:c0:81:71:33,  26.9 C,   1.011 V,     1,       0,       0,     1  0.748 A,  11.880 V,   0.713 A,  11.880 V,  17.344 W
 Thu Apr 24 08:53:42 2014, 00:1e:c0:81:71:33,  26.8 C,   1.011 V,     1,       0,       0,     1  0.748 A,  11.880 V,   0.710 A,  11.880 V,  17.315 W
 Thu Apr 24 08:53:52 2014, 00:1e:c0:81:71:33,  26.8 C,   1.011 V,     1,       0,       0,     1  0.748 A,  11.880 V,   0.713 A,  11.880 V,  17.344 W
 Thu Apr 24 08:54:02 2014, 00:1e:c0:81:71:33,  26.9 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.880 V,   0.713 A,  11.880 V,  17.374 W
 Thu Apr 24 08:54:12 2014, 00:1e:c0:81:71:33,  26.9 C,   1.011 V,     1,       0,       0,     1  0.748 A,  11.880 V,   0.713 A,  11.880 V,  17.344 W
 Thu Apr 24 08:54:22 2014, 00:1e:c0:81:71:33,  26.8 C,   1.011 V,     1,       0,       0,     1  0.745 A,  11.880 V,   0.713 A,  11.880 V,  17.315 W
 Thu Apr 24 08:54:32 2014, 00:1e:c0:81:71:33,  26.8 C,   1.011 V,     1,       0,       0,     1  0.748 A,  11.880 V,   0.713 A,  11.880 V,  17.344 W
 Thu Apr 24 08:54:42 2014, 00:1e:c0:81:71:33,  26.6 C,   1.011 V,     1,       0,       0,     1  0.745 A,  11.880 V,   0.713 A,  11.880 V,  17.315 W
 Thu Apr 24 08:54:52 2014, 00:1e:c0:81:71:33,  26.7 C,   1.011 V,     1,       0,       0,     1  0.748 A,  11.880 V,   0.710 A,  11.880 V,  17.315 W
 Thu Apr 24 08:55:02 2014, 00:1e:c0:81:71:33,  26.5 C,   1.011 V,     1,       0,       0,     1  0.748 A,  11.880 V,   0.713 A,  11.903 V,  17.361 W
 Thu Apr 24 08:55:12 2014, 00:1e:c0:81:71:33,  26.4 C,   1.011 V,     1,       0,       0,     1  0.748 A,  11.880 V,   0.713 A,  11.880 V,  17.344 W
 Thu Apr 24 08:55:22 2014, 00:1e:c0:81:71:33,  26.7 C,   1.011 V,     1,       0,       0,     1  0.745 A,  11.880 V,   0.713 A,  11.880 V,  17.315 W
 Thu Apr 24 08:55:32 2014, 00:1e:c0:81:71:33,  26.5 C,   1.011 V,     1,       0,       0,     1  0.748 A,  11.880 V,   0.713 A,  11.880 V,  17.344 W
 Thu Apr 24 08:55:42 2014, 00:1e:c0:81:71:33,  26.6 C,   1.011 V,     1,       0,       0,     1  0.748 A,  11.880 V,   0.710 A,  11.880 V,  17.315 W
 Thu Apr 24 08:55:52 2014, 00:1e:c0:81:71:33,  26.7 C,   1.011 V,     1,       0,       0,     1  0.748 A,  11.880 V,   0.710 A,  11.880 V,  17.315 W
 Thu Apr 24 08:56:02 2014, 00:1e:c0:81:71:33,  26.8 C,   1.011 V,     1,       0,       0,     1  0.748 A,  11.880 V,   0.710 A,  11.880 V,  17.315 W
 Thu Apr 24 08:56:12 2014, 00:1e:c0:81:71:33,  26.6 C,   1.011 V,     1,       0,       0,     1  0.748 A,  11.880 V,   0.713 A,  11.880 V,  17.344 W
 Thu Apr 24 08:56:22 2014, 00:1e:c0:81:71:33,  26.8 C,   1.011 V,     1,       0,       0,     1  0.748 A,  11.880 V,   0.710 A,  11.880 V,  17.315 W
 Thu Apr 24 08:56:32 2014, 00:1e:c0:81:71:33,  26.8 C,   1.011 V,     1,       0,       0,     1  0.748 A,  11.880 V,   0.710 A,  11.880 V,  17.315 W
 Thu Apr 24 08:56:42 2014, 00:1e:c0:81:71:33,  26.8 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.880 V,   0.710 A,  11.880 V,  17.344 W
 Thu Apr 24 08:56:52 2014, 00:1e:c0:81:71:33,  26.8 C,   1.011 V,     1,       0,       0,     1  0.748 A,  11.903 V,   0.713 A,  11.880 V,  17.361 W
 Thu Apr 24 08:57:02 2014, 00:1e:c0:81:71:33,  26.8 C,   1.011 V,     1,       0,       0,     1  0.748 A,  11.903 V,   0.710 A,  11.880 V,  17.332 W
 Thu Apr 24 08:57:12 2014, 00:1e:c0:81:71:33,  27.0 C,   1.011 V,     1,       0,       0,     1  0.748 A,  11.880 V,   0.713 A,  11.880 V,  17.344 W
 Thu Apr 24 08:57:22 2014, 00:1e:c0:81:71:33,  26.8 C,   1.011 V,     1,       0,       0,     1  0.748 A,  11.880 V,   0.710 A,  11.880 V,  17.315 W
 Thu Apr 24 08:57:32 2014, 00:1e:c0:81:71:33,  26.7 C,   1.011 V,     1,       0,       0,     1  0.748 A,  11.880 V,   0.710 A,  11.903 V,  17.331 W
 Thu Apr 24 08:57:42 2014, 00:1e:c0:81:71:33,  26.8 C,   1.011 V,     1,       0,       0,     1  0.748 A,  11.880 V,   0.710 A,  11.880 V,  17.315 W
 Thu Apr 24 08:57:52 2014, 00:1e:c0:81:71:33,  26.5 C,   1.011 V,     1,       0,       0,     1  0.745 A,  11.880 V,   0.713 A,  11.880 V,  17.315 W
 Thu Apr 24 08:58:02 2014, 00:1e:c0:81:71:33,  26.6 C,   1.011 V,     1,       0,       0,     1  0.748 A,  11.880 V,   0.713 A,  11.880 V,  17.344 W
 Thu Apr 24 08:58:12 2014, 00:1e:c0:81:71:33,  26.7 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.880 V,   0.710 A,  11.880 V,  17.344 W
 Thu Apr 24 08:58:22 2014, 00:1e:c0:81:71:33,  26.8 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.880 V,   0.713 A,  11.880 V,  17.374 W
 Thu Apr 24 08:58:32 2014, 00:1e:c0:81:71:33,  26.8 C,   1.011 V,     1,       0,       0,     1  0.748 A,  11.880 V,   0.710 A,  11.880 V,  17.315 W
 Thu Apr 24 08:58:42 2014, 00:1e:c0:81:71:33,  26.9 C,   1.011 V,     1,       0,       0,     1  0.748 A,  11.880 V,   0.713 A,  11.880 V,  17.344 W
 Thu Apr 24 08:58:52 2014, 00:1e:c0:81:71:33,  26.9 C,   1.011 V,     1,       0,       0,     1  0.748 A,  11.880 V,   0.713 A,  11.880 V,  17.344 W
 Thu Apr 24 08:59:02 2014, 00:1e:c0:81:71:33,  26.9 C,   1.011 V,     1,       0,       0,     1  0.748 A,  11.880 V,   0.710 A,  11.880 V,  17.315 W
 Thu Apr 24 08:59:12 2014, 00:1e:c0:81:71:33,  26.9 C,   1.011 V,     1,       0,       0,     1  0.748 A,  11.880 V,   0.710 A,  11.880 V,  17.315 W
 Thu Apr 24 08:59:22 2014, 00:1e:c0:81:71:33,  26.9 C,   1.011 V,     1,       0,       0,     1  0.748 A,  11.880 V,   0.710 A,  11.880 V,  17.315 W
 Thu Apr 24 08:59:32 2014, 00:1e:c0:81:71:33,  26.9 C,   1.011 V,     1,       0,       0,     1  0.748 A,  11.880 V,   0.713 A,  11.903 V,  17.361 W
 Thu Apr 24 08:59:42 2014, 00:1e:c0:81:71:33,  26.9 C,   1.011 V,     1,       0,       0,     1  0.748 A,  11.880 V,   0.710 A,  11.880 V,  17.315 W
 Thu Apr 24 08:59:52 2014, 00:1e:c0:81:71:33,  26.8 C,   1.011 V,     1,       0,       0,     1  0.748 A,  11.880 V,   0.710 A,  11.880 V,  17.315 W
 Thu Apr 24 09:00:02 2014, 00:1e:c0:81:71:33,  27.0 C,   1.011 V,     1,       0,       0,     1  0.748 A,  11.880 V,   0.710 A,  11.880 V,  17.315 W
 Thu Apr 24 09:00:12 2014, 00:1e:c0:81:71:33,  27.0 C,   1.011 V,     1,       0,       0,     1  0.748 A,  11.880 V,   0.710 A,  11.880 V,  17.315 W
 Thu Apr 24 09:00:22 2014, 00:1e:c0:81:71:33,  26.9 C,   1.011 V,     1,       0,       0,     1  0.748 A,  11.880 V,   0.710 A,  11.880 V,  17.315 W
 Thu Apr 24 09:00:35 2014, 00:1e:c0:81:71:33,  26.8 C,   1.016 V,     1,       0,       0,     2  1.080 A,  11.857 V,   1.002 A,  11.834 V,  24.668 W
 Thu Apr 24 09:00:45 2014, 00:1e:c0:81:71:33,  28.4 C,   1.016 V,     1,       0,       0,     2  1.083 A,  11.834 V,   1.000 A,  11.834 V,  24.643 W
 Thu Apr 24 09:00:55 2014, 00:1e:c0:81:71:33,  29.6 C,   1.011 V,     1,       0,       0,     2  1.080 A,  11.834 V,   1.000 A,  11.834 V,  24.614 W
 Thu Apr 24 09:01:05 2014, 00:1e:c0:81:71:33,  30.5 C,   1.011 V,     1,       0,       0,     2  1.080 A,  11.834 V,   1.000 A,  11.834 V,  24.614 W
 Thu Apr 24 09:01:15 2014, 00:1e:c0:81:71:33,  30.9 C,   1.016 V,     1,       0,       0,     2  1.085 A,  11.834 V,   1.000 A,  11.834 V,  24.673 W
 Thu Apr 24 09:01:25 2014, 00:1e:c0:81:71:33,  31.5 C,   1.011 V,     1,       0,       0,     2  1.083 A,  11.857 V,   1.000 A,  11.834 V,  24.668 W
 Thu Apr 24 09:01:35 2014, 00:1e:c0:81:71:33,  32.0 C,   1.016 V,     1,       0,       0,     2  1.087 A,  11.834 V,   1.000 A,  11.834 V,  24.703 W
 Thu Apr 24 09:01:45 2014, 00:1e:c0:81:71:33,  32.1 C,   1.016 V,     1,       0,       0,     2  1.085 A,  11.834 V,   1.000 A,  11.834 V,  24.673 W
 Thu Apr 24 09:01:55 2014, 00:1e:c0:81:71:33,  32.4 C,   1.011 V,     1,       0,       0,     2  1.085 A,  11.834 V,   1.000 A,  11.834 V,  24.673 W
 Thu Apr 24 09:02:05 2014, 00:1e:c0:81:71:33,  32.6 C,   1.011 V,     1,       0,       0,     2  1.085 A,  11.834 V,   1.000 A,  11.834 V,  24.673 W
 Thu Apr 24 09:02:15 2014, 00:1e:c0:81:71:33,  32.9 C,   1.011 V,     1,       0,       0,     2  1.087 A,  11.834 V,   1.000 A,  11.834 V,  24.703 W
 Thu Apr 24 09:02:25 2014, 00:1e:c0:81:71:33,  32.9 C,   1.011 V,     1,       0,       0,     2  1.085 A,  11.834 V,   1.000 A,  11.834 V,  24.673 W
 Thu Apr 24 09:02:35 2014, 00:1e:c0:81:71:33,  33.0 C,   1.011 V,     1,       0,       0,     2  1.087 A,  11.834 V,   1.000 A,  11.834 V,  24.703 W
 Thu Apr 24 09:02:45 2014, 00:1e:c0:81:71:33,  33.1 C,   1.011 V,     1,       0,       0,     2  1.085 A,  11.834 V,   1.000 A,  11.834 V,  24.673 W
 Thu Apr 24 09:02:55 2014, 00:1e:c0:81:71:33,  32.9 C,   1.011 V,     1,       0,       0,     2  1.085 A,  11.834 V,   0.998 A,  11.811 V,  24.620 W
 Thu Apr 24 09:03:05 2014, 00:1e:c0:81:71:33,  33.1 C,   1.011 V,     1,       0,       0,     2  1.085 A,  11.834 V,   1.000 A,  11.834 V,  24.673 W
 Thu Apr 24 09:03:15 2014, 00:1e:c0:81:71:33,  33.1 C,   1.011 V,     1,       0,       0,     2  1.085 A,  11.834 V,   1.000 A,  11.834 V,  24.673 W
 Thu Apr 24 09:03:25 2014, 00:1e:c0:81:71:33,  33.1 C,   1.011 V,     1,       0,       0,     2  1.085 A,  11.811 V,   0.998 A,  11.834 V,  24.618 W
 Thu Apr 24 09:03:35 2014, 00:1e:c0:81:71:33,  33.0 C,   1.011 V,     1,       0,       0,     2  1.090 A,  11.834 V,   1.000 A,  11.834 V,  24.732 W
 Thu Apr 24 09:03:45 2014, 00:1e:c0:81:71:33,  32.9 C,   1.011 V,     1,       0,       0,     2  1.085 A,  11.834 V,   1.000 A,  11.834 V,  24.673 W
 Thu Apr 24 09:03:55 2014, 00:1e:c0:81:71:33,  32.6 C,   1.011 V,     1,       0,       0,     2  1.085 A,  11.834 V,   1.000 A,  11.857 V,  24.696 W
 Thu Apr 24 09:04:05 2014, 00:1e:c0:81:71:33,  32.7 C,   1.011 V,     1,       0,       0,     2  1.083 A,  11.834 V,   1.000 A,  11.834 V,  24.643 W
 Thu Apr 24 09:04:15 2014, 00:1e:c0:81:71:33,  32.7 C,   1.011 V,     1,       0,       0,     2  1.085 A,  11.834 V,   1.000 A,  11.834 V,  24.673 W
 Thu Apr 24 09:04:25 2014, 00:1e:c0:81:71:33,  32.6 C,   1.011 V,     1,       0,       0,     2  1.085 A,  11.834 V,   1.000 A,  11.834 V,  24.673 W
 Thu Apr 24 09:04:35 2014, 00:1e:c0:81:71:33,  32.6 C,   1.011 V,     1,       0,       0,     2  1.083 A,  11.834 V,   1.000 A,  11.834 V,  24.643 W
 Thu Apr 24 09:04:45 2014, 00:1e:c0:81:71:33,  32.7 C,   1.011 V,     1,       0,       0,     2  1.087 A,  11.834 V,   1.000 A,  11.834 V,  24.703 W
 Thu Apr 24 09:04:55 2014, 00:1e:c0:81:71:33,  32.6 C,   1.011 V,     1,       0,       0,     2  1.087 A,  11.834 V,   1.000 A,  11.834 V,  24.703 W
 Thu Apr 24 09:05:05 2014, 00:1e:c0:81:71:33,  32.8 C,   1.011 V,     1,       0,       0,     2  1.085 A,  11.834 V,   1.000 A,  11.834 V,  24.673 W
 Thu Apr 24 09:05:15 2014, 00:1e:c0:81:71:33,  32.8 C,   1.011 V,     1,       0,       0,     2  1.085 A,  11.834 V,   1.000 A,  11.834 V,  24.673 W
 Thu Apr 24 09:05:25 2014, 00:1e:c0:81:71:33,  32.9 C,   1.011 V,     1,       0,       0,     2  1.085 A,  11.834 V,   1.000 A,  11.857 V,  24.696 W
 Thu Apr 24 09:05:35 2014, 00:1e:c0:81:71:33,  32.9 C,   1.011 V,     1,       0,       0,     2  1.085 A,  11.834 V,   1.000 A,  11.834 V,  24.673 W
 Thu Apr 24 09:05:45 2014, 00:1e:c0:81:71:33,  32.7 C,   1.011 V,     1,       0,       0,     2  1.083 A,  11.834 V,   1.000 A,  11.834 V,  24.643 W
 Thu Apr 24 09:05:55 2014, 00:1e:c0:81:71:33,  32.7 C,   1.011 V,     1,       0,       0,     2  1.085 A,  11.834 V,   1.000 A,  11.834 V,  24.673 W
 Thu Apr 24 09:06:05 2014, 00:1e:c0:81:71:33,  32.9 C,   1.011 V,     1,       0,       0,     2  1.085 A,  11.834 V,   1.000 A,  11.834 V,  24.673 W
 Thu Apr 24 09:06:15 2014, 00:1e:c0:81:71:33,  32.9 C,   1.011 V,     1,       0,       0,     2  1.083 A,  11.834 V,   1.000 A,  11.857 V,  24.666 W
 Thu Apr 24 09:06:25 2014, 00:1e:c0:81:71:33,  33.0 C,   1.011 V,     1,       0,       0,     2  1.085 A,  11.834 V,   1.000 A,  11.834 V,  24.673 W
 Thu Apr 24 09:06:35 2014, 00:1e:c0:81:71:33,  33.1 C,   1.011 V,     1,       0,       0,     2  1.087 A,  11.834 V,   1.000 A,  11.834 V,  24.703 W
 Thu Apr 24 09:06:45 2014, 00:1e:c0:81:71:33,  33.2 C,   1.011 V,     1,       0,       0,     2  1.085 A,  11.834 V,   1.000 A,  11.834 V,  24.673 W
 Thu Apr 24 09:06:55 2014, 00:1e:c0:81:71:33,  33.4 C,   1.011 V,     1,       0,       0,     2  1.085 A,  11.834 V,   1.000 A,  11.834 V,  24.673 W
 Thu Apr 24 09:07:05 2014, 00:1e:c0:81:71:33,  33.4 C,   1.011 V,     1,       0,       0,     2  1.087 A,  11.834 V,   1.000 A,  11.834 V,  24.703 W
 Thu Apr 24 09:07:15 2014, 00:1e:c0:81:71:33,  33.4 C,   1.011 V,     1,       0,       0,     2  1.087 A,  11.834 V,   1.000 A,  11.834 V,  24.703 W
 Thu Apr 24 09:07:25 2014, 00:1e:c0:81:71:33,  33.5 C,   1.011 V,     1,       0,       0,     2  1.085 A,  11.834 V,   0.998 A,  11.834 V,  24.643 W
 Thu Apr 24 09:07:35 2014, 00:1e:c0:81:71:33,  33.3 C,   1.011 V,     1,       0,       0,     2  1.087 A,  11.857 V,   1.000 A,  11.834 V,  24.728 W
 Thu Apr 24 09:07:45 2014, 00:1e:c0:81:71:33,  33.2 C,   1.011 V,     1,       0,       0,     2  1.087 A,  11.834 V,   1.000 A,  11.834 V,  24.703 W
 Thu Apr 24 09:07:55 2014, 00:1e:c0:81:71:33,  33.2 C,   1.011 V,     1,       0,       0,     2  1.087 A,  11.834 V,   1.000 A,  11.811 V,  24.680 W
 Thu Apr 24 09:08:05 2014, 00:1e:c0:81:71:33,  33.2 C,   1.011 V,     1,       0,       0,     2  1.087 A,  11.834 V,   1.000 A,  11.834 V,  24.703 W
 Thu Apr 24 09:08:15 2014, 00:1e:c0:81:71:33,  33.2 C,   1.011 V,     1,       0,       0,     2  1.085 A,  11.834 V,   1.000 A,  11.834 V,  24.673 W
 Thu Apr 24 09:08:25 2014, 00:1e:c0:81:71:33,  33.2 C,   1.011 V,     1,       0,       0,     2  1.087 A,  11.834 V,   1.000 A,  11.834 V,  24.703 W
 Thu Apr 24 09:08:35 2014, 00:1e:c0:81:71:33,  33.1 C,   1.011 V,     1,       0,       0,     2  1.085 A,  11.834 V,   1.000 A,  11.834 V,  24.673 W
 Thu Apr 24 09:08:45 2014, 00:1e:c0:81:71:33,  33.1 C,   1.011 V,     1,       0,       0,     2  1.087 A,  11.834 V,   1.000 A,  11.834 V,  24.703 W
 Thu Apr 24 09:08:55 2014, 00:1e:c0:81:71:33,  32.9 C,   1.011 V,     1,       0,       0,     2  1.083 A,  11.834 V,   1.000 A,  11.834 V,  24.643 W
 Thu Apr 24 09:09:05 2014, 00:1e:c0:81:71:33,  32.8 C,   1.011 V,     1,       0,       0,     2  1.087 A,  11.811 V,   1.000 A,  11.834 V,  24.678 W
 Thu Apr 24 09:09:15 2014, 00:1e:c0:81:71:33,  32.5 C,   1.011 V,     1,       0,       0,     2  1.085 A,  11.834 V,   1.000 A,  11.834 V,  24.673 W
 Thu Apr 24 09:09:25 2014, 00:1e:c0:81:71:33,  32.5 C,   1.011 V,     1,       0,       0,     2  1.085 A,  11.811 V,   1.000 A,  11.834 V,  24.648 W
 Thu Apr 24 09:09:35 2014, 00:1e:c0:81:71:33,  32.7 C,   1.011 V,     1,       0,       0,     2  1.085 A,  11.834 V,   1.000 A,  11.834 V,  24.673 W
 Thu Apr 24 09:09:45 2014, 00:1e:c0:81:71:33,  32.8 C,   1.011 V,     1,       0,       0,     2  1.085 A,  11.834 V,   1.000 A,  11.834 V,  24.673 W
 Thu Apr 24 09:09:55 2014, 00:1e:c0:81:71:33,  32.8 C,   1.011 V,     1,       0,       0,     2  1.085 A,  11.834 V,   1.000 A,  11.857 V,  24.696 W
 Thu Apr 24 09:10:05 2014, 00:1e:c0:81:71:33,  32.8 C,   1.011 V,     1,       0,       0,     2  1.083 A,  11.811 V,   1.000 A,  11.834 V,  24.618 W
 Thu Apr 24 09:10:15 2014, 00:1e:c0:81:71:33,  32.9 C,   1.011 V,     1,       0,       0,     2  1.085 A,  11.834 V,   1.000 A,  11.834 V,  24.673 W
 Thu Apr 24 09:10:25 2014, 00:1e:c0:81:71:33,  32.8 C,   1.011 V,     1,       0,       0,     2  1.085 A,  11.834 V,   1.000 A,  11.834 V,  24.673 W
