                     Date,               MAC,    temp,      Vout, PGOOD, MARG_UP, MARG_DN,  Load,       I_A,       V_A,       I_B,       V_B, Total Power
 Thu Apr 24 09:10:35 2014, 00:1e:c0:81:71:33,  32.7 C,   1.016 V,     1,       0,       0,     2  1.085 A,  11.834 V,   1.000 A,  11.834 V,  24.673 W
 Thu Apr 24 09:10:45 2014, 00:1e:c0:81:71:33,  32.6 C,   1.011 V,     1,       0,       0,     2  1.085 A,  11.834 V,   1.000 A,  11.834 V,  24.673 W
 Thu Apr 24 09:10:55 2014, 00:1e:c0:81:71:33,  32.7 C,   1.011 V,     1,       0,       0,     2  1.085 A,  11.811 V,   1.000 A,  11.834 V,  24.648 W
 Thu Apr 24 09:11:05 2014, 00:1e:c0:81:71:33,  32.4 C,   1.011 V,     1,       0,       0,     2  1.085 A,  11.834 V,   1.000 A,  11.834 V,  24.673 W
 Thu Apr 24 09:11:15 2014, 00:1e:c0:81:71:33,  32.5 C,   1.011 V,     1,       0,       0,     2  1.085 A,  11.834 V,   1.000 A,  11.834 V,  24.673 W
 Thu Apr 24 09:11:25 2014, 00:1e:c0:81:71:33,  32.5 C,   1.011 V,     1,       0,       0,     2  1.085 A,  11.834 V,   1.000 A,  11.834 V,  24.673 W
 Thu Apr 24 09:11:35 2014, 00:1e:c0:81:71:33,  32.5 C,   1.011 V,     1,       0,       0,     2  1.085 A,  11.834 V,   1.000 A,  11.834 V,  24.673 W
 Thu Apr 24 09:11:45 2014, 00:1e:c0:81:71:33,  32.4 C,   1.011 V,     1,       0,       0,     2  1.085 A,  11.834 V,   1.000 A,  11.834 V,  24.673 W
 Thu Apr 24 09:11:55 2014, 00:1e:c0:81:71:33,  32.5 C,   1.011 V,     1,       0,       0,     2  1.085 A,  11.834 V,   1.000 A,  11.834 V,  24.673 W
 Thu Apr 24 09:12:05 2014, 00:1e:c0:81:71:33,  32.7 C,   1.011 V,     1,       0,       0,     2  1.085 A,  11.834 V,   1.000 A,  11.834 V,  24.673 W
 Thu Apr 24 09:12:15 2014, 00:1e:c0:81:71:33,  32.5 C,   1.016 V,     1,       0,       0,     2  1.087 A,  11.834 V,   1.000 A,  11.834 V,  24.703 W
 Thu Apr 24 09:12:25 2014, 00:1e:c0:81:71:33,  32.8 C,   1.011 V,     1,       0,       0,     2  1.085 A,  11.834 V,   1.000 A,  11.834 V,  24.673 W
 Thu Apr 24 09:12:35 2014, 00:1e:c0:81:71:33,  32.6 C,   1.011 V,     1,       0,       0,     2  1.087 A,  11.834 V,   1.000 A,  11.834 V,  24.703 W
 Thu Apr 24 09:12:45 2014, 00:1e:c0:81:71:33,  32.5 C,   1.011 V,     1,       0,       0,     2  1.085 A,  11.834 V,   1.000 A,  11.834 V,  24.673 W
 Thu Apr 24 09:12:55 2014, 00:1e:c0:81:71:33,  32.5 C,   1.011 V,     1,       0,       0,     2  1.085 A,  11.834 V,   1.000 A,  11.834 V,  24.673 W
 Thu Apr 24 09:13:05 2014, 00:1e:c0:81:71:33,  32.5 C,   1.011 V,     1,       0,       0,     2  1.087 A,  11.834 V,   1.000 A,  11.834 V,  24.703 W
 Thu Apr 24 09:13:15 2014, 00:1e:c0:81:71:33,  32.5 C,   1.011 V,     1,       0,       0,     2  1.085 A,  11.834 V,   1.000 A,  11.834 V,  24.673 W
 Thu Apr 24 09:13:25 2014, 00:1e:c0:81:71:33,  32.6 C,   1.011 V,     1,       0,       0,     2  1.085 A,  11.811 V,   1.000 A,  11.834 V,  24.648 W
 Thu Apr 24 09:13:35 2014, 00:1e:c0:81:71:33,  32.6 C,   1.011 V,     1,       0,       0,     2  1.085 A,  11.834 V,   1.000 A,  11.834 V,  24.673 W
 Thu Apr 24 09:13:45 2014, 00:1e:c0:81:71:33,  32.6 C,   1.011 V,     1,       0,       0,     2  1.085 A,  11.811 V,   1.000 A,  11.834 V,  24.648 W
 Thu Apr 24 09:13:55 2014, 00:1e:c0:81:71:33,  32.6 C,   1.011 V,     1,       0,       0,     2  1.085 A,  11.834 V,   1.000 A,  11.834 V,  24.673 W
 Thu Apr 24 09:14:05 2014, 00:1e:c0:81:71:33,  32.3 C,   1.011 V,     1,       0,       0,     2  1.085 A,  11.834 V,   1.000 A,  11.834 V,  24.673 W
 Thu Apr 24 09:14:15 2014, 00:1e:c0:81:71:33,  32.4 C,   1.011 V,     1,       0,       0,     2  1.083 A,  11.834 V,   1.000 A,  11.834 V,  24.643 W
 Thu Apr 24 09:14:25 2014, 00:1e:c0:81:71:33,  32.3 C,   1.011 V,     1,       0,       0,     2  1.085 A,  11.834 V,   1.000 A,  11.834 V,  24.673 W
 Thu Apr 24 09:14:35 2014, 00:1e:c0:81:71:33,  32.5 C,   1.011 V,     1,       0,       0,     2  1.085 A,  11.834 V,   1.000 A,  11.834 V,  24.673 W
 Thu Apr 24 09:14:45 2014, 00:1e:c0:81:71:33,  32.4 C,   1.011 V,     1,       0,       0,     2  1.085 A,  11.834 V,   1.000 A,  11.834 V,  24.673 W
 Thu Apr 24 09:14:55 2014, 00:1e:c0:81:71:33,  32.3 C,   1.011 V,     1,       0,       0,     2  1.083 A,  11.834 V,   1.000 A,  11.834 V,  24.643 W
 Thu Apr 24 09:15:05 2014, 00:1e:c0:81:71:33,  32.4 C,   1.011 V,     1,       0,       0,     2  1.083 A,  11.834 V,   1.000 A,  11.834 V,  24.643 W
 Thu Apr 24 09:15:15 2014, 00:1e:c0:81:71:33,  32.2 C,   1.011 V,     1,       0,       0,     2  1.083 A,  11.834 V,   1.000 A,  11.834 V,  24.643 W
 Thu Apr 24 09:15:25 2014, 00:1e:c0:81:71:33,  32.3 C,   1.016 V,     1,       0,       0,     2  1.085 A,  11.834 V,   1.000 A,  11.834 V,  24.673 W
 Thu Apr 24 09:15:35 2014, 00:1e:c0:81:71:33,  32.5 C,   1.011 V,     1,       0,       0,     2  1.085 A,  11.834 V,   1.000 A,  11.834 V,  24.673 W
 Thu Apr 24 09:15:45 2014, 00:1e:c0:81:71:33,  32.5 C,   1.011 V,     1,       0,       0,     2  1.085 A,  11.834 V,   1.000 A,  11.834 V,  24.673 W
 Thu Apr 24 09:15:55 2014, 00:1e:c0:81:71:33,  32.5 C,   1.011 V,     1,       0,       0,     2  1.085 A,  11.834 V,   1.000 A,  11.834 V,  24.673 W
 Thu Apr 24 09:16:05 2014, 00:1e:c0:81:71:33,  32.4 C,   1.016 V,     1,       0,       0,     2  1.087 A,  11.834 V,   1.000 A,  11.834 V,  24.703 W
 Thu Apr 24 09:16:15 2014, 00:1e:c0:81:71:33,  32.4 C,   1.011 V,     1,       0,       0,     2  1.083 A,  11.834 V,   1.000 A,  11.834 V,  24.643 W
 Thu Apr 24 09:16:25 2014, 00:1e:c0:81:71:33,  32.4 C,   1.011 V,     1,       0,       0,     2  1.085 A,  11.834 V,   1.000 A,  11.834 V,  24.673 W
 Thu Apr 24 09:16:35 2014, 00:1e:c0:81:71:33,  32.4 C,   1.011 V,     1,       0,       0,     2  1.087 A,  11.834 V,   1.000 A,  11.834 V,  24.703 W
 Thu Apr 24 09:16:45 2014, 00:1e:c0:81:71:33,  32.2 C,   1.011 V,     1,       0,       0,     2  1.083 A,  11.834 V,   1.000 A,  11.834 V,  24.643 W
 Thu Apr 24 09:16:55 2014, 00:1e:c0:81:71:33,  32.1 C,   1.011 V,     1,       0,       0,     2  1.083 A,  11.834 V,   1.000 A,  11.834 V,  24.643 W
 Thu Apr 24 09:17:05 2014, 00:1e:c0:81:71:33,  32.3 C,   1.011 V,     1,       0,       0,     2  1.085 A,  11.834 V,   1.000 A,  11.834 V,  24.673 W
 Thu Apr 24 09:17:15 2014, 00:1e:c0:81:71:33,  32.3 C,   1.016 V,     1,       0,       0,     2  1.087 A,  11.834 V,   1.000 A,  11.834 V,  24.703 W
 Thu Apr 24 09:17:25 2014, 00:1e:c0:81:71:33,  32.3 C,   1.011 V,     1,       0,       0,     2  1.087 A,  11.834 V,   1.000 A,  11.834 V,  24.703 W
 Thu Apr 24 09:17:35 2014, 00:1e:c0:81:71:33,  32.1 C,   1.011 V,     1,       0,       0,     2  1.083 A,  11.834 V,   1.000 A,  11.834 V,  24.643 W
 Thu Apr 24 09:17:45 2014, 00:1e:c0:81:71:33,  32.3 C,   1.016 V,     1,       0,       0,     2  1.085 A,  11.834 V,   1.000 A,  11.834 V,  24.673 W
 Thu Apr 24 09:17:55 2014, 00:1e:c0:81:71:33,  32.3 C,   1.016 V,     1,       0,       0,     2  1.087 A,  11.811 V,   1.000 A,  11.834 V,  24.678 W
 Thu Apr 24 09:18:05 2014, 00:1e:c0:81:71:33,  32.5 C,   1.011 V,     1,       0,       0,     2  1.085 A,  11.834 V,   1.000 A,  11.834 V,  24.673 W
 Thu Apr 24 09:18:15 2014, 00:1e:c0:81:71:33,  32.5 C,   1.011 V,     1,       0,       0,     2  1.085 A,  11.811 V,   1.000 A,  11.834 V,  24.648 W
 Thu Apr 24 09:18:25 2014, 00:1e:c0:81:71:33,  32.4 C,   1.011 V,     1,       0,       0,     2  1.083 A,  11.834 V,   1.000 A,  11.834 V,  24.643 W
 Thu Apr 24 09:18:35 2014, 00:1e:c0:81:71:33,  32.4 C,   1.011 V,     1,       0,       0,     2  1.085 A,  11.834 V,   1.000 A,  11.834 V,  24.673 W
 Thu Apr 24 09:18:45 2014, 00:1e:c0:81:71:33,  32.2 C,   1.011 V,     1,       0,       0,     2  1.085 A,  11.834 V,   1.000 A,  11.834 V,  24.673 W
 Thu Apr 24 09:18:55 2014, 00:1e:c0:81:71:33,  32.2 C,   1.011 V,     1,       0,       0,     2  1.083 A,  11.834 V,   1.000 A,  11.834 V,  24.643 W
 Thu Apr 24 09:19:05 2014, 00:1e:c0:81:71:33,  32.3 C,   1.011 V,     1,       0,       0,     2  1.083 A,  11.834 V,   1.000 A,  11.834 V,  24.643 W
 Thu Apr 24 09:19:15 2014, 00:1e:c0:81:71:33,  32.3 C,   1.011 V,     1,       0,       0,     2  1.083 A,  11.834 V,   1.000 A,  11.834 V,  24.643 W
 Thu Apr 24 09:19:25 2014, 00:1e:c0:81:71:33,  32.3 C,   1.011 V,     1,       0,       0,     2  1.085 A,  11.834 V,   1.000 A,  11.834 V,  24.673 W
 Thu Apr 24 09:19:35 2014, 00:1e:c0:81:71:33,  32.4 C,   1.011 V,     1,       0,       0,     2  1.087 A,  11.834 V,   1.000 A,  11.834 V,  24.703 W
 Thu Apr 24 09:19:45 2014, 00:1e:c0:81:71:33,  32.1 C,   1.011 V,     1,       0,       0,     2  1.085 A,  11.834 V,   1.000 A,  11.834 V,  24.673 W
 Thu Apr 24 09:19:55 2014, 00:1e:c0:81:71:33,  32.3 C,   1.011 V,     1,       0,       0,     2  1.085 A,  11.834 V,   1.000 A,  11.834 V,  24.673 W
 Thu Apr 24 09:20:05 2014, 00:1e:c0:81:71:33,  32.2 C,   1.011 V,     1,       0,       0,     2  1.083 A,  11.834 V,   1.000 A,  11.834 V,  24.643 W
 Thu Apr 24 09:20:15 2014, 00:1e:c0:81:71:33,  32.0 C,   1.011 V,     1,       0,       0,     2  1.085 A,  11.834 V,   1.000 A,  11.834 V,  24.673 W
 Thu Apr 24 09:20:25 2014, 00:1e:c0:81:71:33,  32.2 C,   1.011 V,     1,       0,       0,     2  1.083 A,  11.811 V,   1.000 A,  11.834 V,  24.618 W
 Thu Apr 24 09:20:35 2014, 00:1e:c0:81:71:33,  32.1 C,   1.011 V,     1,       0,       0,     2  1.083 A,  11.834 V,   1.000 A,  11.834 V,  24.643 W
 Thu Apr 24 09:20:45 2014, 00:1e:c0:81:71:33,  32.5 C,   1.011 V,     1,       0,       0,     2  1.087 A,  11.834 V,   1.000 A,  11.834 V,  24.703 W
 Thu Apr 24 09:20:55 2014, 00:1e:c0:81:71:33,  32.2 C,   1.011 V,     1,       0,       0,     2  1.085 A,  11.834 V,   1.000 A,  11.834 V,  24.673 W
 Thu Apr 24 09:21:05 2014, 00:1e:c0:81:71:33,  32.2 C,   1.011 V,     1,       0,       0,     2  1.083 A,  11.834 V,   1.002 A,  11.834 V,  24.673 W
 Thu Apr 24 09:21:15 2014, 00:1e:c0:81:71:33,  32.4 C,   1.011 V,     1,       0,       0,     2  1.083 A,  11.834 V,   1.000 A,  11.834 V,  24.643 W
 Thu Apr 24 09:21:25 2014, 00:1e:c0:81:71:33,  32.4 C,   1.016 V,     1,       0,       0,     2  1.085 A,  11.834 V,   1.000 A,  11.834 V,  24.673 W
 Thu Apr 24 09:21:35 2014, 00:1e:c0:81:71:33,  32.3 C,   1.011 V,     1,       0,       0,     2  1.085 A,  11.834 V,   1.000 A,  11.811 V,  24.650 W
 Thu Apr 24 09:21:45 2014, 00:1e:c0:81:71:33,  32.2 C,   1.011 V,     1,       0,       0,     2  1.085 A,  11.834 V,   1.000 A,  11.834 V,  24.673 W
 Thu Apr 24 09:21:55 2014, 00:1e:c0:81:71:33,  32.1 C,   1.011 V,     1,       0,       0,     2  1.085 A,  11.834 V,   1.000 A,  11.834 V,  24.673 W
 Thu Apr 24 09:22:05 2014, 00:1e:c0:81:71:33,  32.3 C,   1.011 V,     1,       0,       0,     2  1.085 A,  11.834 V,   1.000 A,  11.834 V,  24.673 W
 Thu Apr 24 09:22:15 2014, 00:1e:c0:81:71:33,  32.2 C,   1.011 V,     1,       0,       0,     2  1.083 A,  11.834 V,   1.000 A,  11.834 V,  24.643 W
 Thu Apr 24 09:22:25 2014, 00:1e:c0:81:71:33,  32.1 C,   1.011 V,     1,       0,       0,     2  1.085 A,  11.834 V,   1.000 A,  11.834 V,  24.673 W
 Thu Apr 24 09:22:35 2014, 00:1e:c0:81:71:33,  32.2 C,   1.011 V,     1,       0,       0,     2  1.083 A,  11.834 V,   1.000 A,  11.834 V,  24.643 W
 Thu Apr 24 09:22:45 2014, 00:1e:c0:81:71:33,  32.4 C,   1.011 V,     1,       0,       0,     2  1.085 A,  11.834 V,   1.000 A,  11.811 V,  24.650 W
 Thu Apr 24 09:22:55 2014, 00:1e:c0:81:71:33,  32.2 C,   1.011 V,     1,       0,       0,     2  1.083 A,  11.834 V,   1.000 A,  11.834 V,  24.643 W
 Thu Apr 24 09:23:05 2014, 00:1e:c0:81:71:33,  32.5 C,   1.011 V,     1,       0,       0,     2  1.085 A,  11.834 V,   1.000 A,  11.834 V,  24.673 W
 Thu Apr 24 09:23:15 2014, 00:1e:c0:81:71:33,  32.5 C,   1.016 V,     1,       0,       0,     2  1.085 A,  11.834 V,   1.000 A,  11.834 V,  24.673 W
 Thu Apr 24 09:23:25 2014, 00:1e:c0:81:71:33,  32.5 C,   1.011 V,     1,       0,       0,     2  1.085 A,  11.834 V,   1.000 A,  11.834 V,  24.673 W
 Thu Apr 24 09:23:35 2014, 00:1e:c0:81:71:33,  32.5 C,   1.011 V,     1,       0,       0,     2  1.085 A,  11.834 V,   1.000 A,  11.834 V,  24.673 W
 Thu Apr 24 09:23:45 2014, 00:1e:c0:81:71:33,  32.5 C,   1.011 V,     1,       0,       0,     2  1.087 A,  11.834 V,   1.000 A,  11.834 V,  24.703 W
 Thu Apr 24 09:23:55 2014, 00:1e:c0:81:71:33,  32.2 C,   1.011 V,     1,       0,       0,     2  1.083 A,  11.834 V,   1.000 A,  11.834 V,  24.643 W
 Thu Apr 24 09:24:05 2014, 00:1e:c0:81:71:33,  32.2 C,   1.011 V,     1,       0,       0,     2  1.085 A,  11.834 V,   1.000 A,  11.834 V,  24.673 W
 Thu Apr 24 09:24:15 2014, 00:1e:c0:81:71:33,  32.1 C,   1.011 V,     1,       0,       0,     2  1.085 A,  11.834 V,   1.000 A,  11.834 V,  24.673 W
 Thu Apr 24 09:24:25 2014, 00:1e:c0:81:71:33,  32.3 C,   1.011 V,     1,       0,       0,     2  1.083 A,  11.834 V,   1.000 A,  11.834 V,  24.643 W
 Thu Apr 24 09:24:35 2014, 00:1e:c0:81:71:33,  32.8 C,   1.011 V,     1,       0,       0,     2  1.087 A,  11.834 V,   1.000 A,  11.834 V,  24.703 W
 Thu Apr 24 09:24:45 2014, 00:1e:c0:81:71:33,  32.5 C,   1.011 V,     1,       0,       0,     2  1.085 A,  11.834 V,   1.000 A,  11.834 V,  24.673 W
 Thu Apr 24 09:24:55 2014, 00:1e:c0:81:71:33,  32.6 C,   1.011 V,     1,       0,       0,     2  1.087 A,  11.834 V,   1.000 A,  11.834 V,  24.703 W
 Thu Apr 24 09:25:05 2014, 00:1e:c0:81:71:33,  32.5 C,   1.011 V,     1,       0,       0,     2  1.085 A,  11.834 V,   1.000 A,  11.834 V,  24.673 W
 Thu Apr 24 09:25:15 2014, 00:1e:c0:81:71:33,  32.7 C,   1.011 V,     1,       0,       0,     2  1.087 A,  11.834 V,   1.000 A,  11.834 V,  24.703 W
 Thu Apr 24 09:25:25 2014, 00:1e:c0:81:71:33,  32.6 C,   1.011 V,     1,       0,       0,     2  1.085 A,  11.811 V,   1.000 A,  11.834 V,  24.648 W
 Thu Apr 24 09:25:35 2014, 00:1e:c0:81:71:33,  32.3 C,   1.011 V,     1,       0,       0,     2  1.085 A,  11.834 V,   1.000 A,  11.834 V,  24.673 W
 Thu Apr 24 09:25:45 2014, 00:1e:c0:81:71:33,  32.3 C,   1.011 V,     1,       0,       0,     2  1.083 A,  11.834 V,   1.000 A,  11.811 V,  24.620 W
 Thu Apr 24 09:25:55 2014, 00:1e:c0:81:71:33,  32.0 C,   1.011 V,     1,       0,       0,     2  1.083 A,  11.834 V,   1.000 A,  11.834 V,  24.643 W
 Thu Apr 24 09:26:05 2014, 00:1e:c0:81:71:33,  32.0 C,   1.011 V,     1,       0,       0,     2  1.083 A,  11.834 V,   1.000 A,  11.834 V,  24.643 W
 Thu Apr 24 09:26:15 2014, 00:1e:c0:81:71:33,  31.9 C,   1.011 V,     1,       0,       0,     2  1.085 A,  11.834 V,   1.000 A,  11.834 V,  24.673 W
 Thu Apr 24 09:26:25 2014, 00:1e:c0:81:71:33,  31.9 C,   1.016 V,     1,       0,       0,     2  1.083 A,  11.811 V,   1.000 A,  11.834 V,  24.618 W
 Thu Apr 24 09:26:35 2014, 00:1e:c0:81:71:33,  32.1 C,   1.011 V,     1,       0,       0,     2  1.083 A,  11.834 V,   1.000 A,  11.834 V,  24.643 W
 Thu Apr 24 09:26:45 2014, 00:1e:c0:81:71:33,  32.0 C,   1.011 V,     1,       0,       0,     2  1.085 A,  11.834 V,   1.000 A,  11.834 V,  24.673 W
 Thu Apr 24 09:26:55 2014, 00:1e:c0:81:71:33,  32.1 C,   1.011 V,     1,       0,       0,     2  1.087 A,  11.834 V,   1.000 A,  11.834 V,  24.703 W
 Thu Apr 24 09:27:05 2014, 00:1e:c0:81:71:33,  32.4 C,   1.016 V,     1,       0,       0,     2  1.087 A,  11.834 V,   1.000 A,  11.834 V,  24.703 W
 Thu Apr 24 09:27:15 2014, 00:1e:c0:81:71:33,  32.5 C,   1.011 V,     1,       0,       0,     2  1.085 A,  11.834 V,   1.000 A,  11.834 V,  24.673 W
 Thu Apr 24 09:27:25 2014, 00:1e:c0:81:71:33,  32.5 C,   1.016 V,     1,       0,       0,     2  1.085 A,  11.811 V,   1.000 A,  11.834 V,  24.648 W
 Thu Apr 24 09:27:35 2014, 00:1e:c0:81:71:33,  32.1 C,   1.011 V,     1,       0,       0,     2  1.083 A,  11.834 V,   1.000 A,  11.834 V,  24.643 W
 Thu Apr 24 09:27:45 2014, 00:1e:c0:81:71:33,  32.1 C,   1.011 V,     1,       0,       0,     2  1.083 A,  11.834 V,   1.000 A,  11.834 V,  24.643 W
 Thu Apr 24 09:27:55 2014, 00:1e:c0:81:71:33,  32.0 C,   1.016 V,     1,       0,       0,     2  1.083 A,  11.834 V,   1.000 A,  11.834 V,  24.643 W
 Thu Apr 24 09:28:05 2014, 00:1e:c0:81:71:33,  32.4 C,   1.011 V,     1,       0,       0,     2  1.085 A,  11.834 V,   1.000 A,  11.811 V,  24.650 W
 Thu Apr 24 09:28:15 2014, 00:1e:c0:81:71:33,  32.4 C,   1.011 V,     1,       0,       0,     2  1.085 A,  11.834 V,   1.000 A,  11.834 V,  24.673 W
 Thu Apr 24 09:28:25 2014, 00:1e:c0:81:71:33,  32.6 C,   1.011 V,     1,       0,       0,     2  1.085 A,  11.811 V,   1.000 A,  11.834 V,  24.648 W
 Thu Apr 24 09:28:35 2014, 00:1e:c0:81:71:33,  32.8 C,   1.011 V,     1,       0,       0,     2  1.085 A,  11.834 V,   1.000 A,  11.834 V,  24.673 W
 Thu Apr 24 09:28:45 2014, 00:1e:c0:81:71:33,  32.9 C,   1.011 V,     1,       0,       0,     2  1.085 A,  11.834 V,   1.000 A,  11.834 V,  24.673 W
 Thu Apr 24 09:28:55 2014, 00:1e:c0:81:71:33,  33.5 C,   1.011 V,     1,       0,       0,     2  1.087 A,  11.834 V,   1.000 A,  11.834 V,  24.703 W
 Thu Apr 24 09:29:05 2014, 00:1e:c0:81:71:33,  33.6 C,   1.011 V,     1,       0,       0,     2  1.085 A,  11.834 V,   1.000 A,  11.834 V,  24.673 W
 Thu Apr 24 09:29:15 2014, 00:1e:c0:81:71:33,  34.0 C,   1.011 V,     1,       0,       0,     2  1.085 A,  11.834 V,   1.000 A,  11.834 V,  24.673 W
 Thu Apr 24 09:29:25 2014, 00:1e:c0:81:71:33,  34.0 C,   1.011 V,     1,       0,       0,     2  1.085 A,  11.834 V,   1.000 A,  11.811 V,  24.650 W
 Thu Apr 24 09:29:35 2014, 00:1e:c0:81:71:33,  34.5 C,   1.011 V,     1,       0,       0,     2  1.090 A,  11.834 V,   1.000 A,  11.811 V,  24.709 W
 Thu Apr 24 09:29:45 2014, 00:1e:c0:81:71:33,  34.3 C,   1.011 V,     1,       0,       0,     2  1.085 A,  11.834 V,   1.000 A,  11.834 V,  24.673 W
 Thu Apr 24 09:29:55 2014, 00:1e:c0:81:71:33,  34.2 C,   1.011 V,     1,       0,       0,     2  1.085 A,  11.834 V,   1.000 A,  11.834 V,  24.673 W
 Thu Apr 24 09:30:05 2014, 00:1e:c0:81:71:33,  34.6 C,   1.016 V,     1,       0,       0,     2  1.085 A,  11.834 V,   1.000 A,  11.811 V,  24.650 W
 Thu Apr 24 09:30:15 2014, 00:1e:c0:81:71:33,  34.6 C,   1.011 V,     1,       0,       0,     2  1.087 A,  11.834 V,   1.000 A,  11.834 V,  24.703 W
 Thu Apr 24 09:30:25 2014, 00:1e:c0:81:71:33,  35.1 C,   1.011 V,     1,       0,       0,     2  1.085 A,  11.834 V,   1.000 A,  11.834 V,  24.673 W
 Thu Apr 24 09:30:35 2014, 00:1e:c0:81:71:33,  35.1 C,   1.011 V,     1,       0,       0,     2  1.090 A,  11.834 V,   1.000 A,  11.834 V,  24.732 W
 Thu Apr 24 09:30:45 2014, 00:1e:c0:81:71:33,  35.3 C,   1.011 V,     1,       0,       0,     2  1.087 A,  11.834 V,   0.998 A,  11.834 V,  24.673 W
 Thu Apr 24 09:30:55 2014, 00:1e:c0:81:71:33,  34.9 C,   1.011 V,     1,       0,       0,     2  1.085 A,  11.834 V,   0.998 A,  11.811 V,  24.620 W
 Thu Apr 24 09:31:05 2014, 00:1e:c0:81:71:33,  34.8 C,   1.011 V,     1,       0,       0,     2  1.087 A,  11.834 V,   1.000 A,  11.834 V,  24.703 W
 Thu Apr 24 09:31:15 2014, 00:1e:c0:81:71:33,  34.9 C,   1.011 V,     1,       0,       0,     2  1.087 A,  11.834 V,   1.000 A,  11.834 V,  24.703 W
 Thu Apr 24 09:31:25 2014, 00:1e:c0:81:71:33,  34.9 C,   1.011 V,     1,       0,       0,     2  1.085 A,  11.834 V,   1.000 A,  11.834 V,  24.673 W
 Thu Apr 24 09:31:35 2014, 00:1e:c0:81:71:33,  35.0 C,   1.011 V,     1,       0,       0,     2  1.087 A,  11.811 V,   1.000 A,  11.834 V,  24.678 W
 Thu Apr 24 09:31:45 2014, 00:1e:c0:81:71:33,  34.9 C,   1.011 V,     1,       0,       0,     2  1.087 A,  11.834 V,   1.000 A,  11.811 V,  24.680 W
 Thu Apr 24 09:31:55 2014, 00:1e:c0:81:71:33,  34.7 C,   1.011 V,     1,       0,       0,     2  1.085 A,  11.811 V,   1.000 A,  11.811 V,  24.625 W
 Thu Apr 24 09:32:05 2014, 00:1e:c0:81:71:33,  34.6 C,   1.011 V,     1,       0,       0,     2  1.087 A,  11.834 V,   1.000 A,  11.811 V,  24.680 W
 Thu Apr 24 09:32:15 2014, 00:1e:c0:81:71:33,  34.3 C,   1.011 V,     1,       0,       0,     2  1.087 A,  11.834 V,   1.000 A,  11.834 V,  24.703 W
 Thu Apr 24 09:32:25 2014, 00:1e:c0:81:71:33,  34.0 C,   1.011 V,     1,       0,       0,     2  1.087 A,  11.834 V,   1.000 A,  11.834 V,  24.703 W
 Thu Apr 24 09:32:35 2014, 00:1e:c0:81:71:33,  33.8 C,   1.011 V,     1,       0,       0,     2  1.087 A,  11.834 V,   1.000 A,  11.834 V,  24.703 W
 Thu Apr 24 09:32:45 2014, 00:1e:c0:81:71:33,  34.0 C,   1.011 V,     1,       0,       0,     2  1.087 A,  11.834 V,   1.000 A,  11.834 V,  24.703 W
 Thu Apr 24 09:32:55 2014, 00:1e:c0:81:71:33,  33.8 C,   1.011 V,     1,       0,       0,     2  1.087 A,  11.834 V,   1.000 A,  11.834 V,  24.703 W
 Thu Apr 24 09:33:05 2014, 00:1e:c0:81:71:33,  33.8 C,   1.011 V,     1,       0,       0,     2  1.085 A,  11.834 V,   1.000 A,  11.834 V,  24.673 W
 Thu Apr 24 09:33:15 2014, 00:1e:c0:81:71:33,  33.5 C,   1.011 V,     1,       0,       0,     2  1.085 A,  11.834 V,   1.000 A,  11.834 V,  24.673 W
 Thu Apr 24 09:33:25 2014, 00:1e:c0:81:71:33,  33.2 C,   1.011 V,     1,       0,       0,     2  1.085 A,  11.834 V,   1.000 A,  11.811 V,  24.650 W
 Thu Apr 24 09:33:35 2014, 00:1e:c0:81:71:33,  33.4 C,   1.011 V,     1,       0,       0,     2  1.085 A,  11.834 V,   1.000 A,  11.834 V,  24.673 W
 Thu Apr 24 09:33:45 2014, 00:1e:c0:81:71:33,  33.5 C,   1.011 V,     1,       0,       0,     2  1.085 A,  11.834 V,   1.000 A,  11.834 V,  24.673 W
 Thu Apr 24 09:33:55 2014, 00:1e:c0:81:71:33,  33.5 C,   1.016 V,     1,       0,       0,     2  1.087 A,  11.834 V,   1.000 A,  11.834 V,  24.703 W
 Thu Apr 24 09:34:05 2014, 00:1e:c0:81:71:33,  33.2 C,   1.011 V,     1,       0,       0,     2  1.085 A,  11.834 V,   1.000 A,  11.834 V,  24.673 W
 Thu Apr 24 09:34:15 2014, 00:1e:c0:81:71:33,  33.4 C,   1.011 V,     1,       0,       0,     2  1.087 A,  11.811 V,   1.000 A,  11.834 V,  24.678 W
 Thu Apr 24 09:34:25 2014, 00:1e:c0:81:71:33,  33.1 C,   1.011 V,     1,       0,       0,     2  1.087 A,  11.811 V,   1.000 A,  11.834 V,  24.678 W
 Thu Apr 24 09:34:35 2014, 00:1e:c0:81:71:33,  33.2 C,   1.011 V,     1,       0,       0,     2  1.087 A,  11.811 V,   1.000 A,  11.834 V,  24.678 W
 Thu Apr 24 09:34:45 2014, 00:1e:c0:81:71:33,  33.4 C,   1.011 V,     1,       0,       0,     2  1.085 A,  11.811 V,   1.000 A,  11.834 V,  24.648 W
 Thu Apr 24 09:34:55 2014, 00:1e:c0:81:71:33,  33.2 C,   1.011 V,     1,       0,       0,     2  1.087 A,  11.834 V,   1.000 A,  11.834 V,  24.703 W
 Thu Apr 24 09:35:05 2014, 00:1e:c0:81:71:33,  33.1 C,   1.011 V,     1,       0,       0,     2  1.085 A,  11.834 V,   1.000 A,  11.834 V,  24.673 W
