                     Date,               MAC,    temp,      Vout, PGOOD, MARG_UP, MARG_DN,  Load,       I_A,       V_A,       I_B,       V_B, Total Power
 Thu Apr 24 08:21:43 2014, 00:1e:c0:81:3a:fa,  27.5 C,   1.016 V,     1,       0,       0,     1  0.772 A,  11.857 V,   0.693 A,  11.880 V,  17.386 W
 Thu Apr 24 08:21:53 2014, 00:1e:c0:81:3a:fa,  27.4 C,   1.016 V,     1,       0,       0,     1  0.772 A,  11.903 V,   0.693 A,  11.880 V,  17.421 W
 Thu Apr 24 08:22:03 2014, 00:1e:c0:81:3a:fa,  27.4 C,   1.016 V,     1,       0,       0,     1  0.775 A,  11.880 V,   0.693 A,  11.880 V,  17.433 W
 Thu Apr 24 08:22:13 2014, 00:1e:c0:81:3a:fa,  27.3 C,   1.016 V,     1,       0,       0,     1  0.770 A,  11.880 V,   0.695 A,  11.880 V,  17.404 W
 Thu Apr 24 08:22:23 2014, 00:1e:c0:81:3a:fa,  27.3 C,   1.016 V,     1,       0,       0,     1  0.772 A,  11.880 V,   0.693 A,  11.880 V,  17.404 W
 Thu Apr 24 08:22:33 2014, 00:1e:c0:81:3a:fa,  27.4 C,   1.016 V,     1,       0,       0,     1  0.772 A,  11.903 V,   0.693 A,  11.880 V,  17.421 W
 Thu Apr 24 08:22:43 2014, 00:1e:c0:81:3a:fa,  27.3 C,   1.016 V,     1,       0,       0,     1  0.772 A,  11.880 V,   0.693 A,  11.880 V,  17.404 W
 Thu Apr 24 08:22:53 2014, 00:1e:c0:81:3a:fa,  27.3 C,   1.016 V,     1,       0,       0,     1  0.775 A,  11.880 V,   0.693 A,  11.880 V,  17.433 W
 Thu Apr 24 08:23:03 2014, 00:1e:c0:81:3a:fa,  27.2 C,   1.016 V,     1,       0,       0,     1  0.772 A,  11.857 V,   0.693 A,  11.880 V,  17.386 W
 Thu Apr 24 08:23:13 2014, 00:1e:c0:81:3a:fa,  27.4 C,   1.016 V,     1,       0,       0,     1  0.772 A,  11.880 V,   0.693 A,  11.880 V,  17.404 W
 Thu Apr 24 08:23:23 2014, 00:1e:c0:81:3a:fa,  27.4 C,   1.016 V,     1,       0,       0,     1  0.772 A,  11.880 V,   0.693 A,  11.903 V,  17.420 W
 Thu Apr 24 08:23:33 2014, 00:1e:c0:81:3a:fa,  27.4 C,   1.016 V,     1,       0,       0,     1  0.772 A,  11.880 V,   0.693 A,  11.880 V,  17.404 W
 Thu Apr 24 08:23:43 2014, 00:1e:c0:81:3a:fa,  27.3 C,   1.016 V,     1,       0,       0,     1  0.772 A,  11.903 V,   0.693 A,  11.880 V,  17.421 W
 Thu Apr 24 08:23:53 2014, 00:1e:c0:81:3a:fa,  27.3 C,   1.016 V,     1,       0,       0,     1  0.772 A,  11.880 V,   0.693 A,  11.880 V,  17.404 W
 Thu Apr 24 08:24:03 2014, 00:1e:c0:81:3a:fa,  27.4 C,   1.016 V,     1,       0,       0,     1  0.772 A,  11.880 V,   0.693 A,  11.880 V,  17.404 W
 Thu Apr 24 08:24:13 2014, 00:1e:c0:81:3a:fa,  27.3 C,   1.016 V,     1,       0,       0,     1  0.772 A,  11.880 V,   0.693 A,  11.880 V,  17.404 W
 Thu Apr 24 08:24:23 2014, 00:1e:c0:81:3a:fa,  27.4 C,   1.016 V,     1,       0,       0,     1  0.775 A,  11.880 V,   0.693 A,  11.880 V,  17.433 W
 Thu Apr 24 08:24:33 2014, 00:1e:c0:81:3a:fa,  27.4 C,   1.016 V,     1,       0,       0,     1  0.775 A,  11.903 V,   0.693 A,  11.880 V,  17.451 W
 Thu Apr 24 08:24:43 2014, 00:1e:c0:81:3a:fa,  27.4 C,   1.016 V,     1,       0,       0,     1  0.772 A,  11.880 V,   0.695 A,  11.857 V,  17.417 W
 Thu Apr 24 08:24:53 2014, 00:1e:c0:81:3a:fa,  27.2 C,   1.016 V,     1,       0,       0,     1  0.772 A,  11.880 V,   0.695 A,  11.880 V,  17.433 W
 Thu Apr 24 08:25:03 2014, 00:1e:c0:81:3a:fa,  27.3 C,   1.016 V,     1,       0,       0,     1  0.772 A,  11.880 V,   0.695 A,  11.880 V,  17.433 W
 Thu Apr 24 08:25:13 2014, 00:1e:c0:81:3a:fa,  27.3 C,   1.016 V,     1,       0,       0,     1  0.775 A,  11.903 V,   0.693 A,  11.880 V,  17.451 W
 Thu Apr 24 08:25:23 2014, 00:1e:c0:81:3a:fa,  27.4 C,   1.016 V,     1,       0,       0,     1  0.772 A,  11.880 V,   0.693 A,  11.880 V,  17.404 W
 Thu Apr 24 08:25:33 2014, 00:1e:c0:81:3a:fa,  27.5 C,   1.016 V,     1,       0,       0,     1  0.775 A,  11.880 V,   0.693 A,  11.903 V,  17.449 W
 Thu Apr 24 08:25:43 2014, 00:1e:c0:81:3a:fa,  27.5 C,   1.016 V,     1,       0,       0,     1  0.772 A,  11.880 V,   0.695 A,  11.903 V,  17.449 W
 Thu Apr 24 08:25:53 2014, 00:1e:c0:81:3a:fa,  27.6 C,   1.016 V,     1,       0,       0,     1  0.772 A,  11.880 V,   0.693 A,  11.880 V,  17.404 W
 Thu Apr 24 08:26:03 2014, 00:1e:c0:81:3a:fa,  27.4 C,   1.016 V,     1,       0,       0,     1  0.770 A,  11.880 V,   0.693 A,  11.880 V,  17.374 W
 Thu Apr 24 08:26:13 2014, 00:1e:c0:81:3a:fa,  27.3 C,   1.016 V,     1,       0,       0,     1  0.772 A,  11.880 V,   0.693 A,  11.880 V,  17.404 W
 Thu Apr 24 08:26:23 2014, 00:1e:c0:81:3a:fa,  27.2 C,   1.016 V,     1,       0,       0,     1  0.772 A,  11.880 V,   0.693 A,  11.880 V,  17.404 W
 Thu Apr 24 08:26:33 2014, 00:1e:c0:81:3a:fa,  27.2 C,   1.016 V,     1,       0,       0,     1  0.772 A,  11.880 V,   0.693 A,  11.880 V,  17.404 W
 Thu Apr 24 08:26:43 2014, 00:1e:c0:81:3a:fa,  27.3 C,   1.016 V,     1,       0,       0,     1  0.772 A,  11.880 V,   0.693 A,  11.903 V,  17.420 W
 Thu Apr 24 08:26:53 2014, 00:1e:c0:81:3a:fa,  27.3 C,   1.016 V,     1,       0,       0,     1  0.772 A,  11.880 V,   0.693 A,  11.880 V,  17.404 W
 Thu Apr 24 08:27:03 2014, 00:1e:c0:81:3a:fa,  27.3 C,   1.016 V,     1,       0,       0,     1  0.772 A,  11.880 V,   0.693 A,  11.880 V,  17.404 W
 Thu Apr 24 08:27:13 2014, 00:1e:c0:81:3a:fa,  27.3 C,   1.016 V,     1,       0,       0,     1  0.772 A,  11.880 V,   0.693 A,  11.880 V,  17.404 W
 Thu Apr 24 08:27:23 2014, 00:1e:c0:81:3a:fa,  27.2 C,   1.016 V,     1,       0,       0,     1  0.775 A,  11.880 V,   0.693 A,  11.880 V,  17.433 W
 Thu Apr 24 08:27:33 2014, 00:1e:c0:81:3a:fa,  27.4 C,   1.016 V,     1,       0,       0,     1  0.772 A,  11.880 V,   0.693 A,  11.880 V,  17.404 W
 Thu Apr 24 08:27:43 2014, 00:1e:c0:81:3a:fa,  27.4 C,   1.016 V,     1,       0,       0,     1  0.772 A,  11.903 V,   0.693 A,  11.880 V,  17.421 W
 Thu Apr 24 08:27:53 2014, 00:1e:c0:81:3a:fa,  27.3 C,   1.016 V,     1,       0,       0,     1  0.772 A,  11.880 V,   0.693 A,  11.880 V,  17.404 W
 Thu Apr 24 08:28:03 2014, 00:1e:c0:81:3a:fa,  27.4 C,   1.016 V,     1,       0,       0,     1  0.770 A,  11.880 V,   0.693 A,  11.880 V,  17.374 W
 Thu Apr 24 08:28:13 2014, 00:1e:c0:81:3a:fa,  27.5 C,   1.016 V,     1,       0,       0,     1  0.772 A,  11.880 V,   0.693 A,  11.880 V,  17.404 W
 Thu Apr 24 08:28:23 2014, 00:1e:c0:81:3a:fa,  27.4 C,   1.016 V,     1,       0,       0,     1  0.772 A,  11.880 V,   0.693 A,  11.880 V,  17.404 W
 Thu Apr 24 08:28:33 2014, 00:1e:c0:81:3a:fa,  27.3 C,   1.016 V,     1,       0,       0,     1  0.772 A,  11.880 V,   0.693 A,  11.880 V,  17.404 W
 Thu Apr 24 08:28:43 2014, 00:1e:c0:81:3a:fa,  27.5 C,   1.016 V,     1,       0,       0,     1  0.772 A,  11.880 V,   0.693 A,  11.880 V,  17.404 W
 Thu Apr 24 08:28:53 2014, 00:1e:c0:81:3a:fa,  27.4 C,   1.016 V,     1,       0,       0,     1  0.775 A,  11.880 V,   0.693 A,  11.880 V,  17.433 W
 Thu Apr 24 08:29:03 2014, 00:1e:c0:81:3a:fa,  27.3 C,   1.016 V,     1,       0,       0,     1  0.775 A,  11.880 V,   0.693 A,  11.880 V,  17.433 W
 Thu Apr 24 08:29:13 2014, 00:1e:c0:81:3a:fa,  27.2 C,   1.016 V,     1,       0,       0,     1  0.772 A,  11.880 V,   0.693 A,  11.880 V,  17.404 W
 Thu Apr 24 08:29:23 2014, 00:1e:c0:81:3a:fa,  27.3 C,   1.016 V,     1,       0,       0,     1  0.770 A,  11.880 V,   0.693 A,  11.880 V,  17.374 W
 Thu Apr 24 08:29:33 2014, 00:1e:c0:81:3a:fa,  27.2 C,   1.016 V,     1,       0,       0,     1  0.772 A,  11.880 V,   0.693 A,  11.903 V,  17.420 W
 Thu Apr 24 08:29:43 2014, 00:1e:c0:81:3a:fa,  27.3 C,   1.016 V,     1,       0,       0,     1  0.770 A,  11.880 V,   0.693 A,  11.880 V,  17.374 W
 Thu Apr 24 08:29:53 2014, 00:1e:c0:81:3a:fa,  27.2 C,   1.016 V,     1,       0,       0,     1  0.772 A,  11.880 V,   0.693 A,  11.880 V,  17.404 W
 Thu Apr 24 08:30:03 2014, 00:1e:c0:81:3a:fa,  27.2 C,   1.016 V,     1,       0,       0,     1  0.772 A,  11.880 V,   0.693 A,  11.880 V,  17.404 W
 Thu Apr 24 08:30:13 2014, 00:1e:c0:81:3a:fa,  27.3 C,   1.016 V,     1,       0,       0,     1  0.775 A,  11.880 V,   0.693 A,  11.880 V,  17.433 W
 Thu Apr 24 08:30:23 2014, 00:1e:c0:81:3a:fa,  27.2 C,   1.016 V,     1,       0,       0,     1  0.775 A,  11.880 V,   0.693 A,  11.880 V,  17.433 W
 Thu Apr 24 08:30:33 2014, 00:1e:c0:81:3a:fa,  27.2 C,   1.016 V,     1,       0,       0,     1  0.772 A,  11.880 V,   0.693 A,  11.880 V,  17.404 W
 Thu Apr 24 08:30:43 2014, 00:1e:c0:81:3a:fa,  27.3 C,   1.016 V,     1,       0,       0,     1  0.770 A,  11.880 V,   0.693 A,  11.880 V,  17.374 W
 Thu Apr 24 08:30:53 2014, 00:1e:c0:81:3a:fa,  27.3 C,   1.016 V,     1,       0,       0,     1  0.775 A,  11.880 V,   0.693 A,  11.880 V,  17.433 W
 Thu Apr 24 08:31:03 2014, 00:1e:c0:81:3a:fa,  27.3 C,   1.016 V,     1,       0,       0,     1  0.772 A,  11.880 V,   0.695 A,  11.880 V,  17.433 W
 Thu Apr 24 08:31:13 2014, 00:1e:c0:81:3a:fa,  27.4 C,   1.016 V,     1,       0,       0,     1  0.772 A,  11.880 V,   0.693 A,  11.880 V,  17.404 W
 Thu Apr 24 08:31:23 2014, 00:1e:c0:81:3a:fa,  27.3 C,   1.016 V,     1,       0,       0,     1  0.772 A,  11.880 V,   0.695 A,  11.880 V,  17.433 W
 Thu Apr 24 08:31:33 2014, 00:1e:c0:81:3a:fa,  27.5 C,   1.016 V,     1,       0,       0,     1  0.772 A,  11.880 V,   0.693 A,  11.880 V,  17.404 W
 Thu Apr 24 08:31:43 2014, 00:1e:c0:81:3a:fa,  27.3 C,   1.016 V,     1,       0,       0,     1  0.772 A,  11.880 V,   0.695 A,  11.880 V,  17.433 W
 Thu Apr 24 08:31:53 2014, 00:1e:c0:81:3a:fa,  27.3 C,   1.016 V,     1,       0,       0,     1  0.772 A,  11.880 V,   0.693 A,  11.903 V,  17.420 W
 Thu Apr 24 08:32:03 2014, 00:1e:c0:81:3a:fa,  27.3 C,   1.016 V,     1,       0,       0,     1  0.772 A,  11.880 V,   0.693 A,  11.880 V,  17.404 W
 Thu Apr 24 08:32:13 2014, 00:1e:c0:81:3a:fa,  27.5 C,   1.016 V,     1,       0,       0,     1  0.772 A,  11.880 V,   0.693 A,  11.880 V,  17.404 W
 Thu Apr 24 08:32:23 2014, 00:1e:c0:81:3a:fa,  27.6 C,   1.016 V,     1,       0,       0,     1  0.772 A,  11.880 V,   0.693 A,  11.880 V,  17.404 W
 Thu Apr 24 08:32:33 2014, 00:1e:c0:81:3a:fa,  27.5 C,   1.016 V,     1,       0,       0,     1  0.772 A,  11.903 V,   0.695 A,  11.880 V,  17.451 W
 Thu Apr 24 08:32:43 2014, 00:1e:c0:81:3a:fa,  27.3 C,   1.016 V,     1,       0,       0,     1  0.772 A,  11.880 V,   0.693 A,  11.880 V,  17.404 W
 Thu Apr 24 08:32:53 2014, 00:1e:c0:81:3a:fa,  27.3 C,   1.016 V,     1,       0,       0,     1  0.772 A,  11.880 V,   0.693 A,  11.880 V,  17.404 W
 Thu Apr 24 08:33:03 2014, 00:1e:c0:81:3a:fa,  27.3 C,   1.016 V,     1,       0,       0,     1  0.775 A,  11.880 V,   0.693 A,  11.880 V,  17.433 W
 Thu Apr 24 08:33:13 2014, 00:1e:c0:81:3a:fa,  27.2 C,   1.016 V,     1,       0,       0,     1  0.772 A,  11.880 V,   0.693 A,  11.880 V,  17.404 W
 Thu Apr 24 08:33:23 2014, 00:1e:c0:81:3a:fa,  27.3 C,   1.016 V,     1,       0,       0,     1  0.770 A,  11.880 V,   0.693 A,  11.903 V,  17.390 W
 Thu Apr 24 08:33:33 2014, 00:1e:c0:81:3a:fa,  27.4 C,   1.016 V,     1,       0,       0,     1  0.775 A,  11.857 V,   0.693 A,  11.880 V,  17.415 W
 Thu Apr 24 08:33:43 2014, 00:1e:c0:81:3a:fa,  27.6 C,   1.016 V,     1,       0,       0,     1  0.772 A,  11.903 V,   0.693 A,  11.880 V,  17.421 W
 Thu Apr 24 08:33:53 2014, 00:1e:c0:81:3a:fa,  27.7 C,   1.016 V,     1,       0,       0,     1  0.772 A,  11.880 V,   0.693 A,  11.880 V,  17.404 W
 Thu Apr 24 08:34:03 2014, 00:1e:c0:81:3a:fa,  27.7 C,   1.016 V,     1,       0,       0,     1  0.775 A,  11.880 V,   0.693 A,  11.880 V,  17.433 W
 Thu Apr 24 08:34:13 2014, 00:1e:c0:81:3a:fa,  27.7 C,   1.016 V,     1,       0,       0,     1  0.772 A,  11.880 V,   0.693 A,  11.880 V,  17.404 W
 Thu Apr 24 08:34:23 2014, 00:1e:c0:81:3a:fa,  27.9 C,   1.016 V,     1,       0,       0,     1  0.772 A,  11.880 V,   0.693 A,  11.880 V,  17.404 W
 Thu Apr 24 08:34:33 2014, 00:1e:c0:81:3a:fa,  28.4 C,   1.016 V,     1,       0,       0,     1  0.772 A,  11.880 V,   0.693 A,  11.903 V,  17.420 W
 Thu Apr 24 08:34:43 2014, 00:1e:c0:81:3a:fa,  28.3 C,   1.016 V,     1,       0,       0,     1  0.775 A,  11.880 V,   0.695 A,  11.880 V,  17.463 W
 Thu Apr 24 08:34:53 2014, 00:1e:c0:81:3a:fa,  28.7 C,   1.016 V,     1,       0,       0,     1  0.770 A,  11.880 V,   0.695 A,  11.880 V,  17.404 W
 Thu Apr 24 08:35:03 2014, 00:1e:c0:81:3a:fa,  28.6 C,   1.016 V,     1,       0,       0,     1  0.775 A,  11.880 V,   0.695 A,  11.880 V,  17.463 W
 Thu Apr 24 08:35:13 2014, 00:1e:c0:81:3a:fa,  28.9 C,   1.016 V,     1,       0,       0,     1  0.772 A,  11.880 V,   0.695 A,  11.880 V,  17.433 W
 Thu Apr 24 08:35:23 2014, 00:1e:c0:81:3a:fa,  29.0 C,   1.016 V,     1,       0,       0,     1  0.772 A,  11.880 V,   0.695 A,  11.880 V,  17.433 W
 Thu Apr 24 08:35:33 2014, 00:1e:c0:81:3a:fa,  29.0 C,   1.016 V,     1,       0,       0,     1  0.772 A,  11.880 V,   0.695 A,  11.880 V,  17.433 W
 Thu Apr 24 08:35:43 2014, 00:1e:c0:81:3a:fa,  29.1 C,   1.016 V,     1,       0,       0,     1  0.770 A,  11.880 V,   0.693 A,  11.880 V,  17.374 W
 Thu Apr 24 08:35:53 2014, 00:1e:c0:81:3a:fa,  29.2 C,   1.016 V,     1,       0,       0,     1  0.770 A,  11.880 V,   0.693 A,  11.880 V,  17.374 W
 Thu Apr 24 08:36:03 2014, 00:1e:c0:81:3a:fa,  29.2 C,   1.016 V,     1,       0,       0,     1  0.775 A,  11.880 V,   0.695 A,  11.880 V,  17.463 W
 Thu Apr 24 08:36:13 2014, 00:1e:c0:81:3a:fa,  29.3 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.880 V,   0.695 A,  11.880 V,  17.522 W
 Thu Apr 24 08:36:23 2014, 00:1e:c0:81:3a:fa,  29.2 C,   1.016 V,     1,       0,       0,     1  0.770 A,  11.880 V,   0.695 A,  11.880 V,  17.404 W
 Thu Apr 24 08:36:33 2014, 00:1e:c0:81:3a:fa,  29.3 C,   1.016 V,     1,       0,       0,     1  0.772 A,  11.880 V,   0.693 A,  11.880 V,  17.404 W
 Thu Apr 24 08:36:43 2014, 00:1e:c0:81:3a:fa,  29.4 C,   1.016 V,     1,       0,       0,     1  0.775 A,  11.880 V,   0.693 A,  11.880 V,  17.433 W
 Thu Apr 24 08:36:53 2014, 00:1e:c0:81:3a:fa,  29.3 C,   1.016 V,     1,       0,       0,     1  0.777 A,  11.880 V,   0.693 A,  11.880 V,  17.463 W
 Thu Apr 24 08:37:03 2014, 00:1e:c0:81:3a:fa,  29.0 C,   1.016 V,     1,       0,       0,     1  0.770 A,  11.880 V,   0.695 A,  11.880 V,  17.404 W
 Thu Apr 24 08:37:13 2014, 00:1e:c0:81:3a:fa,  29.2 C,   1.016 V,     1,       0,       0,     1  0.772 A,  11.880 V,   0.693 A,  11.880 V,  17.404 W
 Thu Apr 24 08:37:23 2014, 00:1e:c0:81:3a:fa,  29.1 C,   1.016 V,     1,       0,       0,     1  0.770 A,  11.880 V,   0.693 A,  11.857 V,  17.358 W
 Thu Apr 24 08:37:33 2014, 00:1e:c0:81:3a:fa,  28.9 C,   1.016 V,     1,       0,       0,     1  0.775 A,  11.880 V,   0.693 A,  11.880 V,  17.433 W
 Thu Apr 24 08:37:43 2014, 00:1e:c0:81:3a:fa,  28.9 C,   1.016 V,     1,       0,       0,     1  0.770 A,  11.880 V,   0.693 A,  11.880 V,  17.374 W
 Thu Apr 24 08:37:53 2014, 00:1e:c0:81:3a:fa,  28.9 C,   1.016 V,     1,       0,       0,     1  0.772 A,  11.880 V,   0.693 A,  11.880 V,  17.404 W
 Thu Apr 24 08:38:03 2014, 00:1e:c0:81:3a:fa,  28.7 C,   1.016 V,     1,       0,       0,     1  0.775 A,  11.880 V,   0.693 A,  11.880 V,  17.433 W
 Thu Apr 24 08:38:13 2014, 00:1e:c0:81:3a:fa,  28.5 C,   1.016 V,     1,       0,       0,     1  0.772 A,  11.880 V,   0.693 A,  11.880 V,  17.404 W
 Thu Apr 24 08:38:23 2014, 00:1e:c0:81:3a:fa,  28.3 C,   1.016 V,     1,       0,       0,     1  0.772 A,  11.880 V,   0.693 A,  11.880 V,  17.404 W
 Thu Apr 24 08:38:33 2014, 00:1e:c0:81:3a:fa,  28.5 C,   1.016 V,     1,       0,       0,     1  0.775 A,  11.880 V,   0.693 A,  11.880 V,  17.433 W
 Thu Apr 24 08:38:43 2014, 00:1e:c0:81:3a:fa,  28.3 C,   1.016 V,     1,       0,       0,     1  0.770 A,  11.903 V,   0.693 A,  11.880 V,  17.392 W
 Thu Apr 24 08:38:53 2014, 00:1e:c0:81:3a:fa,  28.4 C,   1.016 V,     1,       0,       0,     1  0.772 A,  11.880 V,   0.693 A,  11.880 V,  17.404 W
 Thu Apr 24 08:39:03 2014, 00:1e:c0:81:3a:fa,  28.5 C,   1.016 V,     1,       0,       0,     1  0.775 A,  11.880 V,   0.693 A,  11.880 V,  17.433 W
 Thu Apr 24 08:39:13 2014, 00:1e:c0:81:3a:fa,  28.4 C,   1.016 V,     1,       0,       0,     1  0.772 A,  11.880 V,   0.693 A,  11.880 V,  17.404 W
 Thu Apr 24 08:39:23 2014, 00:1e:c0:81:3a:fa,  28.2 C,   1.016 V,     1,       0,       0,     1  0.772 A,  11.880 V,   0.693 A,  11.880 V,  17.404 W
 Thu Apr 24 08:39:33 2014, 00:1e:c0:81:3a:fa,  28.4 C,   1.016 V,     1,       0,       0,     1  0.770 A,  11.880 V,   0.693 A,  11.880 V,  17.374 W
 Thu Apr 24 08:39:43 2014, 00:1e:c0:81:3a:fa,  28.4 C,   1.016 V,     1,       0,       0,     1  0.772 A,  11.880 V,   0.693 A,  11.880 V,  17.404 W
 Thu Apr 24 08:39:53 2014, 00:1e:c0:81:3a:fa,  28.4 C,   1.016 V,     1,       0,       0,     1  0.772 A,  11.880 V,   0.693 A,  11.880 V,  17.404 W
 Thu Apr 24 08:40:03 2014, 00:1e:c0:81:3a:fa,  28.5 C,   1.016 V,     1,       0,       0,     1  0.775 A,  11.903 V,   0.693 A,  11.880 V,  17.451 W
 Thu Apr 24 08:40:13 2014, 00:1e:c0:81:3a:fa,  28.3 C,   1.016 V,     1,       0,       0,     1  0.770 A,  11.880 V,   0.693 A,  11.880 V,  17.374 W
 Thu Apr 24 08:40:23 2014, 00:1e:c0:81:3a:fa,  28.4 C,   1.016 V,     1,       0,       0,     1  0.775 A,  11.880 V,   0.693 A,  11.880 V,  17.433 W
 Thu Apr 24 08:40:33 2014, 00:1e:c0:81:3a:fa,  28.3 C,   1.016 V,     1,       0,       0,     1  0.772 A,  11.880 V,   0.693 A,  11.880 V,  17.404 W
 Thu Apr 24 08:40:43 2014, 00:1e:c0:81:3a:fa,  28.3 C,   1.016 V,     1,       0,       0,     1  0.772 A,  11.880 V,   0.693 A,  11.880 V,  17.404 W
 Thu Apr 24 08:40:53 2014, 00:1e:c0:81:3a:fa,  28.2 C,   1.016 V,     1,       0,       0,     1  0.772 A,  11.880 V,   0.693 A,  11.880 V,  17.404 W
 Thu Apr 24 08:41:03 2014, 00:1e:c0:81:3a:fa,  28.0 C,   1.016 V,     1,       0,       0,     1  0.772 A,  11.880 V,   0.693 A,  11.880 V,  17.404 W
 Thu Apr 24 08:41:13 2014, 00:1e:c0:81:3a:fa,  28.0 C,   1.016 V,     1,       0,       0,     1  0.772 A,  11.880 V,   0.695 A,  11.903 V,  17.449 W
 Thu Apr 24 08:41:23 2014, 00:1e:c0:81:3a:fa,  27.9 C,   1.016 V,     1,       0,       0,     1  0.772 A,  11.880 V,   0.693 A,  11.880 V,  17.404 W
 Thu Apr 24 08:41:33 2014, 00:1e:c0:81:3a:fa,  28.0 C,   1.016 V,     1,       0,       0,     1  0.772 A,  11.880 V,   0.693 A,  11.880 V,  17.404 W
 Thu Apr 24 08:41:43 2014, 00:1e:c0:81:3a:fa,  28.1 C,   1.016 V,     1,       0,       0,     1  0.772 A,  11.880 V,   0.693 A,  11.880 V,  17.404 W
 Thu Apr 24 08:41:53 2014, 00:1e:c0:81:3a:fa,  28.0 C,   1.016 V,     1,       0,       0,     1  0.775 A,  11.880 V,   0.693 A,  11.880 V,  17.433 W
 Thu Apr 24 08:42:03 2014, 00:1e:c0:81:3a:fa,  27.9 C,   1.016 V,     1,       0,       0,     1  0.772 A,  11.880 V,   0.693 A,  11.880 V,  17.404 W
 Thu Apr 24 08:42:13 2014, 00:1e:c0:81:3a:fa,  27.9 C,   1.016 V,     1,       0,       0,     1  0.770 A,  11.880 V,   0.693 A,  11.880 V,  17.374 W
 Thu Apr 24 08:42:23 2014, 00:1e:c0:81:3a:fa,  28.0 C,   1.016 V,     1,       0,       0,     1  0.775 A,  11.880 V,   0.693 A,  11.880 V,  17.433 W
 Thu Apr 24 08:42:33 2014, 00:1e:c0:81:3a:fa,  27.9 C,   1.016 V,     1,       0,       0,     1  0.772 A,  11.880 V,   0.693 A,  11.880 V,  17.404 W
 Thu Apr 24 08:42:43 2014, 00:1e:c0:81:3a:fa,  27.9 C,   1.016 V,     1,       0,       0,     1  0.770 A,  11.880 V,   0.693 A,  11.880 V,  17.374 W
 Thu Apr 24 08:42:53 2014, 00:1e:c0:81:3a:fa,  27.7 C,   1.016 V,     1,       0,       0,     1  0.772 A,  11.880 V,   0.693 A,  11.880 V,  17.404 W
 Thu Apr 24 08:43:03 2014, 00:1e:c0:81:3a:fa,  27.7 C,   1.016 V,     1,       0,       0,     1  0.775 A,  11.880 V,   0.693 A,  11.880 V,  17.433 W
 Thu Apr 24 08:43:13 2014, 00:1e:c0:81:3a:fa,  27.6 C,   1.016 V,     1,       0,       0,     1  0.772 A,  11.880 V,   0.693 A,  11.880 V,  17.404 W
 Thu Apr 24 08:43:23 2014, 00:1e:c0:81:3a:fa,  27.6 C,   1.016 V,     1,       0,       0,     1  0.772 A,  11.880 V,   0.693 A,  11.903 V,  17.420 W
 Thu Apr 24 08:43:33 2014, 00:1e:c0:81:3a:fa,  27.8 C,   1.016 V,     1,       0,       0,     1  0.770 A,  11.880 V,   0.693 A,  11.880 V,  17.374 W
 Thu Apr 24 08:43:43 2014, 00:1e:c0:81:3a:fa,  27.8 C,   1.016 V,     1,       0,       0,     1  0.775 A,  11.903 V,   0.693 A,  11.880 V,  17.451 W
 Thu Apr 24 08:43:53 2014, 00:1e:c0:81:3a:fa,  27.9 C,   1.016 V,     1,       0,       0,     1  0.772 A,  11.903 V,   0.693 A,  11.903 V,  17.437 W
 Thu Apr 24 08:44:03 2014, 00:1e:c0:81:3a:fa,  28.2 C,   1.016 V,     1,       0,       0,     1  0.772 A,  11.880 V,   0.693 A,  11.880 V,  17.404 W
 Thu Apr 24 08:44:13 2014, 00:1e:c0:81:3a:fa,  28.0 C,   1.016 V,     1,       0,       0,     1  0.770 A,  11.880 V,   0.693 A,  11.880 V,  17.374 W
 Thu Apr 24 08:44:23 2014, 00:1e:c0:81:3a:fa,  28.1 C,   1.016 V,     1,       0,       0,     1  0.772 A,  11.880 V,   0.693 A,  11.903 V,  17.420 W
 Thu Apr 24 08:44:33 2014, 00:1e:c0:81:3a:fa,  28.0 C,   1.016 V,     1,       0,       0,     1  0.772 A,  11.880 V,   0.693 A,  11.880 V,  17.404 W
 Thu Apr 24 08:44:43 2014, 00:1e:c0:81:3a:fa,  28.1 C,   1.016 V,     1,       0,       0,     1  0.772 A,  11.880 V,   0.693 A,  11.880 V,  17.404 W
 Thu Apr 24 08:44:53 2014, 00:1e:c0:81:3a:fa,  27.9 C,   1.016 V,     1,       0,       0,     1  0.772 A,  11.880 V,   0.693 A,  11.880 V,  17.404 W
 Thu Apr 24 08:45:03 2014, 00:1e:c0:81:3a:fa,  28.0 C,   1.016 V,     1,       0,       0,     1  0.770 A,  11.880 V,   0.693 A,  11.880 V,  17.374 W
 Thu Apr 24 08:45:13 2014, 00:1e:c0:81:3a:fa,  27.9 C,   1.016 V,     1,       0,       0,     1  0.775 A,  11.880 V,   0.693 A,  11.903 V,  17.449 W
 Thu Apr 24 08:45:23 2014, 00:1e:c0:81:3a:fa,  28.0 C,   1.016 V,     1,       0,       0,     1  0.772 A,  11.880 V,   0.693 A,  11.880 V,  17.404 W
 Thu Apr 24 08:45:33 2014, 00:1e:c0:81:3a:fa,  28.1 C,   1.016 V,     1,       0,       0,     1  0.772 A,  11.880 V,   0.693 A,  11.880 V,  17.404 W
 Thu Apr 24 08:45:43 2014, 00:1e:c0:81:3a:fa,  27.9 C,   1.016 V,     1,       0,       0,     1  0.777 A,  11.880 V,   0.695 A,  11.903 V,  17.509 W
