                     Date,               MAC,    temp,      Vout, PGOOD, MARG_UP, MARG_DN,  Load,       I_A,       V_A,       I_B,       V_B, Total Power
 Thu Apr 24 10:16:26 2014, 00:1e:c0:81:3a:fa,  33.6 C,   1.016 V,     1,       0,       0,     2  1.120 A,  11.834 V,   0.988 A,  11.834 V,  24.939 W
 Thu Apr 24 10:16:36 2014, 00:1e:c0:81:3a:fa,  33.4 C,   1.016 V,     1,       0,       0,     2  1.117 A,  11.811 V,   0.988 A,  11.834 V,  24.884 W
 Thu Apr 24 10:16:46 2014, 00:1e:c0:81:3a:fa,  33.3 C,   1.016 V,     1,       0,       0,     2  1.125 A,  11.834 V,   0.988 A,  11.834 V,  24.998 W
 Thu Apr 24 10:16:56 2014, 00:1e:c0:81:3a:fa,  33.3 C,   1.016 V,     1,       0,       0,     2  1.120 A,  11.811 V,   0.985 A,  11.834 V,  24.884 W
 Thu Apr 24 10:17:06 2014, 00:1e:c0:81:3a:fa,  33.7 C,   1.016 V,     1,       0,       0,     2  1.123 A,  11.834 V,   0.988 A,  11.811 V,  24.946 W
 Thu Apr 24 10:17:16 2014, 00:1e:c0:81:3a:fa,  33.6 C,   1.016 V,     1,       0,       0,     2  1.117 A,  11.834 V,   0.985 A,  11.811 V,  24.857 W
 Thu Apr 24 10:17:26 2014, 00:1e:c0:81:3a:fa,  33.4 C,   1.016 V,     1,       0,       0,     2  1.120 A,  11.834 V,   0.988 A,  11.811 V,  24.916 W
 Thu Apr 24 10:17:36 2014, 00:1e:c0:81:3a:fa,  33.3 C,   1.016 V,     1,       0,       0,     2  1.120 A,  11.834 V,   0.985 A,  11.834 V,  24.910 W
 Thu Apr 24 10:17:46 2014, 00:1e:c0:81:3a:fa,  33.2 C,   1.016 V,     1,       0,       0,     2  1.117 A,  11.811 V,   0.988 A,  11.811 V,  24.861 W
 Thu Apr 24 10:17:56 2014, 00:1e:c0:81:3a:fa,  33.2 C,   1.016 V,     1,       0,       0,     2  1.120 A,  11.834 V,   0.988 A,  11.834 V,  24.939 W
 Thu Apr 24 10:18:06 2014, 00:1e:c0:81:3a:fa,  33.1 C,   1.016 V,     1,       0,       0,     2  1.120 A,  11.811 V,   0.988 A,  11.834 V,  24.913 W
 Thu Apr 24 10:18:16 2014, 00:1e:c0:81:3a:fa,  33.1 C,   1.016 V,     1,       0,       0,     2  1.125 A,  11.834 V,   0.988 A,  11.811 V,  24.976 W
 Thu Apr 24 10:18:26 2014, 00:1e:c0:81:3a:fa,  33.1 C,   1.016 V,     1,       0,       0,     2  1.117 A,  11.834 V,   0.988 A,  11.834 V,  24.910 W
 Thu Apr 24 10:18:36 2014, 00:1e:c0:81:3a:fa,  33.0 C,   1.016 V,     1,       0,       0,     2  1.123 A,  11.834 V,   0.988 A,  11.834 V,  24.969 W
 Thu Apr 24 10:18:46 2014, 00:1e:c0:81:3a:fa,  33.1 C,   1.016 V,     1,       0,       0,     2  1.120 A,  11.834 V,   0.985 A,  11.834 V,  24.910 W
 Thu Apr 24 10:18:56 2014, 00:1e:c0:81:3a:fa,  33.4 C,   1.016 V,     1,       0,       0,     2  1.120 A,  11.834 V,   0.990 A,  11.811 V,  24.946 W
 Thu Apr 24 10:19:06 2014, 00:1e:c0:81:3a:fa,  33.6 C,   1.016 V,     1,       0,       0,     2  1.123 A,  11.834 V,   0.988 A,  11.811 V,  24.946 W
 Thu Apr 24 10:19:16 2014, 00:1e:c0:81:3a:fa,  33.5 C,   1.016 V,     1,       0,       0,     2  1.125 A,  11.834 V,   0.985 A,  11.834 V,  24.969 W
 Thu Apr 24 10:19:26 2014, 00:1e:c0:81:3a:fa,  33.6 C,   1.016 V,     1,       0,       0,     2  1.123 A,  11.834 V,   0.988 A,  11.834 V,  24.969 W
 Thu Apr 24 10:19:36 2014, 00:1e:c0:81:3a:fa,  33.5 C,   1.016 V,     1,       0,       0,     2  1.123 A,  11.834 V,   0.988 A,  11.834 V,  24.969 W
 Thu Apr 24 10:19:46 2014, 00:1e:c0:81:3a:fa,  33.4 C,   1.016 V,     1,       0,       0,     2  1.125 A,  11.834 V,   0.988 A,  11.834 V,  24.998 W
 Thu Apr 24 10:19:56 2014, 00:1e:c0:81:3a:fa,  33.3 C,   1.016 V,     1,       0,       0,     2  1.125 A,  11.834 V,   0.985 A,  11.834 V,  24.969 W
 Thu Apr 24 10:20:06 2014, 00:1e:c0:81:3a:fa,  33.3 C,   1.016 V,     1,       0,       0,     2  1.120 A,  11.834 V,   0.988 A,  11.834 V,  24.939 W
 Thu Apr 24 10:20:16 2014, 00:1e:c0:81:3a:fa,  33.3 C,   1.016 V,     1,       0,       0,     2  1.115 A,  11.834 V,   0.985 A,  11.834 V,  24.850 W
 Thu Apr 24 10:20:26 2014, 00:1e:c0:81:3a:fa,  33.4 C,   1.016 V,     1,       0,       0,     2  1.123 A,  11.834 V,   0.985 A,  11.834 V,  24.939 W
 Thu Apr 24 10:20:36 2014, 00:1e:c0:81:3a:fa,  33.4 C,   1.016 V,     1,       0,       0,     2  1.123 A,  11.834 V,   0.988 A,  11.834 V,  24.969 W
 Thu Apr 24 10:20:46 2014, 00:1e:c0:81:3a:fa,  33.6 C,   1.016 V,     1,       0,       0,     2  1.120 A,  11.834 V,   0.988 A,  11.834 V,  24.939 W
 Thu Apr 24 10:20:56 2014, 00:1e:c0:81:3a:fa,  33.8 C,   1.016 V,     1,       0,       0,     2  1.123 A,  11.811 V,   0.988 A,  11.834 V,  24.943 W
 Thu Apr 24 10:21:06 2014, 00:1e:c0:81:3a:fa,  33.8 C,   1.016 V,     1,       0,       0,     2  1.123 A,  11.834 V,   0.990 A,  11.834 V,  24.998 W
 Thu Apr 24 10:21:16 2014, 00:1e:c0:81:3a:fa,  33.7 C,   1.016 V,     1,       0,       0,     2  1.123 A,  11.834 V,   0.988 A,  11.834 V,  24.969 W
 Thu Apr 24 10:21:26 2014, 00:1e:c0:81:3a:fa,  33.5 C,   1.016 V,     1,       0,       0,     2  1.120 A,  11.834 V,   0.988 A,  11.834 V,  24.939 W
 Thu Apr 24 10:21:36 2014, 00:1e:c0:81:3a:fa,  33.6 C,   1.016 V,     1,       0,       0,     2  1.117 A,  11.834 V,   0.988 A,  11.834 V,  24.910 W
 Thu Apr 24 10:21:46 2014, 00:1e:c0:81:3a:fa,  33.7 C,   1.016 V,     1,       0,       0,     2  1.120 A,  11.834 V,   0.988 A,  11.834 V,  24.939 W
 Thu Apr 24 10:21:56 2014, 00:1e:c0:81:3a:fa,  33.7 C,   1.016 V,     1,       0,       0,     2  1.127 A,  11.834 V,   0.988 A,  11.834 V,  25.028 W
 Thu Apr 24 10:22:06 2014, 00:1e:c0:81:3a:fa,  34.1 C,   1.016 V,     1,       0,       0,     2  1.127 A,  11.834 V,   0.988 A,  11.834 V,  25.028 W
 Thu Apr 24 10:22:16 2014, 00:1e:c0:81:3a:fa,  34.0 C,   1.016 V,     1,       0,       0,     2  1.123 A,  11.834 V,   0.988 A,  11.834 V,  24.969 W
 Thu Apr 24 10:22:26 2014, 00:1e:c0:81:3a:fa,  34.0 C,   1.016 V,     1,       0,       0,     2  1.125 A,  11.834 V,   0.988 A,  11.811 V,  24.976 W
 Thu Apr 24 10:22:36 2014, 00:1e:c0:81:3a:fa,  34.0 C,   1.016 V,     1,       0,       0,     2  1.120 A,  11.811 V,   0.988 A,  11.834 V,  24.913 W
 Thu Apr 24 10:22:46 2014, 00:1e:c0:81:3a:fa,  34.1 C,   1.016 V,     1,       0,       0,     2  1.123 A,  11.834 V,   0.988 A,  11.834 V,  24.969 W
 Thu Apr 24 10:22:56 2014, 00:1e:c0:81:3a:fa,  34.0 C,   1.016 V,     1,       0,       0,     2  1.117 A,  11.834 V,   0.988 A,  11.834 V,  24.910 W
 Thu Apr 24 10:23:06 2014, 00:1e:c0:81:3a:fa,  33.9 C,   1.016 V,     1,       0,       0,     2  1.125 A,  11.834 V,   0.988 A,  11.811 V,  24.976 W
 Thu Apr 24 10:23:16 2014, 00:1e:c0:81:3a:fa,  33.6 C,   1.016 V,     1,       0,       0,     2  1.125 A,  11.834 V,   0.988 A,  11.834 V,  24.998 W
 Thu Apr 24 10:23:26 2014, 00:1e:c0:81:3a:fa,  33.8 C,   1.016 V,     1,       0,       0,     2  1.123 A,  11.834 V,   0.988 A,  11.834 V,  24.969 W
 Thu Apr 24 10:23:36 2014, 00:1e:c0:81:3a:fa,  33.5 C,   1.016 V,     1,       0,       0,     2  1.123 A,  11.834 V,   0.988 A,  11.834 V,  24.969 W
 Thu Apr 24 10:23:46 2014, 00:1e:c0:81:3a:fa,  33.4 C,   1.016 V,     1,       0,       0,     2  1.120 A,  11.834 V,   0.988 A,  11.834 V,  24.939 W
 Thu Apr 24 10:23:56 2014, 00:1e:c0:81:3a:fa,  33.4 C,   1.016 V,     1,       0,       0,     2  1.123 A,  11.834 V,   0.988 A,  11.834 V,  24.969 W
 Thu Apr 24 10:24:06 2014, 00:1e:c0:81:3a:fa,  33.3 C,   1.016 V,     1,       0,       0,     2  1.127 A,  11.834 V,   0.988 A,  11.834 V,  25.028 W
 Thu Apr 24 10:24:16 2014, 00:1e:c0:81:3a:fa,  33.2 C,   1.016 V,     1,       0,       0,     2  1.117 A,  11.834 V,   0.985 A,  11.834 V,  24.880 W
 Thu Apr 24 10:24:26 2014, 00:1e:c0:81:3a:fa,  33.0 C,   1.016 V,     1,       0,       0,     2  1.120 A,  11.834 V,   0.988 A,  11.834 V,  24.939 W
 Thu Apr 24 10:24:36 2014, 00:1e:c0:81:3a:fa,  33.0 C,   1.016 V,     1,       0,       0,     2  1.125 A,  11.834 V,   0.988 A,  11.834 V,  24.998 W
 Thu Apr 24 10:24:46 2014, 00:1e:c0:81:3a:fa,  33.0 C,   1.016 V,     1,       0,       0,     2  1.125 A,  11.834 V,   0.985 A,  11.834 V,  24.969 W
 Thu Apr 24 10:24:56 2014, 00:1e:c0:81:3a:fa,  33.3 C,   1.016 V,     1,       0,       0,     2  1.123 A,  11.834 V,   0.985 A,  11.834 V,  24.939 W
 Thu Apr 24 10:25:06 2014, 00:1e:c0:81:3a:fa,  33.4 C,   1.016 V,     1,       0,       0,     2  1.123 A,  11.834 V,   0.990 A,  11.834 V,  24.998 W
 Thu Apr 24 10:25:16 2014, 00:1e:c0:81:3a:fa,  33.3 C,   1.016 V,     1,       0,       0,     2  1.123 A,  11.834 V,   0.988 A,  11.834 V,  24.969 W
 Thu Apr 24 10:25:26 2014, 00:1e:c0:81:3a:fa,  33.3 C,   1.016 V,     1,       0,       0,     2  1.117 A,  11.834 V,   0.988 A,  11.834 V,  24.910 W
 Thu Apr 24 10:25:36 2014, 00:1e:c0:81:3a:fa,  33.5 C,   1.016 V,     1,       0,       0,     2  1.123 A,  11.834 V,   0.988 A,  11.834 V,  24.969 W
 Thu Apr 24 10:25:46 2014, 00:1e:c0:81:3a:fa,  33.6 C,   1.016 V,     1,       0,       0,     2  1.123 A,  11.811 V,   0.988 A,  11.834 V,  24.943 W
 Thu Apr 24 10:25:56 2014, 00:1e:c0:81:3a:fa,  33.5 C,   1.016 V,     1,       0,       0,     2  1.125 A,  11.834 V,   0.988 A,  11.834 V,  24.998 W
 Thu Apr 24 10:26:06 2014, 00:1e:c0:81:3a:fa,  33.5 C,   1.016 V,     1,       0,       0,     2  1.120 A,  11.834 V,   0.988 A,  11.834 V,  24.939 W
 Thu Apr 24 10:26:16 2014, 00:1e:c0:81:3a:fa,  33.5 C,   1.016 V,     1,       0,       0,     2  1.123 A,  11.834 V,   0.985 A,  11.834 V,  24.939 W
 Thu Apr 24 10:26:26 2014, 00:1e:c0:81:3a:fa,  33.6 C,   1.016 V,     1,       0,       0,     2  1.117 A,  11.811 V,   0.988 A,  11.834 V,  24.884 W
 Thu Apr 24 10:26:36 2014, 00:1e:c0:81:3a:fa,  33.7 C,   1.016 V,     1,       0,       0,     2  1.123 A,  11.811 V,   0.985 A,  11.834 V,  24.913 W
 Thu Apr 24 10:26:46 2014, 00:1e:c0:81:3a:fa,  33.6 C,   1.016 V,     1,       0,       0,     2  1.123 A,  11.834 V,   0.988 A,  11.834 V,  24.969 W
 Thu Apr 24 10:26:56 2014, 00:1e:c0:81:3a:fa,  33.4 C,   1.016 V,     1,       0,       0,     2  1.117 A,  11.834 V,   0.988 A,  11.834 V,  24.910 W
 Thu Apr 24 10:27:06 2014, 00:1e:c0:81:3a:fa,  33.3 C,   1.016 V,     1,       0,       0,     2  1.125 A,  11.834 V,   0.985 A,  11.834 V,  24.969 W
 Thu Apr 24 10:27:16 2014, 00:1e:c0:81:3a:fa,  33.5 C,   1.016 V,     1,       0,       0,     2  1.125 A,  11.834 V,   0.988 A,  11.834 V,  24.998 W
 Thu Apr 24 10:27:26 2014, 00:1e:c0:81:3a:fa,  33.6 C,   1.016 V,     1,       0,       0,     2  1.123 A,  11.811 V,   0.985 A,  11.811 V,  24.891 W
 Thu Apr 24 10:27:36 2014, 00:1e:c0:81:3a:fa,  33.7 C,   1.016 V,     1,       0,       0,     2  1.123 A,  11.834 V,   0.988 A,  11.811 V,  24.946 W
 Thu Apr 24 10:27:46 2014, 00:1e:c0:81:3a:fa,  33.6 C,   1.016 V,     1,       0,       0,     2  1.125 A,  11.834 V,   0.988 A,  11.834 V,  24.998 W
 Thu Apr 24 10:27:56 2014, 00:1e:c0:81:3a:fa,  33.7 C,   1.016 V,     1,       0,       0,     2  1.123 A,  11.834 V,   0.985 A,  11.834 V,  24.939 W
 Thu Apr 24 10:28:06 2014, 00:1e:c0:81:3a:fa,  33.6 C,   1.016 V,     1,       0,       0,     2  1.125 A,  11.834 V,   0.988 A,  11.834 V,  24.998 W
 Thu Apr 24 10:28:16 2014, 00:1e:c0:81:3a:fa,  33.7 C,   1.016 V,     1,       0,       0,     2  1.120 A,  11.834 V,   0.988 A,  11.811 V,  24.916 W
 Thu Apr 24 10:28:26 2014, 00:1e:c0:81:3a:fa,  33.5 C,   1.016 V,     1,       0,       0,     2  1.117 A,  11.811 V,   0.988 A,  11.811 V,  24.861 W
 Thu Apr 24 10:28:36 2014, 00:1e:c0:81:3a:fa,  33.3 C,   1.016 V,     1,       0,       0,     2  1.125 A,  11.834 V,   0.988 A,  11.834 V,  24.998 W
 Thu Apr 24 10:28:46 2014, 00:1e:c0:81:3a:fa,  33.2 C,   1.016 V,     1,       0,       0,     2  1.120 A,  11.811 V,   0.988 A,  11.834 V,  24.913 W
 Thu Apr 24 10:28:56 2014, 00:1e:c0:81:3a:fa,  33.4 C,   1.016 V,     1,       0,       0,     2  1.125 A,  11.834 V,   0.985 A,  11.834 V,  24.969 W
 Thu Apr 24 10:29:06 2014, 00:1e:c0:81:3a:fa,  33.4 C,   1.016 V,     1,       0,       0,     2  1.123 A,  11.834 V,   0.988 A,  11.834 V,  24.969 W
 Thu Apr 24 10:29:16 2014, 00:1e:c0:81:3a:fa,  33.5 C,   1.016 V,     1,       0,       0,     2  1.125 A,  11.834 V,   0.988 A,  11.811 V,  24.976 W
 Thu Apr 24 10:29:26 2014, 00:1e:c0:81:3a:fa,  33.4 C,   1.016 V,     1,       0,       0,     2  1.123 A,  11.834 V,   0.988 A,  11.834 V,  24.969 W
 Thu Apr 24 10:29:36 2014, 00:1e:c0:81:3a:fa,  33.4 C,   1.016 V,     1,       0,       0,     2  1.123 A,  11.834 V,   0.985 A,  11.834 V,  24.939 W
 Thu Apr 24 10:29:46 2014, 00:1e:c0:81:3a:fa,  33.4 C,   1.016 V,     1,       0,       0,     2  1.120 A,  11.834 V,   0.988 A,  11.834 V,  24.939 W
 Thu Apr 24 10:29:56 2014, 00:1e:c0:81:3a:fa,  33.8 C,   1.016 V,     1,       0,       0,     2  1.117 A,  11.834 V,   0.988 A,  11.811 V,  24.887 W
 Thu Apr 24 10:30:06 2014, 00:1e:c0:81:3a:fa,  33.7 C,   1.016 V,     1,       0,       0,     2  1.123 A,  11.834 V,   0.988 A,  11.834 V,  24.969 W
 Thu Apr 24 10:30:16 2014, 00:1e:c0:81:3a:fa,  34.0 C,   1.016 V,     1,       0,       0,     2  1.123 A,  11.834 V,   0.988 A,  11.811 V,  24.946 W
 Thu Apr 24 10:30:26 2014, 00:1e:c0:81:3a:fa,  34.0 C,   1.016 V,     1,       0,       0,     2  1.123 A,  11.834 V,   0.988 A,  11.834 V,  24.969 W
 Thu Apr 24 10:30:36 2014, 00:1e:c0:81:3a:fa,  34.2 C,   1.016 V,     1,       0,       0,     2  1.120 A,  11.834 V,   0.988 A,  11.811 V,  24.916 W
 Thu Apr 24 10:30:46 2014, 00:1e:c0:81:3a:fa,  34.2 C,   1.016 V,     1,       0,       0,     2  1.123 A,  11.834 V,   0.988 A,  11.834 V,  24.969 W
 Thu Apr 24 10:30:56 2014, 00:1e:c0:81:3a:fa,  34.3 C,   1.016 V,     1,       0,       0,     2  1.120 A,  11.811 V,   0.985 A,  11.834 V,  24.884 W
 Thu Apr 24 10:31:06 2014, 00:1e:c0:81:3a:fa,  34.4 C,   1.016 V,     1,       0,       0,     2  1.120 A,  11.834 V,   0.988 A,  11.834 V,  24.939 W
 Thu Apr 24 10:31:16 2014, 00:1e:c0:81:3a:fa,  34.6 C,   1.016 V,     1,       0,       0,     2  1.115 A,  11.834 V,   0.985 A,  11.834 V,  24.850 W
 Thu Apr 24 10:31:26 2014, 00:1e:c0:81:3a:fa,  34.7 C,   1.016 V,     1,       0,       0,     2  1.117 A,  11.834 V,   0.988 A,  11.834 V,  24.910 W
 Thu Apr 24 10:31:36 2014, 00:1e:c0:81:3a:fa,  34.8 C,   1.016 V,     1,       0,       0,     2  1.120 A,  11.834 V,   0.985 A,  11.811 V,  24.887 W
 Thu Apr 24 10:31:46 2014, 00:1e:c0:81:3a:fa,  35.2 C,   1.016 V,     1,       0,       0,     2  1.127 A,  11.811 V,   0.990 A,  11.811 V,  25.009 W
 Thu Apr 24 10:31:56 2014, 00:1e:c0:81:3a:fa,  35.2 C,   1.016 V,     1,       0,       0,     2  1.125 A,  11.834 V,   0.988 A,  11.811 V,  24.976 W
 Thu Apr 24 10:32:06 2014, 00:1e:c0:81:3a:fa,  35.6 C,   1.016 V,     1,       0,       0,     2  1.120 A,  11.834 V,   0.990 A,  11.834 V,  24.969 W
 Thu Apr 24 10:32:16 2014, 00:1e:c0:81:3a:fa,  35.7 C,   1.016 V,     1,       0,       0,     2  1.123 A,  11.834 V,   0.988 A,  11.834 V,  24.969 W
 Thu Apr 24 10:32:26 2014, 00:1e:c0:81:3a:fa,  35.6 C,   1.016 V,     1,       0,       0,     2  1.120 A,  11.834 V,   0.990 A,  11.834 V,  24.969 W
 Thu Apr 24 10:32:36 2014, 00:1e:c0:81:3a:fa,  35.5 C,   1.016 V,     1,       0,       0,     2  1.123 A,  11.811 V,   0.988 A,  11.811 V,  24.920 W
 Thu Apr 24 10:32:46 2014, 00:1e:c0:81:3a:fa,  35.4 C,   1.016 V,     1,       0,       0,     2  1.120 A,  11.834 V,   0.988 A,  11.834 V,  24.939 W
 Thu Apr 24 10:32:56 2014, 00:1e:c0:81:3a:fa,  35.4 C,   1.016 V,     1,       0,       0,     2  1.120 A,  11.834 V,   0.985 A,  11.834 V,  24.910 W
 Thu Apr 24 10:33:06 2014, 00:1e:c0:81:3a:fa,  35.4 C,   1.016 V,     1,       0,       0,     2  1.125 A,  11.834 V,   0.988 A,  11.834 V,  24.998 W
 Thu Apr 24 10:33:16 2014, 00:1e:c0:81:3a:fa,  35.4 C,   1.016 V,     1,       0,       0,     2  1.120 A,  11.834 V,   0.988 A,  11.834 V,  24.939 W
 Thu Apr 24 10:33:26 2014, 00:1e:c0:81:3a:fa,  35.1 C,   1.016 V,     1,       0,       0,     2  1.123 A,  11.834 V,   0.985 A,  11.811 V,  24.917 W
 Thu Apr 24 10:33:36 2014, 00:1e:c0:81:3a:fa,  35.3 C,   1.016 V,     1,       0,       0,     2  1.123 A,  11.834 V,   0.988 A,  11.834 V,  24.969 W
 Thu Apr 24 10:33:46 2014, 00:1e:c0:81:3a:fa,  35.2 C,   1.016 V,     1,       0,       0,     2  1.123 A,  11.834 V,   0.990 A,  11.811 V,  24.976 W
 Thu Apr 24 10:33:56 2014, 00:1e:c0:81:3a:fa,  35.0 C,   1.016 V,     1,       0,       0,     2  1.125 A,  11.834 V,   0.985 A,  11.811 V,  24.946 W
 Thu Apr 24 10:34:06 2014, 00:1e:c0:81:3a:fa,  35.1 C,   1.016 V,     1,       0,       0,     2  1.125 A,  11.834 V,   0.988 A,  11.834 V,  24.998 W
 Thu Apr 24 10:34:16 2014, 00:1e:c0:81:3a:fa,  35.0 C,   1.016 V,     1,       0,       0,     2  1.127 A,  11.834 V,   0.988 A,  11.834 V,  25.028 W
 Thu Apr 24 10:34:26 2014, 00:1e:c0:81:3a:fa,  35.0 C,   1.016 V,     1,       0,       0,     2  1.120 A,  11.834 V,   0.988 A,  11.811 V,  24.916 W
 Thu Apr 24 10:34:36 2014, 00:1e:c0:81:3a:fa,  35.0 C,   1.016 V,     1,       0,       0,     2  1.125 A,  11.834 V,   0.988 A,  11.834 V,  24.998 W
 Thu Apr 24 10:34:46 2014, 00:1e:c0:81:3a:fa,  34.6 C,   1.016 V,     1,       0,       0,     2  1.125 A,  11.811 V,   0.985 A,  11.834 V,  24.943 W
 Thu Apr 24 10:34:56 2014, 00:1e:c0:81:3a:fa,  34.5 C,   1.016 V,     1,       0,       0,     2  1.120 A,  11.834 V,   0.988 A,  11.834 V,  24.939 W
 Thu Apr 24 10:35:06 2014, 00:1e:c0:81:3a:fa,  34.3 C,   1.016 V,     1,       0,       0,     2  1.120 A,  11.811 V,   0.988 A,  11.834 V,  24.913 W
 Thu Apr 24 10:35:16 2014, 00:1e:c0:81:3a:fa,  34.6 C,   1.016 V,     1,       0,       0,     2  1.123 A,  11.834 V,   0.988 A,  11.834 V,  24.969 W
 Thu Apr 24 10:35:26 2014, 00:1e:c0:81:3a:fa,  34.7 C,   1.016 V,     1,       0,       0,     2  1.127 A,  11.834 V,   0.988 A,  11.834 V,  25.028 W
 Thu Apr 24 10:35:36 2014, 00:1e:c0:81:3a:fa,  34.7 C,   1.016 V,     1,       0,       0,     2  1.117 A,  11.834 V,   0.988 A,  11.834 V,  24.910 W
 Thu Apr 24 10:35:46 2014, 00:1e:c0:81:3a:fa,  34.6 C,   1.016 V,     1,       0,       0,     2  1.123 A,  11.834 V,   0.988 A,  11.834 V,  24.969 W
 Thu Apr 24 10:35:56 2014, 00:1e:c0:81:3a:fa,  34.6 C,   1.016 V,     1,       0,       0,     2  1.120 A,  11.834 V,   0.988 A,  11.834 V,  24.939 W
 Thu Apr 24 10:36:06 2014, 00:1e:c0:81:3a:fa,  34.4 C,   1.016 V,     1,       0,       0,     2  1.123 A,  11.834 V,   0.988 A,  11.834 V,  24.969 W
 Thu Apr 24 10:36:16 2014, 00:1e:c0:81:3a:fa,  34.3 C,   1.016 V,     1,       0,       0,     2  1.120 A,  11.834 V,   0.988 A,  11.811 V,  24.916 W
 Thu Apr 24 10:36:26 2014, 00:1e:c0:81:3a:fa,  34.1 C,   1.016 V,     1,       0,       0,     2  1.120 A,  11.834 V,   0.988 A,  11.834 V,  24.939 W
 Thu Apr 24 10:36:36 2014, 00:1e:c0:81:3a:fa,  34.1 C,   1.016 V,     1,       0,       0,     2  1.120 A,  11.811 V,   0.988 A,  11.834 V,  24.913 W
 Thu Apr 24 10:36:46 2014, 00:1e:c0:81:3a:fa,  34.0 C,   1.016 V,     1,       0,       0,     2  1.123 A,  11.811 V,   0.985 A,  11.811 V,  24.891 W
 Thu Apr 24 10:36:56 2014, 00:1e:c0:81:3a:fa,  33.8 C,   1.016 V,     1,       0,       0,     2  1.120 A,  11.811 V,   0.988 A,  11.834 V,  24.913 W
 Thu Apr 24 10:37:06 2014, 00:1e:c0:81:3a:fa,  33.7 C,   1.016 V,     1,       0,       0,     2  1.117 A,  11.834 V,   0.988 A,  11.811 V,  24.887 W
 Thu Apr 24 10:37:16 2014, 00:1e:c0:81:3a:fa,  34.0 C,   1.016 V,     1,       0,       0,     2  1.123 A,  11.834 V,   0.990 A,  11.811 V,  24.976 W
 Thu Apr 24 10:37:26 2014, 00:1e:c0:81:3a:fa,  34.1 C,   1.016 V,     1,       0,       0,     2  1.125 A,  11.834 V,   0.988 A,  11.834 V,  24.998 W
 Thu Apr 24 10:37:36 2014, 00:1e:c0:81:3a:fa,  34.2 C,   1.016 V,     1,       0,       0,     2  1.123 A,  11.834 V,   0.988 A,  11.834 V,  24.969 W
 Thu Apr 24 10:37:46 2014, 00:1e:c0:81:3a:fa,  34.2 C,   1.016 V,     1,       0,       0,     2  1.123 A,  11.811 V,   0.985 A,  11.811 V,  24.891 W
 Thu Apr 24 10:37:56 2014, 00:1e:c0:81:3a:fa,  34.4 C,   1.016 V,     1,       0,       0,     2  1.127 A,  11.811 V,   0.988 A,  11.834 V,  25.002 W
 Thu Apr 24 10:38:06 2014, 00:1e:c0:81:3a:fa,  34.4 C,   1.016 V,     1,       0,       0,     2  1.123 A,  11.834 V,   0.988 A,  11.834 V,  24.969 W
 Thu Apr 24 10:38:16 2014, 00:1e:c0:81:3a:fa,  34.3 C,   1.016 V,     1,       0,       0,     2  1.123 A,  11.834 V,   0.988 A,  11.834 V,  24.969 W
 Thu Apr 24 10:38:26 2014, 00:1e:c0:81:3a:fa,  34.2 C,   1.016 V,     1,       0,       0,     2  1.123 A,  11.811 V,   0.988 A,  11.811 V,  24.920 W
 Thu Apr 24 10:38:36 2014, 00:1e:c0:81:3a:fa,  34.3 C,   1.016 V,     1,       0,       0,     2  1.125 A,  11.834 V,   0.988 A,  11.834 V,  24.998 W
 Thu Apr 24 10:38:46 2014, 00:1e:c0:81:3a:fa,  34.1 C,   1.016 V,     1,       0,       0,     2  1.123 A,  11.834 V,   0.988 A,  11.834 V,  24.969 W
 Thu Apr 24 10:38:56 2014, 00:1e:c0:81:3a:fa,  33.9 C,   1.016 V,     1,       0,       0,     2  1.120 A,  11.811 V,   0.988 A,  11.834 V,  24.913 W
 Thu Apr 24 10:39:06 2014, 00:1e:c0:81:3a:fa,  33.8 C,   1.016 V,     1,       0,       0,     2  1.123 A,  11.834 V,   0.988 A,  11.834 V,  24.969 W
 Thu Apr 24 10:39:16 2014, 00:1e:c0:81:3a:fa,  33.9 C,   1.016 V,     1,       0,       0,     2  1.123 A,  11.834 V,   0.985 A,  11.834 V,  24.939 W
 Thu Apr 24 10:39:26 2014, 00:1e:c0:81:3a:fa,  33.7 C,   1.016 V,     1,       0,       0,     2  1.123 A,  11.834 V,   0.988 A,  11.834 V,  24.969 W
 Thu Apr 24 10:39:36 2014, 00:1e:c0:81:3a:fa,  33.6 C,   1.016 V,     1,       0,       0,     2  1.123 A,  11.834 V,   0.988 A,  11.834 V,  24.969 W
 Thu Apr 24 10:39:46 2014, 00:1e:c0:81:3a:fa,  33.5 C,   1.016 V,     1,       0,       0,     2  1.120 A,  11.834 V,   0.988 A,  11.834 V,  24.939 W
 Thu Apr 24 10:39:56 2014, 00:1e:c0:81:3a:fa,  33.5 C,   1.016 V,     1,       0,       0,     2  1.123 A,  11.834 V,   0.988 A,  11.834 V,  24.969 W
 Thu Apr 24 10:40:06 2014, 00:1e:c0:81:3a:fa,  33.5 C,   1.016 V,     1,       0,       0,     2  1.120 A,  11.834 V,   0.988 A,  11.834 V,  24.939 W
 Thu Apr 24 10:40:16 2014, 00:1e:c0:81:3a:fa,  33.8 C,   1.016 V,     1,       0,       0,     2  1.123 A,  11.834 V,   0.988 A,  11.834 V,  24.969 W
 Thu Apr 24 10:40:26 2014, 00:1e:c0:81:3a:fa,  33.9 C,   1.016 V,     1,       0,       0,     2  1.123 A,  11.834 V,   0.988 A,  11.834 V,  24.969 W
