                     Date,               MAC,    temp,      Vout, PGOOD, MARG_UP, MARG_DN,  Load,       I_C,       V_C,    VADJ_A,    VADJ_B,    VADJ_C,    VADJ_D, Total Power
 Thu Apr 24 08:22:11 2014, 00:1e:c0:81:1d:ac,  38.9 C,   2.515 V,     1,       0,       0,     1,   1.850 A,  11.903 V,   1.250 V,   1.249 V,   1.032 V,   1.026 V,  22.020 W
 Thu Apr 24 08:22:21 2014, 00:1e:c0:81:1d:ac,  38.6 C,   2.515 V,     1,       0,       0,     1,   1.850 A,  11.880 V,   1.250 V,   1.249 V,   1.032 V,   1.026 V,  21.977 W
 Thu Apr 24 08:22:31 2014, 00:1e:c0:81:1d:ac,  38.8 C,   2.515 V,     1,       0,       0,     1,   1.850 A,  11.903 V,   1.252 V,   1.250 V,   1.031 V,   1.026 V,  22.020 W
 Thu Apr 24 08:22:41 2014, 00:1e:c0:81:1d:ac,  38.7 C,   2.515 V,     1,       0,       0,     1,   1.848 A,  11.880 V,   1.252 V,   1.249 V,   1.031 V,   1.026 V,  21.959 W
 Thu Apr 24 08:22:51 2014, 00:1e:c0:81:1d:ac,  38.4 C,   2.515 V,     1,       0,       0,     1,   1.850 A,  11.880 V,   1.251 V,   1.250 V,   1.033 V,   1.026 V,  21.977 W
 Thu Apr 24 08:23:01 2014, 00:1e:c0:81:1d:ac,  38.7 C,   2.515 V,     1,       0,       0,     1,   1.852 A,  11.880 V,   1.252 V,   1.251 V,   1.032 V,   1.026 V,  21.996 W
 Thu Apr 24 08:23:11 2014, 00:1e:c0:81:1d:ac,  38.5 C,   2.515 V,     1,       0,       0,     1,   1.850 A,  11.880 V,   1.251 V,   1.249 V,   1.032 V,   1.026 V,  21.977 W
 Thu Apr 24 08:23:21 2014, 00:1e:c0:81:1d:ac,  38.5 C,   2.515 V,     1,       0,       0,     1,   1.848 A,  11.880 V,   1.251 V,   1.249 V,   1.032 V,   1.027 V,  21.959 W
 Thu Apr 24 08:23:31 2014, 00:1e:c0:81:1d:ac,  39.2 C,   2.515 V,     1,       0,       0,     1,   1.850 A,  11.903 V,   1.251 V,   1.250 V,   1.032 V,   1.026 V,  22.020 W
 Thu Apr 24 08:23:41 2014, 00:1e:c0:81:1d:ac,  38.5 C,   2.515 V,     1,       0,       0,     1,   1.848 A,  11.903 V,   1.252 V,   1.249 V,   1.032 V,   1.026 V,  22.001 W
 Thu Apr 24 08:23:51 2014, 00:1e:c0:81:1d:ac,  38.4 C,   2.515 V,     1,       0,       0,     1,   1.850 A,  11.880 V,   1.251 V,   1.248 V,   1.032 V,   1.027 V,  21.977 W
 Thu Apr 24 08:24:01 2014, 00:1e:c0:81:1d:ac,  38.4 C,   2.515 V,     1,       0,       0,     1,   1.852 A,  11.880 V,   1.252 V,   1.250 V,   1.032 V,   1.024 V,  21.996 W
 Thu Apr 24 08:24:11 2014, 00:1e:c0:81:1d:ac,  38.1 C,   2.515 V,     1,       0,       0,     1,   1.848 A,  11.880 V,   1.252 V,   1.249 V,   1.032 V,   1.024 V,  21.959 W
 Thu Apr 24 08:24:21 2014, 00:1e:c0:81:1d:ac,  38.7 C,   2.515 V,     1,       0,       0,     1,   1.852 A,  11.880 V,   1.252 V,   1.249 V,   1.032 V,   1.025 V,  21.996 W
 Thu Apr 24 08:24:31 2014, 00:1e:c0:81:1d:ac,  38.2 C,   2.515 V,     1,       0,       0,     1,   1.850 A,  11.880 V,   1.252 V,   1.249 V,   1.032 V,   1.026 V,  21.977 W
 Thu Apr 24 08:24:41 2014, 00:1e:c0:81:1d:ac,  38.7 C,   2.515 V,     1,       0,       0,     1,   1.847 A,  11.880 V,   1.251 V,   1.249 V,   1.033 V,   1.026 V,  21.940 W
 Thu Apr 24 08:24:51 2014, 00:1e:c0:81:1d:ac,  39.1 C,   2.515 V,     1,       0,       0,     1,   1.848 A,  11.880 V,   1.252 V,   1.249 V,   1.032 V,   1.026 V,  21.959 W
 Thu Apr 24 08:25:01 2014, 00:1e:c0:81:1d:ac,  39.2 C,   2.515 V,     1,       0,       0,     1,   1.848 A,  11.880 V,   1.252 V,   1.249 V,   1.032 V,   1.026 V,  21.959 W
 Thu Apr 24 08:25:11 2014, 00:1e:c0:81:1d:ac,  38.8 C,   2.515 V,     1,       0,       0,     1,   1.850 A,  11.880 V,   1.249 V,   1.249 V,   1.032 V,   1.026 V,  21.977 W
 Thu Apr 24 08:25:21 2014, 00:1e:c0:81:1d:ac,  38.5 C,   2.515 V,     1,       0,       0,     1,   1.848 A,  11.880 V,   1.250 V,   1.249 V,   1.033 V,   1.026 V,  21.959 W
 Thu Apr 24 08:25:31 2014, 00:1e:c0:81:1d:ac,  38.4 C,   2.515 V,     1,       0,       0,     1,   1.850 A,  11.880 V,   1.251 V,   1.249 V,   1.033 V,   1.026 V,  21.977 W
 Thu Apr 24 08:25:41 2014, 00:1e:c0:81:1d:ac,  38.5 C,   2.515 V,     1,       0,       0,     1,   1.850 A,  11.880 V,   1.252 V,   1.249 V,   1.032 V,   1.026 V,  21.977 W
 Thu Apr 24 08:25:51 2014, 00:1e:c0:81:1d:ac,  37.9 C,   2.515 V,     1,       0,       0,     1,   1.850 A,  11.880 V,   1.252 V,   1.249 V,   1.031 V,   1.026 V,  21.977 W
 Thu Apr 24 08:26:01 2014, 00:1e:c0:81:1d:ac,  38.1 C,   2.515 V,     1,       0,       0,     1,   1.848 A,  11.880 V,   1.251 V,   1.249 V,   1.032 V,   1.026 V,  21.959 W
 Thu Apr 24 08:26:11 2014, 00:1e:c0:81:1d:ac,  37.8 C,   2.515 V,     1,       0,       0,     1,   1.848 A,  11.880 V,   1.251 V,   1.249 V,   1.032 V,   1.026 V,  21.959 W
 Thu Apr 24 08:26:21 2014, 00:1e:c0:81:1d:ac,  38.9 C,   2.515 V,     1,       0,       0,     1,   1.850 A,  11.880 V,   1.252 V,   1.250 V,   1.032 V,   1.026 V,  21.977 W
 Thu Apr 24 08:26:31 2014, 00:1e:c0:81:1d:ac,  39.5 C,   2.515 V,     1,       0,       0,     1,   1.847 A,  11.880 V,   1.252 V,   1.249 V,   1.032 V,   1.026 V,  21.940 W
 Thu Apr 24 08:26:41 2014, 00:1e:c0:81:1d:ac,  38.6 C,   2.515 V,     1,       0,       0,     1,   1.852 A,  11.880 V,   1.251 V,   1.249 V,   1.032 V,   1.026 V,  21.996 W
 Thu Apr 24 08:26:51 2014, 00:1e:c0:81:1d:ac,  38.3 C,   2.515 V,     1,       0,       0,     1,   1.848 A,  11.880 V,   1.251 V,   1.250 V,   1.032 V,   1.027 V,  21.959 W
 Thu Apr 24 08:27:01 2014, 00:1e:c0:81:1d:ac,  39.0 C,   2.515 V,     1,       0,       0,     1,   1.848 A,  11.880 V,   1.251 V,   1.249 V,   1.032 V,   1.026 V,  21.959 W
 Thu Apr 24 08:27:11 2014, 00:1e:c0:81:1d:ac,  39.1 C,   2.515 V,     1,       0,       0,     1,   1.848 A,  11.903 V,   1.252 V,   1.248 V,   1.032 V,   1.026 V,  22.001 W
 Thu Apr 24 08:27:21 2014, 00:1e:c0:81:1d:ac,  39.5 C,   2.515 V,     1,       0,       0,     1,   1.850 A,  11.880 V,   1.252 V,   1.248 V,   1.032 V,   1.027 V,  21.977 W
 Thu Apr 24 08:27:31 2014, 00:1e:c0:81:1d:ac,  38.8 C,   2.515 V,     1,       0,       0,     1,   1.850 A,  11.880 V,   1.252 V,   1.249 V,   1.032 V,   1.026 V,  21.977 W
 Thu Apr 24 08:27:41 2014, 00:1e:c0:81:1d:ac,  39.3 C,   2.515 V,     1,       0,       0,     1,   1.848 A,  11.880 V,   1.254 V,   1.249 V,   1.032 V,   1.024 V,  21.959 W
 Thu Apr 24 08:27:51 2014, 00:1e:c0:81:1d:ac,  39.7 C,   2.515 V,     1,       0,       0,     1,   1.848 A,  11.880 V,   1.252 V,   1.249 V,   1.032 V,   1.026 V,  21.959 W
 Thu Apr 24 08:28:01 2014, 00:1e:c0:81:1d:ac,  39.7 C,   2.515 V,     1,       0,       0,     1,   1.848 A,  11.880 V,   1.251 V,   1.249 V,   1.033 V,   1.026 V,  21.959 W
 Thu Apr 24 08:28:11 2014, 00:1e:c0:81:1d:ac,  38.7 C,   2.515 V,     1,       0,       0,     1,   1.848 A,  11.880 V,   1.250 V,   1.249 V,   1.032 V,   1.026 V,  21.959 W
 Thu Apr 24 08:28:21 2014, 00:1e:c0:81:1d:ac,  39.2 C,   2.515 V,     1,       0,       0,     1,   1.850 A,  11.880 V,   1.253 V,   1.249 V,   1.032 V,   1.025 V,  21.977 W
 Thu Apr 24 08:28:31 2014, 00:1e:c0:81:1d:ac,  39.3 C,   2.515 V,     1,       0,       0,     1,   1.848 A,  11.880 V,   1.252 V,   1.249 V,   1.032 V,   1.026 V,  21.959 W
 Thu Apr 24 08:28:41 2014, 00:1e:c0:81:1d:ac,  38.9 C,   2.515 V,     1,       0,       0,     1,   1.850 A,  11.880 V,   1.251 V,   1.249 V,   1.032 V,   1.026 V,  21.977 W
 Thu Apr 24 08:28:51 2014, 00:1e:c0:81:1d:ac,  38.8 C,   2.515 V,     1,       0,       0,     1,   1.850 A,  11.880 V,   1.250 V,   1.250 V,   1.033 V,   1.026 V,  21.977 W
 Thu Apr 24 08:29:01 2014, 00:1e:c0:81:1d:ac,  38.8 C,   2.515 V,     1,       0,       0,     1,   1.848 A,  11.880 V,   1.250 V,   1.249 V,   1.033 V,   1.026 V,  21.959 W
 Thu Apr 24 08:29:11 2014, 00:1e:c0:81:1d:ac,  39.7 C,   2.515 V,     1,       0,       0,     1,   1.848 A,  11.880 V,   1.251 V,   1.249 V,   1.032 V,   1.026 V,  21.959 W
 Thu Apr 24 08:29:21 2014, 00:1e:c0:81:1d:ac,  39.7 C,   2.515 V,     1,       0,       0,     1,   1.852 A,  11.880 V,   1.252 V,   1.249 V,   1.031 V,   1.026 V,  21.996 W
 Thu Apr 24 08:29:31 2014, 00:1e:c0:81:1d:ac,  38.7 C,   2.515 V,     1,       0,       0,     1,   1.852 A,  11.880 V,   1.251 V,   1.249 V,   1.032 V,   1.026 V,  21.996 W
 Thu Apr 24 08:29:41 2014, 00:1e:c0:81:1d:ac,  39.0 C,   2.515 V,     1,       0,       0,     1,   1.850 A,  11.903 V,   1.252 V,   1.250 V,   1.033 V,   1.025 V,  22.020 W
 Thu Apr 24 08:29:51 2014, 00:1e:c0:81:1d:ac,  38.3 C,   2.515 V,     1,       0,       0,     1,   1.850 A,  11.880 V,   1.251 V,   1.249 V,   1.032 V,   1.026 V,  21.977 W
 Thu Apr 24 08:30:01 2014, 00:1e:c0:81:1d:ac,  39.1 C,   2.515 V,     1,       0,       0,     1,   1.852 A,  11.880 V,   1.252 V,   1.250 V,   1.032 V,   1.027 V,  21.996 W
 Thu Apr 24 08:30:11 2014, 00:1e:c0:81:1d:ac,  38.5 C,   2.515 V,     1,       0,       0,     1,   1.848 A,  11.880 V,   1.252 V,   1.250 V,   1.032 V,   1.026 V,  21.959 W
 Thu Apr 24 08:30:21 2014, 00:1e:c0:81:1d:ac,  38.4 C,   2.515 V,     1,       0,       0,     1,   1.848 A,  11.880 V,   1.252 V,   1.248 V,   1.032 V,   1.026 V,  21.959 W
 Thu Apr 24 08:30:31 2014, 00:1e:c0:81:1d:ac,  38.4 C,   2.515 V,     1,       0,       0,     1,   1.852 A,  11.880 V,   1.251 V,   1.248 V,   1.032 V,   1.027 V,  21.996 W
 Thu Apr 24 08:30:41 2014, 00:1e:c0:81:1d:ac,  38.2 C,   2.515 V,     1,       0,       0,     1,   1.848 A,  11.880 V,   1.251 V,   1.249 V,   1.032 V,   1.024 V,  21.959 W
 Thu Apr 24 08:30:51 2014, 00:1e:c0:81:1d:ac,  37.9 C,   2.515 V,     1,       0,       0,     1,   1.848 A,  11.880 V,   1.253 V,   1.249 V,   1.032 V,   1.024 V,  21.959 W
 Thu Apr 24 08:31:01 2014, 00:1e:c0:81:1d:ac,  37.8 C,   2.515 V,     1,       0,       0,     1,   1.850 A,  11.880 V,   1.251 V,   1.249 V,   1.033 V,   1.026 V,  21.977 W
 Thu Apr 24 08:31:11 2014, 00:1e:c0:81:1d:ac,  37.7 C,   2.515 V,     1,       0,       0,     1,   1.850 A,  11.903 V,   1.251 V,   1.249 V,   1.033 V,   1.026 V,  22.020 W
 Thu Apr 24 08:31:21 2014, 00:1e:c0:81:1d:ac,  38.0 C,   2.515 V,     1,       0,       0,     1,   1.850 A,  11.880 V,   1.252 V,   1.249 V,   1.032 V,   1.026 V,  21.977 W
 Thu Apr 24 08:31:31 2014, 00:1e:c0:81:1d:ac,  38.6 C,   2.515 V,     1,       0,       0,     1,   1.850 A,  11.880 V,   1.251 V,   1.249 V,   1.032 V,   1.026 V,  21.977 W
 Thu Apr 24 08:31:41 2014, 00:1e:c0:81:1d:ac,  39.1 C,   2.515 V,     1,       0,       0,     1,   1.848 A,  11.880 V,   1.251 V,   1.250 V,   1.033 V,   1.026 V,  21.959 W
 Thu Apr 24 08:31:51 2014, 00:1e:c0:81:1d:ac,  39.4 C,   2.515 V,     1,       0,       0,     1,   1.848 A,  11.880 V,   1.250 V,   1.249 V,   1.032 V,   1.026 V,  21.959 W
 Thu Apr 24 08:32:01 2014, 00:1e:c0:81:1d:ac,  38.9 C,   2.515 V,     1,       0,       0,     1,   1.848 A,  11.880 V,   1.251 V,   1.249 V,   1.033 V,   1.026 V,  21.959 W
 Thu Apr 24 08:32:11 2014, 00:1e:c0:81:1d:ac,  39.1 C,   2.515 V,     1,       0,       0,     1,   1.848 A,  11.880 V,   1.251 V,   1.249 V,   1.033 V,   1.026 V,  21.959 W
 Thu Apr 24 08:32:21 2014, 00:1e:c0:81:1d:ac,  38.3 C,   2.515 V,     1,       0,       0,     1,   1.850 A,  11.880 V,   1.252 V,   1.249 V,   1.032 V,   1.026 V,  21.977 W
 Thu Apr 24 08:32:31 2014, 00:1e:c0:81:1d:ac,  37.9 C,   2.515 V,     1,       0,       0,     1,   1.848 A,  11.880 V,   1.252 V,   1.249 V,   1.031 V,   1.026 V,  21.959 W
 Thu Apr 24 08:32:41 2014, 00:1e:c0:81:1d:ac,  38.5 C,   2.515 V,     1,       0,       0,     1,   1.850 A,  11.880 V,   1.252 V,   1.249 V,   1.031 V,   1.026 V,  21.977 W
 Thu Apr 24 08:32:51 2014, 00:1e:c0:81:1d:ac,  39.2 C,   2.515 V,     1,       0,       0,     1,   1.848 A,  11.880 V,   1.251 V,   1.249 V,   1.031 V,   1.026 V,  21.959 W
 Thu Apr 24 08:33:01 2014, 00:1e:c0:81:1d:ac,  38.7 C,   2.515 V,     1,       0,       0,     1,   1.848 A,  11.880 V,   1.251 V,   1.250 V,   1.032 V,   1.026 V,  21.959 W
 Thu Apr 24 08:33:11 2014, 00:1e:c0:81:1d:ac,  38.9 C,   2.515 V,     1,       0,       0,     1,   1.848 A,  11.880 V,   1.251 V,   1.250 V,   1.032 V,   1.026 V,  21.959 W
 Thu Apr 24 08:33:21 2014, 00:1e:c0:81:1d:ac,  39.2 C,   2.515 V,     1,       0,       0,     1,   1.850 A,  11.880 V,   1.252 V,   1.249 V,   1.032 V,   1.026 V,  21.977 W
 Thu Apr 24 08:33:31 2014, 00:1e:c0:81:1d:ac,  38.9 C,   2.515 V,     1,       0,       0,     1,   1.848 A,  11.880 V,   1.251 V,   1.249 V,   1.032 V,   1.026 V,  21.959 W
 Thu Apr 24 08:33:41 2014, 00:1e:c0:81:1d:ac,  38.8 C,   2.515 V,     1,       0,       0,     1,   1.848 A,  11.880 V,   1.252 V,   1.250 V,   1.032 V,   1.027 V,  21.959 W
 Thu Apr 24 08:33:51 2014, 00:1e:c0:81:1d:ac,  39.4 C,   2.515 V,     1,       0,       0,     1,   1.848 A,  11.880 V,   1.251 V,   1.251 V,   1.032 V,   1.026 V,  21.959 W
 Thu Apr 24 08:34:01 2014, 00:1e:c0:81:1d:ac,  40.1 C,   2.515 V,     1,       0,       0,     1,   1.848 A,  11.880 V,   1.252 V,   1.250 V,   1.032 V,   1.026 V,  21.959 W
 Thu Apr 24 08:34:11 2014, 00:1e:c0:81:1d:ac,  40.4 C,   2.515 V,     1,       0,       0,     1,   1.850 A,  11.880 V,   1.252 V,   1.248 V,   1.031 V,   1.026 V,  21.977 W
 Thu Apr 24 08:34:21 2014, 00:1e:c0:81:1d:ac,  40.5 C,   2.515 V,     1,       0,       0,     1,   1.848 A,  11.880 V,   1.251 V,   1.248 V,   1.032 V,   1.026 V,  21.959 W
 Thu Apr 24 08:34:31 2014, 00:1e:c0:81:1d:ac,  40.6 C,   2.515 V,     1,       0,       0,     1,   1.852 A,  11.880 V,   1.252 V,   1.249 V,   1.032 V,   1.026 V,  21.996 W
 Thu Apr 24 08:34:41 2014, 00:1e:c0:81:1d:ac,  40.6 C,   2.515 V,     1,       0,       0,     1,   1.850 A,  11.880 V,   1.252 V,   1.249 V,   1.032 V,   1.024 V,  21.977 W
 Thu Apr 24 08:34:51 2014, 00:1e:c0:81:1d:ac,  40.9 C,   2.515 V,     1,       0,       0,     1,   1.848 A,  11.880 V,   1.253 V,   1.250 V,   1.032 V,   1.024 V,  21.959 W
 Thu Apr 24 08:35:01 2014, 00:1e:c0:81:1d:ac,  41.0 C,   2.515 V,     1,       0,       0,     1,   1.850 A,  11.880 V,   1.253 V,   1.249 V,   1.032 V,   1.024 V,  21.977 W
 Thu Apr 24 08:35:11 2014, 00:1e:c0:81:1d:ac,  41.3 C,   2.515 V,     1,       0,       0,     1,   1.852 A,  11.880 V,   1.253 V,   1.250 V,   1.032 V,   1.024 V,  21.996 W
 Thu Apr 24 08:35:21 2014, 00:1e:c0:81:1d:ac,  41.0 C,   2.515 V,     1,       0,       0,     1,   1.850 A,  11.880 V,   1.252 V,   1.249 V,   1.032 V,   1.024 V,  21.977 W
 Thu Apr 24 08:35:31 2014, 00:1e:c0:81:1d:ac,  40.5 C,   2.515 V,     1,       0,       0,     1,   1.852 A,  11.880 V,   1.252 V,   1.249 V,   1.032 V,   1.024 V,  21.996 W
 Thu Apr 24 08:35:41 2014, 00:1e:c0:81:1d:ac,  40.6 C,   2.515 V,     1,       0,       0,     1,   1.852 A,  11.880 V,   1.252 V,   1.249 V,   1.032 V,   1.026 V,  21.996 W
 Thu Apr 24 08:35:51 2014, 00:1e:c0:81:1d:ac,  40.8 C,   2.515 V,     1,       0,       0,     1,   1.852 A,  11.880 V,   1.252 V,   1.249 V,   1.033 V,   1.026 V,  21.996 W
 Thu Apr 24 08:36:01 2014, 00:1e:c0:81:1d:ac,  41.3 C,   2.515 V,     1,       0,       0,     1,   1.852 A,  11.880 V,   1.252 V,   1.249 V,   1.032 V,   1.026 V,  21.996 W
 Thu Apr 24 08:36:11 2014, 00:1e:c0:81:1d:ac,  41.2 C,   2.515 V,     1,       0,       0,     1,   1.852 A,  11.880 V,   1.252 V,   1.249 V,   1.032 V,   1.026 V,  21.996 W
 Thu Apr 24 08:36:21 2014, 00:1e:c0:81:1d:ac,  41.7 C,   2.515 V,     1,       0,       0,     1,   1.850 A,  11.880 V,   1.252 V,   1.249 V,   1.032 V,   1.026 V,  21.977 W
 Thu Apr 24 08:36:31 2014, 00:1e:c0:81:1d:ac,  41.6 C,   2.515 V,     1,       0,       0,     1,   1.852 A,  11.880 V,   1.251 V,   1.249 V,   1.032 V,   1.026 V,  21.996 W
 Thu Apr 24 08:36:41 2014, 00:1e:c0:81:1d:ac,  41.1 C,   2.515 V,     1,       0,       0,     1,   1.852 A,  11.880 V,   1.252 V,   1.249 V,   1.033 V,   1.026 V,  21.996 W
 Thu Apr 24 08:36:51 2014, 00:1e:c0:81:1d:ac,  40.9 C,   2.515 V,     1,       0,       0,     1,   1.852 A,  11.880 V,   1.251 V,   1.249 V,   1.032 V,   1.026 V,  21.996 W
 Thu Apr 24 08:37:01 2014, 00:1e:c0:81:1d:ac,  41.8 C,   2.515 V,     1,       0,       0,     1,   1.850 A,  11.880 V,   1.252 V,   1.250 V,   1.032 V,   1.026 V,  21.977 W
 Thu Apr 24 08:37:11 2014, 00:1e:c0:81:1d:ac,  41.4 C,   2.515 V,     1,       0,       0,     1,   1.853 A,  11.880 V,   1.252 V,   1.249 V,   1.032 V,   1.025 V,  22.014 W
 Thu Apr 24 08:37:21 2014, 00:1e:c0:81:1d:ac,  41.1 C,   2.515 V,     1,       0,       0,     1,   1.852 A,  11.880 V,   1.251 V,   1.249 V,   1.032 V,   1.026 V,  21.996 W
 Thu Apr 24 08:37:31 2014, 00:1e:c0:81:1d:ac,  41.3 C,   2.515 V,     1,       0,       0,     1,   1.852 A,  11.880 V,   1.251 V,   1.249 V,   1.032 V,   1.026 V,  21.996 W
 Thu Apr 24 08:37:41 2014, 00:1e:c0:81:1d:ac,  41.1 C,   2.515 V,     1,       0,       0,     1,   1.852 A,  11.880 V,   1.250 V,   1.249 V,   1.032 V,   1.026 V,  21.996 W
 Thu Apr 24 08:37:51 2014, 00:1e:c0:81:1d:ac,  40.2 C,   2.515 V,     1,       0,       0,     1,   1.850 A,  11.880 V,   1.251 V,   1.249 V,   1.032 V,   1.025 V,  21.977 W
 Thu Apr 24 08:38:01 2014, 00:1e:c0:81:1d:ac,  40.7 C,   2.515 V,     1,       0,       0,     1,   1.850 A,  11.880 V,   1.252 V,   1.250 V,   1.031 V,   1.026 V,  21.977 W
 Thu Apr 24 08:38:11 2014, 00:1e:c0:81:1d:ac,  40.7 C,   2.515 V,     1,       0,       0,     1,   1.850 A,  11.880 V,   1.252 V,   1.250 V,   1.030 V,   1.026 V,  21.977 W
 Thu Apr 24 08:38:21 2014, 00:1e:c0:81:1d:ac,  40.7 C,   2.515 V,     1,       0,       0,     1,   1.850 A,  11.880 V,   1.252 V,   1.249 V,   1.031 V,   1.026 V,  21.977 W
 Thu Apr 24 08:38:31 2014, 00:1e:c0:81:1d:ac,  40.3 C,   2.515 V,     1,       0,       0,     1,   1.850 A,  11.880 V,   1.251 V,   1.249 V,   1.032 V,   1.026 V,  21.977 W
 Thu Apr 24 08:38:41 2014, 00:1e:c0:81:1d:ac,  40.6 C,   2.515 V,     1,       0,       0,     1,   1.850 A,  11.880 V,   1.251 V,   1.250 V,   1.032 V,   1.026 V,  21.977 W
 Thu Apr 24 08:38:51 2014, 00:1e:c0:81:1d:ac,  40.4 C,   2.515 V,     1,       0,       0,     1,   1.852 A,  11.880 V,   1.252 V,   1.249 V,   1.032 V,   1.026 V,  21.996 W
 Thu Apr 24 08:39:01 2014, 00:1e:c0:81:1d:ac,  40.2 C,   2.515 V,     1,       0,       0,     1,   1.850 A,  11.880 V,   1.251 V,   1.249 V,   1.032 V,   1.026 V,  21.977 W
 Thu Apr 24 08:39:11 2014, 00:1e:c0:81:1d:ac,  40.6 C,   2.515 V,     1,       0,       0,     1,   1.850 A,  11.880 V,   1.252 V,   1.250 V,   1.032 V,   1.026 V,  21.977 W
 Thu Apr 24 08:39:21 2014, 00:1e:c0:81:1d:ac,  40.7 C,   2.515 V,     1,       0,       0,     1,   1.850 A,  11.880 V,   1.251 V,   1.251 V,   1.032 V,   1.026 V,  21.977 W
 Thu Apr 24 08:39:31 2014, 00:1e:c0:81:1d:ac,  40.1 C,   2.515 V,     1,       0,       0,     1,   1.850 A,  11.880 V,   1.252 V,   1.249 V,   1.032 V,   1.026 V,  21.977 W
 Thu Apr 24 08:39:41 2014, 00:1e:c0:81:1d:ac,  40.4 C,   2.515 V,     1,       0,       0,     1,   1.850 A,  11.880 V,   1.251 V,   1.248 V,   1.032 V,   1.027 V,  21.977 W
 Thu Apr 24 08:39:51 2014, 00:1e:c0:81:1d:ac,  40.0 C,   2.515 V,     1,       0,       0,     1,   1.850 A,  11.903 V,   1.251 V,   1.249 V,   1.032 V,   1.025 V,  22.020 W
 Thu Apr 24 08:40:01 2014, 00:1e:c0:81:1d:ac,  40.1 C,   2.515 V,     1,       0,       0,     1,   1.848 A,  11.880 V,   1.253 V,   1.249 V,   1.032 V,   1.024 V,  21.959 W
 Thu Apr 24 08:40:11 2014, 00:1e:c0:81:1d:ac,  39.2 C,   2.515 V,     1,       0,       0,     1,   1.850 A,  11.880 V,   1.251 V,   1.249 V,   1.032 V,   1.026 V,  21.977 W
 Thu Apr 24 08:40:21 2014, 00:1e:c0:81:1d:ac,  39.4 C,   2.515 V,     1,       0,       0,     1,   1.847 A,  11.880 V,   1.251 V,   1.250 V,   1.033 V,   1.026 V,  21.940 W
 Thu Apr 24 08:40:31 2014, 00:1e:c0:81:1d:ac,  39.3 C,   2.515 V,     1,       0,       0,     1,   1.850 A,  11.880 V,   1.252 V,   1.249 V,   1.032 V,   1.025 V,  21.977 W
 Thu Apr 24 08:40:41 2014, 00:1e:c0:81:1d:ac,  39.5 C,   2.515 V,     1,       0,       0,     1,   1.848 A,  11.880 V,   1.251 V,   1.249 V,   1.032 V,   1.026 V,  21.959 W
 Thu Apr 24 08:40:51 2014, 00:1e:c0:81:1d:ac,  39.1 C,   2.515 V,     1,       0,       0,     1,   1.850 A,  11.880 V,   1.250 V,   1.249 V,   1.032 V,   1.025 V,  21.977 W
 Thu Apr 24 08:41:01 2014, 00:1e:c0:81:1d:ac,  39.0 C,   2.515 V,     1,       0,       0,     1,   1.850 A,  11.880 V,   1.252 V,   1.249 V,   1.033 V,   1.026 V,  21.977 W
 Thu Apr 24 08:41:11 2014, 00:1e:c0:81:1d:ac,  38.7 C,   2.515 V,     1,       0,       0,     1,   1.848 A,  11.880 V,   1.252 V,   1.249 V,   1.031 V,   1.025 V,  21.959 W
 Thu Apr 24 08:41:21 2014, 00:1e:c0:81:1d:ac,  39.6 C,   2.515 V,     1,       0,       0,     1,   1.850 A,  11.880 V,   1.251 V,   1.249 V,   1.032 V,   1.026 V,  21.977 W
 Thu Apr 24 08:41:31 2014, 00:1e:c0:81:1d:ac,  39.1 C,   2.515 V,     1,       0,       0,     1,   1.852 A,  11.880 V,   1.252 V,   1.250 V,   1.032 V,   1.026 V,  21.996 W
 Thu Apr 24 08:41:41 2014, 00:1e:c0:81:1d:ac,  39.6 C,   2.515 V,     1,       0,       0,     1,   1.852 A,  11.880 V,   1.251 V,   1.249 V,   1.032 V,   1.026 V,  21.996 W
 Thu Apr 24 08:41:51 2014, 00:1e:c0:81:1d:ac,  38.9 C,   2.515 V,     1,       0,       0,     1,   1.850 A,  11.880 V,   1.252 V,   1.250 V,   1.032 V,   1.027 V,  21.977 W
 Thu Apr 24 08:42:01 2014, 00:1e:c0:81:1d:ac,  39.0 C,   2.515 V,     1,       0,       0,     1,   1.848 A,  11.880 V,   1.252 V,   1.249 V,   1.032 V,   1.026 V,  21.959 W
 Thu Apr 24 08:42:11 2014, 00:1e:c0:81:1d:ac,  38.5 C,   2.515 V,     1,       0,       0,     1,   1.852 A,  11.880 V,   1.252 V,   1.248 V,   1.032 V,   1.026 V,  21.996 W
 Thu Apr 24 08:42:21 2014, 00:1e:c0:81:1d:ac,  39.0 C,   2.515 V,     1,       0,       0,     1,   1.850 A,  11.880 V,   1.251 V,   1.248 V,   1.032 V,   1.026 V,  21.977 W
 Thu Apr 24 08:42:31 2014, 00:1e:c0:81:1d:ac,  39.5 C,   2.515 V,     1,       0,       0,     1,   1.852 A,  11.880 V,   1.251 V,   1.249 V,   1.032 V,   1.026 V,  21.996 W
 Thu Apr 24 08:42:41 2014, 00:1e:c0:81:1d:ac,  39.6 C,   2.515 V,     1,       0,       0,     1,   1.848 A,  11.880 V,   1.253 V,   1.249 V,   1.032 V,   1.024 V,  21.959 W
 Thu Apr 24 08:42:51 2014, 00:1e:c0:81:1d:ac,  40.0 C,   2.515 V,     1,       0,       0,     1,   1.848 A,  11.880 V,   1.252 V,   1.249 V,   1.032 V,   1.024 V,  21.959 W
