                     Date,               MAC,    temp,      Vout, PGOOD, MARG_UP, MARG_DN,  Load,       I_A,       V_A,       I_B,       V_B, Total Power
 Wed Apr 23 15:27:31 2014, 00:1e:c0:81:3a:fa,  27.6 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.926 V,   0.693 A,  11.949 V,  17.576 W
 Wed Apr 23 15:27:41 2014, 00:1e:c0:81:3a:fa,  27.6 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.693 A,  11.926 V,  17.578 W
 Wed Apr 23 15:27:51 2014, 00:1e:c0:81:3a:fa,  27.7 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.690 A,  11.949 V,  17.565 W
 Wed Apr 23 15:28:01 2014, 00:1e:c0:81:3a:fa,  27.6 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.690 A,  11.926 V,  17.549 W
 Wed Apr 23 15:28:11 2014, 00:1e:c0:81:3a:fa,  27.6 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.693 A,  11.926 V,  17.578 W
 Wed Apr 23 15:28:21 2014, 00:1e:c0:81:3a:fa,  27.7 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.690 A,  11.926 V,  17.549 W
 Wed Apr 23 15:28:31 2014, 00:1e:c0:81:3a:fa,  27.7 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.693 A,  11.926 V,  17.578 W
 Wed Apr 23 15:28:41 2014, 00:1e:c0:81:3a:fa,  27.7 C,   1.016 V,     1,       0,       0,     1  0.782 A,  11.926 V,   0.690 A,  11.972 V,  17.592 W
 Wed Apr 23 15:28:51 2014, 00:1e:c0:81:3a:fa,  27.8 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.693 A,  11.949 V,  17.594 W
 Wed Apr 23 15:29:01 2014, 00:1e:c0:81:3a:fa,  27.7 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.690 A,  11.949 V,  17.565 W
 Wed Apr 23 15:29:11 2014, 00:1e:c0:81:3a:fa,  27.7 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.693 A,  11.949 V,  17.594 W
 Wed Apr 23 15:29:21 2014, 00:1e:c0:81:3a:fa,  27.7 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.690 A,  11.949 V,  17.565 W
 Wed Apr 23 15:29:31 2014, 00:1e:c0:81:3a:fa,  27.6 C,   1.016 V,     1,       0,       0,     1  0.782 A,  11.949 V,   0.693 A,  11.972 V,  17.640 W
 Wed Apr 23 15:29:41 2014, 00:1e:c0:81:3a:fa,  27.6 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.926 V,   0.693 A,  11.926 V,  17.561 W
 Wed Apr 23 15:29:51 2014, 00:1e:c0:81:3a:fa,  27.6 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.693 A,  11.926 V,  17.578 W
 Wed Apr 23 15:30:01 2014, 00:1e:c0:81:3a:fa,  27.6 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.690 A,  11.949 V,  17.565 W
 Wed Apr 23 15:30:11 2014, 00:1e:c0:81:3a:fa,  27.6 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.690 A,  11.949 V,  17.565 W
 Wed Apr 23 15:30:21 2014, 00:1e:c0:81:3a:fa,  27.6 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.690 A,  11.949 V,  17.565 W
 Wed Apr 23 15:30:31 2014, 00:1e:c0:81:3a:fa,  27.6 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.693 A,  11.949 V,  17.594 W
 Wed Apr 23 15:30:41 2014, 00:1e:c0:81:3a:fa,  27.5 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.926 V,   0.690 A,  11.926 V,  17.531 W
 Wed Apr 23 15:30:51 2014, 00:1e:c0:81:3a:fa,  27.7 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.693 A,  11.949 V,  17.594 W
 Wed Apr 23 15:31:01 2014, 00:1e:c0:81:3a:fa,  27.6 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.693 A,  11.949 V,  17.594 W
 Wed Apr 23 15:31:11 2014, 00:1e:c0:81:3a:fa,  27.6 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.926 V,   0.693 A,  11.949 V,  17.576 W
 Wed Apr 23 15:31:21 2014, 00:1e:c0:81:3a:fa,  27.6 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.693 A,  11.949 V,  17.594 W
 Wed Apr 23 15:31:31 2014, 00:1e:c0:81:3a:fa,  27.6 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.690 A,  11.926 V,  17.549 W
 Wed Apr 23 15:31:41 2014, 00:1e:c0:81:3a:fa,  27.7 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.690 A,  11.949 V,  17.565 W
 Wed Apr 23 15:31:51 2014, 00:1e:c0:81:3a:fa,  27.7 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.693 A,  11.949 V,  17.594 W
 Wed Apr 23 15:32:01 2014, 00:1e:c0:81:3a:fa,  27.7 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.690 A,  11.949 V,  17.565 W
 Wed Apr 23 15:32:11 2014, 00:1e:c0:81:3a:fa,  27.6 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.693 A,  11.926 V,  17.578 W
 Wed Apr 23 15:32:21 2014, 00:1e:c0:81:3a:fa,  27.5 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.926 V,   0.690 A,  11.926 V,  17.531 W
 Wed Apr 23 15:32:31 2014, 00:1e:c0:81:3a:fa,  27.6 C,   1.016 V,     1,       0,       0,     1  0.782 A,  11.949 V,   0.690 A,  11.926 V,  17.579 W
 Wed Apr 23 15:32:41 2014, 00:1e:c0:81:3a:fa,  27.6 C,   1.016 V,     1,       0,       0,     1  0.782 A,  11.949 V,   0.690 A,  11.949 V,  17.594 W
 Wed Apr 23 15:32:51 2014, 00:1e:c0:81:3a:fa,  27.6 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.926 V,   0.690 A,  11.949 V,  17.547 W
 Wed Apr 23 15:33:01 2014, 00:1e:c0:81:3a:fa,  27.5 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.926 V,   0.693 A,  11.949 V,  17.576 W
 Wed Apr 23 15:33:11 2014, 00:1e:c0:81:3a:fa,  27.5 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.926 V,   0.693 A,  11.949 V,  17.576 W
 Wed Apr 23 15:33:21 2014, 00:1e:c0:81:3a:fa,  27.6 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.690 A,  11.926 V,  17.549 W
 Wed Apr 23 15:33:31 2014, 00:1e:c0:81:3a:fa,  27.7 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.926 V,   0.690 A,  11.949 V,  17.547 W
 Wed Apr 23 15:33:41 2014, 00:1e:c0:81:3a:fa,  27.6 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.690 A,  11.926 V,  17.549 W
 Wed Apr 23 15:33:51 2014, 00:1e:c0:81:3a:fa,  27.6 C,   1.016 V,     1,       0,       0,     1  0.782 A,  11.949 V,   0.690 A,  11.926 V,  17.579 W
 Wed Apr 23 15:34:01 2014, 00:1e:c0:81:3a:fa,  27.5 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.690 A,  11.926 V,  17.549 W
 Wed Apr 23 15:34:11 2014, 00:1e:c0:81:3a:fa,  27.5 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.693 A,  11.949 V,  17.594 W
 Wed Apr 23 15:34:21 2014, 00:1e:c0:81:3a:fa,  27.6 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.690 A,  11.949 V,  17.565 W
 Wed Apr 23 15:34:31 2014, 00:1e:c0:81:3a:fa,  27.7 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.926 V,   0.690 A,  11.949 V,  17.547 W
 Wed Apr 23 15:34:41 2014, 00:1e:c0:81:3a:fa,  27.7 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.690 A,  11.949 V,  17.565 W
 Wed Apr 23 15:34:51 2014, 00:1e:c0:81:3a:fa,  27.7 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.690 A,  11.949 V,  17.565 W
 Wed Apr 23 15:35:01 2014, 00:1e:c0:81:3a:fa,  27.7 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.690 A,  11.949 V,  17.565 W
 Wed Apr 23 15:35:11 2014, 00:1e:c0:81:3a:fa,  27.8 C,   1.016 V,     1,       0,       0,     1  0.782 A,  11.926 V,   0.690 A,  11.926 V,  17.561 W
 Wed Apr 23 15:35:21 2014, 00:1e:c0:81:3a:fa,  27.9 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.690 A,  11.949 V,  17.565 W
 Wed Apr 23 15:35:31 2014, 00:1e:c0:81:3a:fa,  27.9 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.926 V,   0.690 A,  11.926 V,  17.531 W
 Wed Apr 23 15:35:41 2014, 00:1e:c0:81:3a:fa,  27.7 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.690 A,  11.949 V,  17.565 W
 Wed Apr 23 15:35:51 2014, 00:1e:c0:81:3a:fa,  27.7 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.690 A,  11.949 V,  17.565 W
 Wed Apr 23 15:36:01 2014, 00:1e:c0:81:3a:fa,  27.6 C,   1.016 V,     1,       0,       0,     1  0.782 A,  11.949 V,   0.693 A,  11.926 V,  17.608 W
 Wed Apr 23 15:36:11 2014, 00:1e:c0:81:3a:fa,  27.5 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.690 A,  11.949 V,  17.565 W
 Wed Apr 23 15:36:21 2014, 00:1e:c0:81:3a:fa,  27.6 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.690 A,  11.949 V,  17.565 W
 Wed Apr 23 15:36:31 2014, 00:1e:c0:81:3a:fa,  27.5 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.690 A,  11.949 V,  17.565 W
 Wed Apr 23 15:36:41 2014, 00:1e:c0:81:3a:fa,  27.4 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.690 A,  11.926 V,  17.549 W
 Wed Apr 23 15:36:51 2014, 00:1e:c0:81:3a:fa,  27.4 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.690 A,  11.949 V,  17.565 W
 Wed Apr 23 15:37:01 2014, 00:1e:c0:81:3a:fa,  27.6 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.690 A,  11.926 V,  17.549 W
 Wed Apr 23 15:37:11 2014, 00:1e:c0:81:3a:fa,  27.5 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.690 A,  11.949 V,  17.565 W
 Wed Apr 23 15:37:21 2014, 00:1e:c0:81:3a:fa,  27.6 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.690 A,  11.949 V,  17.565 W
 Wed Apr 23 15:37:31 2014, 00:1e:c0:81:3a:fa,  27.7 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.690 A,  11.949 V,  17.565 W
 Wed Apr 23 15:37:41 2014, 00:1e:c0:81:3a:fa,  27.7 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.690 A,  11.949 V,  17.565 W
 Wed Apr 23 15:37:51 2014, 00:1e:c0:81:3a:fa,  27.7 C,   1.016 V,     1,       0,       0,     1  0.782 A,  11.949 V,   0.690 A,  11.949 V,  17.594 W
 Wed Apr 23 15:38:01 2014, 00:1e:c0:81:3a:fa,  27.7 C,   1.016 V,     1,       0,       0,     1  0.782 A,  11.949 V,   0.693 A,  11.926 V,  17.608 W
 Wed Apr 23 15:38:11 2014, 00:1e:c0:81:3a:fa,  27.6 C,   1.016 V,     1,       0,       0,     1  0.782 A,  11.926 V,   0.690 A,  11.926 V,  17.561 W
 Wed Apr 23 15:38:21 2014, 00:1e:c0:81:3a:fa,  27.6 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.690 A,  11.949 V,  17.565 W
 Wed Apr 23 15:38:31 2014, 00:1e:c0:81:3a:fa,  27.6 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.693 A,  11.949 V,  17.594 W
 Wed Apr 23 15:38:41 2014, 00:1e:c0:81:3a:fa,  27.7 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.926 V,   0.690 A,  11.926 V,  17.531 W
 Wed Apr 23 15:38:51 2014, 00:1e:c0:81:3a:fa,  27.6 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.926 V,   0.690 A,  11.949 V,  17.547 W
 Wed Apr 23 15:39:01 2014, 00:1e:c0:81:3a:fa,  27.6 C,   1.016 V,     1,       0,       0,     1  0.782 A,  11.949 V,   0.693 A,  11.949 V,  17.624 W
 Wed Apr 23 15:39:11 2014, 00:1e:c0:81:3a:fa,  27.5 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.690 A,  11.949 V,  17.565 W
 Wed Apr 23 15:39:21 2014, 00:1e:c0:81:3a:fa,  27.6 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.690 A,  11.949 V,  17.565 W
 Wed Apr 23 15:39:31 2014, 00:1e:c0:81:3a:fa,  27.6 C,   1.016 V,     1,       0,       0,     1  0.782 A,  11.949 V,   0.690 A,  11.949 V,  17.594 W
 Wed Apr 23 15:39:41 2014, 00:1e:c0:81:3a:fa,  27.6 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.690 A,  11.926 V,  17.549 W
 Wed Apr 23 15:39:51 2014, 00:1e:c0:81:3a:fa,  27.6 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.690 A,  11.926 V,  17.549 W
 Wed Apr 23 15:40:01 2014, 00:1e:c0:81:3a:fa,  27.7 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.690 A,  11.949 V,  17.565 W
 Wed Apr 23 15:40:11 2014, 00:1e:c0:81:3a:fa,  27.7 C,   1.016 V,     1,       0,       0,     1  0.782 A,  11.949 V,   0.690 A,  11.926 V,  17.579 W
 Wed Apr 23 15:40:21 2014, 00:1e:c0:81:3a:fa,  27.7 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.926 V,   0.693 A,  11.949 V,  17.576 W
 Wed Apr 23 15:40:31 2014, 00:1e:c0:81:3a:fa,  27.5 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.690 A,  11.949 V,  17.565 W
 Wed Apr 23 15:40:41 2014, 00:1e:c0:81:3a:fa,  27.6 C,   1.016 V,     1,       0,       0,     1  0.782 A,  11.949 V,   0.693 A,  11.949 V,  17.624 W
 Wed Apr 23 15:40:51 2014, 00:1e:c0:81:3a:fa,  27.7 C,   1.016 V,     1,       0,       0,     1  0.777 A,  11.949 V,   0.690 A,  11.949 V,  17.535 W
 Wed Apr 23 15:41:01 2014, 00:1e:c0:81:3a:fa,  27.7 C,   1.016 V,     1,       0,       0,     1  0.782 A,  11.926 V,   0.690 A,  11.949 V,  17.576 W
 Wed Apr 23 15:41:11 2014, 00:1e:c0:81:3a:fa,  27.7 C,   1.016 V,     1,       0,       0,     1  0.782 A,  11.926 V,   0.690 A,  11.949 V,  17.576 W
 Wed Apr 23 15:41:21 2014, 00:1e:c0:81:3a:fa,  27.6 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.693 A,  11.949 V,  17.594 W
 Wed Apr 23 15:41:31 2014, 00:1e:c0:81:3a:fa,  27.6 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.690 A,  11.949 V,  17.565 W
 Wed Apr 23 15:41:41 2014, 00:1e:c0:81:3a:fa,  27.6 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.690 A,  11.949 V,  17.565 W
 Wed Apr 23 15:41:51 2014, 00:1e:c0:81:3a:fa,  27.6 C,   1.016 V,     1,       0,       0,     1  0.782 A,  11.949 V,   0.690 A,  11.949 V,  17.594 W
 Wed Apr 23 15:42:01 2014, 00:1e:c0:81:3a:fa,  27.5 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.926 V,   0.690 A,  11.949 V,  17.547 W
 Wed Apr 23 15:42:11 2014, 00:1e:c0:81:3a:fa,  27.5 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.690 A,  11.949 V,  17.565 W
 Wed Apr 23 15:42:21 2014, 00:1e:c0:81:3a:fa,  27.5 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.693 A,  11.949 V,  17.594 W
 Wed Apr 23 15:42:31 2014, 00:1e:c0:81:3a:fa,  27.4 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.926 V,   0.693 A,  11.926 V,  17.561 W
 Wed Apr 23 15:42:41 2014, 00:1e:c0:81:3a:fa,  27.5 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.926 V,   0.690 A,  11.949 V,  17.547 W
 Wed Apr 23 15:42:51 2014, 00:1e:c0:81:3a:fa,  27.5 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.926 V,   0.690 A,  11.949 V,  17.547 W
 Wed Apr 23 15:43:01 2014, 00:1e:c0:81:3a:fa,  27.5 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.690 A,  11.949 V,  17.565 W
 Wed Apr 23 15:43:11 2014, 00:1e:c0:81:3a:fa,  27.4 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.693 A,  11.926 V,  17.578 W
 Wed Apr 23 15:43:21 2014, 00:1e:c0:81:3a:fa,  27.4 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.690 A,  11.926 V,  17.549 W
 Wed Apr 23 15:43:31 2014, 00:1e:c0:81:3a:fa,  27.4 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.690 A,  11.949 V,  17.565 W
 Wed Apr 23 15:43:41 2014, 00:1e:c0:81:3a:fa,  27.5 C,   1.016 V,     1,       0,       0,     1  0.777 A,  11.949 V,   0.690 A,  11.949 V,  17.535 W
 Wed Apr 23 15:43:51 2014, 00:1e:c0:81:3a:fa,  27.4 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.690 A,  11.949 V,  17.565 W
 Wed Apr 23 15:44:01 2014, 00:1e:c0:81:3a:fa,  27.4 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.690 A,  11.949 V,  17.565 W
 Wed Apr 23 15:44:11 2014, 00:1e:c0:81:3a:fa,  27.5 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.690 A,  11.949 V,  17.565 W
 Wed Apr 23 15:44:21 2014, 00:1e:c0:81:3a:fa,  27.5 C,   1.016 V,     1,       0,       0,     1  0.777 A,  11.949 V,   0.690 A,  11.949 V,  17.535 W
 Wed Apr 23 15:44:31 2014, 00:1e:c0:81:3a:fa,  27.5 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.693 A,  11.949 V,  17.594 W
 Wed Apr 23 15:44:41 2014, 00:1e:c0:81:3a:fa,  27.4 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.690 A,  11.949 V,  17.565 W
 Wed Apr 23 15:44:51 2014, 00:1e:c0:81:3a:fa,  27.5 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.690 A,  11.949 V,  17.565 W
 Wed Apr 23 15:45:01 2014, 00:1e:c0:81:3a:fa,  27.5 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.926 V,   0.690 A,  11.949 V,  17.547 W
 Wed Apr 23 15:45:11 2014, 00:1e:c0:81:3a:fa,  27.5 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.690 A,  11.949 V,  17.565 W
 Wed Apr 23 15:45:21 2014, 00:1e:c0:81:3a:fa,  27.4 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.926 V,   0.690 A,  11.949 V,  17.547 W
 Wed Apr 23 15:45:31 2014, 00:1e:c0:81:3a:fa,  27.4 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.926 V,   0.690 A,  11.949 V,  17.547 W
 Wed Apr 23 15:45:41 2014, 00:1e:c0:81:3a:fa,  27.4 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.926 V,   0.690 A,  11.949 V,  17.547 W
 Wed Apr 23 15:45:51 2014, 00:1e:c0:81:3a:fa,  27.5 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.690 A,  11.949 V,  17.565 W
 Wed Apr 23 15:46:01 2014, 00:1e:c0:81:3a:fa,  27.5 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.693 A,  11.949 V,  17.594 W
 Wed Apr 23 15:46:11 2014, 00:1e:c0:81:3a:fa,  27.3 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.693 A,  11.949 V,  17.594 W
 Wed Apr 23 15:46:21 2014, 00:1e:c0:81:3a:fa,  27.4 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.693 A,  11.949 V,  17.594 W
 Wed Apr 23 15:46:31 2014, 00:1e:c0:81:3a:fa,  27.3 C,   1.016 V,     1,       0,       0,     1  0.782 A,  11.949 V,   0.690 A,  11.949 V,  17.594 W
 Wed Apr 23 15:46:41 2014, 00:1e:c0:81:3a:fa,  27.4 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.693 A,  11.949 V,  17.594 W
 Wed Apr 23 15:46:51 2014, 00:1e:c0:81:3a:fa,  27.4 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.693 A,  11.949 V,  17.594 W
 Wed Apr 23 15:47:01 2014, 00:1e:c0:81:3a:fa,  27.3 C,   1.016 V,     1,       0,       0,     1  0.782 A,  11.949 V,   0.693 A,  11.949 V,  17.624 W
 Wed Apr 23 15:47:11 2014, 00:1e:c0:81:3a:fa,  27.3 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.693 A,  11.949 V,  17.594 W
 Wed Apr 23 15:47:21 2014, 00:1e:c0:81:3a:fa,  27.3 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.693 A,  11.949 V,  17.594 W
 Wed Apr 23 15:47:31 2014, 00:1e:c0:81:3a:fa,  27.3 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.926 V,   0.693 A,  11.949 V,  17.576 W
 Wed Apr 23 15:47:41 2014, 00:1e:c0:81:3a:fa,  27.3 C,   1.016 V,     1,       0,       0,     1  0.777 A,  11.949 V,   0.693 A,  11.949 V,  17.565 W
 Wed Apr 23 15:47:51 2014, 00:1e:c0:81:3a:fa,  27.3 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.690 A,  11.949 V,  17.565 W
 Wed Apr 23 15:48:01 2014, 00:1e:c0:81:3a:fa,  27.3 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.926 V,   0.690 A,  11.949 V,  17.547 W
 Wed Apr 23 15:48:11 2014, 00:1e:c0:81:3a:fa,  27.2 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.693 A,  11.949 V,  17.594 W
