                     Date,               MAC,    temp,      Vout, PGOOD, MARG_UP, MARG_DN,  Load,       I_A,       V_A,       I_B,       V_B, Total Power
 Wed Apr 23 14:39:40 2014, 00:1e:c0:81:71:33,  28.3 C,   1.011 V,     1,       0,       0,     1  0.752 A,  11.949 V,   0.720 A,  11.926 V,  17.578 W
 Wed Apr 23 14:39:50 2014, 00:1e:c0:81:71:33,  28.3 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.926 V,   0.720 A,  11.926 V,  17.531 W
 Wed Apr 23 14:40:00 2014, 00:1e:c0:81:71:33,  28.1 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.949 V,   0.720 A,  11.949 V,  17.565 W
 Wed Apr 23 14:40:10 2014, 00:1e:c0:81:71:33,  28.1 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.926 V,   0.720 A,  11.949 V,  17.547 W
 Wed Apr 23 14:40:20 2014, 00:1e:c0:81:71:33,  28.4 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.972 V,   0.720 A,  11.926 V,  17.565 W
 Wed Apr 23 14:40:30 2014, 00:1e:c0:81:71:33,  28.5 C,   1.011 V,     1,       0,       0,     1  0.752 A,  11.949 V,   0.720 A,  11.949 V,  17.594 W
 Wed Apr 23 14:40:40 2014, 00:1e:c0:81:71:33,  28.3 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.949 V,   0.720 A,  11.949 V,  17.565 W
 Wed Apr 23 14:40:50 2014, 00:1e:c0:81:71:33,  28.5 C,   1.011 V,     1,       0,       0,     1  0.752 A,  11.949 V,   0.720 A,  11.949 V,  17.594 W
 Wed Apr 23 14:41:00 2014, 00:1e:c0:81:71:33,  28.4 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.949 V,   0.720 A,  11.949 V,  17.565 W
 Wed Apr 23 14:41:10 2014, 00:1e:c0:81:71:33,  28.5 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.926 V,   0.720 A,  11.926 V,  17.531 W
 Wed Apr 23 14:41:20 2014, 00:1e:c0:81:71:33,  28.5 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.926 V,   0.720 A,  11.926 V,  17.531 W
 Wed Apr 23 14:41:30 2014, 00:1e:c0:81:71:33,  28.6 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.949 V,   0.720 A,  11.949 V,  17.565 W
 Wed Apr 23 14:41:40 2014, 00:1e:c0:81:71:33,  28.3 C,   1.011 V,     1,       0,       0,     1  0.748 A,  11.949 V,   0.720 A,  11.949 V,  17.535 W
 Wed Apr 23 14:41:50 2014, 00:1e:c0:81:71:33,  28.4 C,   1.011 V,     1,       0,       0,     1  0.752 A,  11.949 V,   0.720 A,  11.949 V,  17.594 W
 Wed Apr 23 14:42:00 2014, 00:1e:c0:81:71:33,  28.4 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.926 V,   0.720 A,  11.926 V,  17.531 W
 Wed Apr 23 14:42:10 2014, 00:1e:c0:81:71:33,  28.5 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.949 V,   0.720 A,  11.949 V,  17.565 W
 Wed Apr 23 14:42:20 2014, 00:1e:c0:81:71:33,  28.5 C,   1.011 V,     1,       0,       0,     1  0.752 A,  11.926 V,   0.720 A,  11.949 V,  17.577 W
 Wed Apr 23 14:42:30 2014, 00:1e:c0:81:71:33,  28.3 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.926 V,   0.720 A,  11.949 V,  17.547 W
 Wed Apr 23 14:42:40 2014, 00:1e:c0:81:71:33,  28.4 C,   1.011 V,     1,       0,       0,     1  0.752 A,  11.926 V,   0.720 A,  11.949 V,  17.577 W
 Wed Apr 23 14:42:50 2014, 00:1e:c0:81:71:33,  28.3 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.949 V,   0.720 A,  11.949 V,  17.565 W
 Wed Apr 23 14:43:00 2014, 00:1e:c0:81:71:33,  28.2 C,   1.011 V,     1,       0,       0,     1  0.752 A,  11.926 V,   0.720 A,  11.949 V,  17.577 W
 Wed Apr 23 14:43:10 2014, 00:1e:c0:81:71:33,  28.2 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.949 V,   0.720 A,  11.949 V,  17.565 W
 Wed Apr 23 14:43:20 2014, 00:1e:c0:81:71:33,  28.3 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.949 V,   0.720 A,  11.949 V,  17.565 W
 Wed Apr 23 14:43:30 2014, 00:1e:c0:81:71:33,  28.3 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.949 V,   0.720 A,  11.949 V,  17.565 W
 Wed Apr 23 14:43:40 2014, 00:1e:c0:81:71:33,  28.3 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.926 V,   0.720 A,  11.949 V,  17.547 W
 Wed Apr 23 14:43:50 2014, 00:1e:c0:81:71:33,  28.3 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.949 V,   0.720 A,  11.949 V,  17.565 W
 Wed Apr 23 14:44:00 2014, 00:1e:c0:81:71:33,  28.3 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.926 V,   0.720 A,  11.949 V,  17.547 W
 Wed Apr 23 14:44:10 2014, 00:1e:c0:81:71:33,  28.3 C,   1.011 V,     1,       0,       0,     1  0.752 A,  11.949 V,   0.720 A,  11.949 V,  17.594 W
 Wed Apr 23 14:44:20 2014, 00:1e:c0:81:71:33,  28.5 C,   1.011 V,     1,       0,       0,     1  0.752 A,  11.926 V,   0.720 A,  11.926 V,  17.561 W
 Wed Apr 23 14:44:30 2014, 00:1e:c0:81:71:33,  28.2 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.949 V,   0.720 A,  11.926 V,  17.548 W
 Wed Apr 23 14:44:40 2014, 00:1e:c0:81:71:33,  28.4 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.949 V,   0.720 A,  11.926 V,  17.548 W
 Wed Apr 23 14:44:50 2014, 00:1e:c0:81:71:33,  28.3 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.926 V,   0.720 A,  11.949 V,  17.547 W
 Wed Apr 23 14:45:00 2014, 00:1e:c0:81:71:33,  28.4 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.949 V,   0.720 A,  11.926 V,  17.548 W
 Wed Apr 23 14:45:10 2014, 00:1e:c0:81:71:33,  28.1 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.926 V,   0.720 A,  11.926 V,  17.531 W
 Wed Apr 23 14:45:20 2014, 00:1e:c0:81:71:33,  28.1 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.972 V,   0.720 A,  11.949 V,  17.582 W
 Wed Apr 23 14:45:30 2014, 00:1e:c0:81:71:33,  28.1 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.926 V,   0.720 A,  11.949 V,  17.547 W
 Wed Apr 23 14:45:40 2014, 00:1e:c0:81:71:33,  28.2 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.949 V,   0.720 A,  11.949 V,  17.565 W
 Wed Apr 23 14:45:50 2014, 00:1e:c0:81:71:33,  28.1 C,   1.011 V,     1,       0,       0,     1  0.752 A,  11.949 V,   0.720 A,  11.949 V,  17.594 W
 Wed Apr 23 14:46:00 2014, 00:1e:c0:81:71:33,  28.2 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.949 V,   0.720 A,  11.926 V,  17.548 W
 Wed Apr 23 14:46:10 2014, 00:1e:c0:81:71:33,  28.0 C,   1.011 V,     1,       0,       0,     1  0.752 A,  11.949 V,   0.720 A,  11.949 V,  17.594 W
 Wed Apr 23 14:46:20 2014, 00:1e:c0:81:71:33,  28.1 C,   1.011 V,     1,       0,       0,     1  0.752 A,  11.949 V,   0.720 A,  11.949 V,  17.594 W
 Wed Apr 23 14:46:30 2014, 00:1e:c0:81:71:33,  28.1 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.949 V,   0.720 A,  11.949 V,  17.565 W
 Wed Apr 23 14:46:40 2014, 00:1e:c0:81:71:33,  28.1 C,   1.011 V,     1,       0,       0,     1  0.752 A,  11.949 V,   0.720 A,  11.949 V,  17.594 W
 Wed Apr 23 14:46:50 2014, 00:1e:c0:81:71:33,  28.0 C,   1.011 V,     1,       0,       0,     1  0.752 A,  11.949 V,   0.720 A,  11.949 V,  17.594 W
 Wed Apr 23 14:47:00 2014, 00:1e:c0:81:71:33,  28.1 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.949 V,   0.720 A,  11.949 V,  17.565 W
 Wed Apr 23 14:47:10 2014, 00:1e:c0:81:71:33,  28.3 C,   1.011 V,     1,       0,       0,     1  0.752 A,  11.949 V,   0.723 A,  11.949 V,  17.624 W
 Wed Apr 23 14:47:20 2014, 00:1e:c0:81:71:33,  28.1 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.949 V,   0.720 A,  11.949 V,  17.565 W
 Wed Apr 23 14:47:30 2014, 00:1e:c0:81:71:33,  28.1 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.949 V,   0.720 A,  11.949 V,  17.565 W
 Wed Apr 23 14:47:40 2014, 00:1e:c0:81:71:33,  28.2 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.949 V,   0.720 A,  11.949 V,  17.565 W
 Wed Apr 23 14:47:50 2014, 00:1e:c0:81:71:33,  28.2 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.949 V,   0.720 A,  11.949 V,  17.565 W
 Wed Apr 23 14:48:00 2014, 00:1e:c0:81:71:33,  28.3 C,   1.011 V,     1,       0,       0,     1  0.752 A,  11.949 V,   0.720 A,  11.949 V,  17.594 W
 Wed Apr 23 14:48:10 2014, 00:1e:c0:81:71:33,  28.2 C,   1.011 V,     1,       0,       0,     1  0.748 A,  11.949 V,   0.720 A,  11.949 V,  17.535 W
 Wed Apr 23 14:48:20 2014, 00:1e:c0:81:71:33,  28.0 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.949 V,   0.720 A,  11.949 V,  17.565 W
 Wed Apr 23 14:48:30 2014, 00:1e:c0:81:71:33,  28.1 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.926 V,   0.720 A,  11.926 V,  17.531 W
 Wed Apr 23 14:48:40 2014, 00:1e:c0:81:71:33,  28.3 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.949 V,   0.720 A,  11.926 V,  17.548 W
 Wed Apr 23 14:48:50 2014, 00:1e:c0:81:71:33,  28.2 C,   1.011 V,     1,       0,       0,     1  0.752 A,  11.926 V,   0.720 A,  11.926 V,  17.561 W
 Wed Apr 23 14:49:00 2014, 00:1e:c0:81:71:33,  28.1 C,   1.011 V,     1,       0,       0,     1  0.752 A,  11.949 V,   0.720 A,  11.949 V,  17.594 W
 Wed Apr 23 14:49:10 2014, 00:1e:c0:81:71:33,  28.2 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.926 V,   0.720 A,  11.926 V,  17.531 W
 Wed Apr 23 14:49:20 2014, 00:1e:c0:81:71:33,  28.3 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.926 V,   0.720 A,  11.949 V,  17.547 W
 Wed Apr 23 14:49:30 2014, 00:1e:c0:81:71:33,  28.3 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.949 V,   0.720 A,  11.949 V,  17.565 W
 Wed Apr 23 14:49:40 2014, 00:1e:c0:81:71:33,  28.3 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.949 V,   0.720 A,  11.949 V,  17.565 W
 Wed Apr 23 14:49:50 2014, 00:1e:c0:81:71:33,  28.1 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.949 V,   0.720 A,  11.926 V,  17.548 W
 Wed Apr 23 14:50:00 2014, 00:1e:c0:81:71:33,  28.1 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.949 V,   0.720 A,  11.949 V,  17.565 W
 Wed Apr 23 14:50:10 2014, 00:1e:c0:81:71:33,  28.2 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.926 V,   0.720 A,  11.949 V,  17.547 W
 Wed Apr 23 14:50:20 2014, 00:1e:c0:81:71:33,  28.1 C,   1.011 V,     1,       0,       0,     1  0.752 A,  11.926 V,   0.720 A,  11.949 V,  17.577 W
 Wed Apr 23 14:50:30 2014, 00:1e:c0:81:71:33,  28.2 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.949 V,   0.720 A,  11.949 V,  17.565 W
 Wed Apr 23 14:50:40 2014, 00:1e:c0:81:71:33,  28.2 C,   1.011 V,     1,       0,       0,     1  0.752 A,  11.972 V,   0.720 A,  11.949 V,  17.612 W
 Wed Apr 23 14:50:50 2014, 00:1e:c0:81:71:33,  28.1 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.949 V,   0.720 A,  11.926 V,  17.548 W
 Wed Apr 23 14:51:00 2014, 00:1e:c0:81:71:33,  28.3 C,   1.011 V,     1,       0,       0,     1  0.752 A,  11.949 V,   0.720 A,  11.949 V,  17.594 W
 Wed Apr 23 14:51:10 2014, 00:1e:c0:81:71:33,  28.3 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.949 V,   0.720 A,  11.949 V,  17.565 W
 Wed Apr 23 14:51:20 2014, 00:1e:c0:81:71:33,  28.5 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.949 V,   0.720 A,  11.949 V,  17.565 W
 Wed Apr 23 14:51:30 2014, 00:1e:c0:81:71:33,  28.1 C,   1.011 V,     1,       0,       0,     1  0.752 A,  11.949 V,   0.720 A,  11.949 V,  17.594 W
 Wed Apr 23 14:51:40 2014, 00:1e:c0:81:71:33,  28.3 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.949 V,   0.720 A,  11.926 V,  17.548 W
 Wed Apr 23 14:51:50 2014, 00:1e:c0:81:71:33,  28.4 C,   1.011 V,     1,       0,       0,     1  0.752 A,  11.926 V,   0.723 A,  11.949 V,  17.607 W
 Wed Apr 23 14:52:00 2014, 00:1e:c0:81:71:33,  28.3 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.949 V,   0.720 A,  11.926 V,  17.548 W
 Wed Apr 23 14:52:10 2014, 00:1e:c0:81:71:33,  28.2 C,   1.011 V,     1,       0,       0,     1  0.752 A,  11.949 V,   0.720 A,  11.949 V,  17.594 W
 Wed Apr 23 14:52:20 2014, 00:1e:c0:81:71:33,  28.2 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.949 V,   0.720 A,  11.949 V,  17.565 W
 Wed Apr 23 14:52:30 2014, 00:1e:c0:81:71:33,  28.3 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.949 V,   0.720 A,  11.949 V,  17.565 W
 Wed Apr 23 14:52:40 2014, 00:1e:c0:81:71:33,  28.3 C,   1.011 V,     1,       0,       0,     1  0.752 A,  11.926 V,   0.720 A,  11.926 V,  17.561 W
 Wed Apr 23 14:52:50 2014, 00:1e:c0:81:71:33,  28.2 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.972 V,   0.720 A,  11.949 V,  17.582 W
 Wed Apr 23 14:53:00 2014, 00:1e:c0:81:71:33,  28.2 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.949 V,   0.720 A,  11.926 V,  17.548 W
 Wed Apr 23 14:53:10 2014, 00:1e:c0:81:71:33,  28.1 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.926 V,   0.720 A,  11.949 V,  17.547 W
 Wed Apr 23 14:53:20 2014, 00:1e:c0:81:71:33,  28.2 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.949 V,   0.720 A,  11.949 V,  17.565 W
 Wed Apr 23 14:53:30 2014, 00:1e:c0:81:71:33,  28.1 C,   1.011 V,     1,       0,       0,     1  0.752 A,  11.949 V,   0.720 A,  11.926 V,  17.578 W
 Wed Apr 23 14:53:40 2014, 00:1e:c0:81:71:33,  28.0 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.949 V,   0.720 A,  11.949 V,  17.565 W
 Wed Apr 23 14:53:50 2014, 00:1e:c0:81:71:33,  27.8 C,   1.011 V,     1,       0,       0,     1  0.752 A,  11.949 V,   0.720 A,  11.926 V,  17.578 W
 Wed Apr 23 14:54:00 2014, 00:1e:c0:81:71:33,  27.8 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.949 V,   0.723 A,  11.972 V,  17.611 W
 Wed Apr 23 14:54:10 2014, 00:1e:c0:81:71:33,  27.9 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.949 V,   0.720 A,  11.949 V,  17.565 W
 Wed Apr 23 14:54:20 2014, 00:1e:c0:81:71:33,  27.9 C,   1.011 V,     1,       0,       0,     1  0.752 A,  11.949 V,   0.720 A,  11.926 V,  17.578 W
 Wed Apr 23 14:54:30 2014, 00:1e:c0:81:71:33,  28.0 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.949 V,   0.720 A,  11.949 V,  17.565 W
 Wed Apr 23 14:54:40 2014, 00:1e:c0:81:71:33,  28.1 C,   1.011 V,     1,       0,       0,     1  0.752 A,  11.926 V,   0.723 A,  11.949 V,  17.607 W
 Wed Apr 23 14:54:50 2014, 00:1e:c0:81:71:33,  28.1 C,   1.011 V,     1,       0,       0,     1  0.752 A,  11.949 V,   0.720 A,  11.949 V,  17.594 W
 Wed Apr 23 14:55:00 2014, 00:1e:c0:81:71:33,  28.0 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.926 V,   0.720 A,  11.949 V,  17.547 W
 Wed Apr 23 14:55:10 2014, 00:1e:c0:81:71:33,  28.1 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.949 V,   0.720 A,  11.949 V,  17.565 W
 Wed Apr 23 14:55:20 2014, 00:1e:c0:81:71:33,  28.1 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.949 V,   0.720 A,  11.949 V,  17.565 W
 Wed Apr 23 14:55:30 2014, 00:1e:c0:81:71:33,  28.1 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.926 V,   0.720 A,  11.949 V,  17.547 W
 Wed Apr 23 14:55:40 2014, 00:1e:c0:81:71:33,  28.1 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.949 V,   0.723 A,  11.949 V,  17.594 W
 Wed Apr 23 14:55:50 2014, 00:1e:c0:81:71:33,  28.1 C,   1.011 V,     1,       0,       0,     1  0.752 A,  11.949 V,   0.720 A,  11.926 V,  17.578 W
 Wed Apr 23 14:56:00 2014, 00:1e:c0:81:71:33,  27.9 C,   1.011 V,     1,       0,       0,     1  0.752 A,  11.949 V,   0.723 A,  11.949 V,  17.624 W
 Wed Apr 23 14:56:10 2014, 00:1e:c0:81:71:33,  28.0 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.949 V,   0.720 A,  11.926 V,  17.548 W
 Wed Apr 23 14:56:20 2014, 00:1e:c0:81:71:33,  28.1 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.926 V,   0.720 A,  11.926 V,  17.531 W
 Wed Apr 23 14:56:30 2014, 00:1e:c0:81:71:33,  28.2 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.926 V,   0.720 A,  11.949 V,  17.547 W
 Wed Apr 23 14:56:40 2014, 00:1e:c0:81:71:33,  28.1 C,   1.011 V,     1,       0,       0,     1  0.752 A,  11.926 V,   0.723 A,  11.926 V,  17.590 W
 Wed Apr 23 14:56:50 2014, 00:1e:c0:81:71:33,  28.0 C,   1.011 V,     1,       0,       0,     1  0.752 A,  11.949 V,   0.720 A,  11.949 V,  17.594 W
 Wed Apr 23 14:57:00 2014, 00:1e:c0:81:71:33,  28.0 C,   1.011 V,     1,       0,       0,     1  0.752 A,  11.949 V,   0.720 A,  11.926 V,  17.578 W
 Wed Apr 23 14:57:10 2014, 00:1e:c0:81:71:33,  28.1 C,   1.011 V,     1,       0,       0,     1  0.752 A,  11.949 V,   0.720 A,  11.949 V,  17.594 W
 Wed Apr 23 14:57:20 2014, 00:1e:c0:81:71:33,  28.0 C,   1.011 V,     1,       0,       0,     1  0.752 A,  11.949 V,   0.723 A,  11.926 V,  17.608 W
 Wed Apr 23 14:57:30 2014, 00:1e:c0:81:71:33,  28.1 C,   1.011 V,     1,       0,       0,     1  0.752 A,  11.949 V,   0.720 A,  11.949 V,  17.594 W
 Wed Apr 23 14:57:40 2014, 00:1e:c0:81:71:33,  28.1 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.949 V,   0.720 A,  11.949 V,  17.565 W
 Wed Apr 23 14:57:50 2014, 00:1e:c0:81:71:33,  28.3 C,   1.011 V,     1,       0,       0,     1  0.752 A,  11.949 V,   0.720 A,  11.949 V,  17.594 W
 Wed Apr 23 14:58:00 2014, 00:1e:c0:81:71:33,  28.3 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.949 V,   0.720 A,  11.949 V,  17.565 W
 Wed Apr 23 14:58:10 2014, 00:1e:c0:81:71:33,  28.1 C,   1.011 V,     1,       0,       0,     1  0.752 A,  11.949 V,   0.720 A,  11.949 V,  17.594 W
 Wed Apr 23 14:58:20 2014, 00:1e:c0:81:71:33,  28.2 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.926 V,   0.723 A,  11.949 V,  17.577 W
 Wed Apr 23 14:58:30 2014, 00:1e:c0:81:71:33,  28.0 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.926 V,   0.720 A,  11.949 V,  17.547 W
 Wed Apr 23 14:58:40 2014, 00:1e:c0:81:71:33,  28.0 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.949 V,   0.720 A,  11.949 V,  17.565 W
 Wed Apr 23 14:58:50 2014, 00:1e:c0:81:71:33,  27.9 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.949 V,   0.720 A,  11.949 V,  17.565 W
 Wed Apr 23 14:59:00 2014, 00:1e:c0:81:71:33,  28.0 C,   1.011 V,     1,       0,       0,     1  0.752 A,  11.926 V,   0.720 A,  11.949 V,  17.577 W
 Wed Apr 23 14:59:10 2014, 00:1e:c0:81:71:33,  27.9 C,   1.011 V,     1,       0,       0,     1  0.748 A,  11.949 V,   0.720 A,  11.926 V,  17.518 W
 Wed Apr 23 14:59:20 2014, 00:1e:c0:81:71:33,  28.0 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.949 V,   0.720 A,  11.926 V,  17.548 W
 Wed Apr 23 14:59:30 2014, 00:1e:c0:81:71:33,  28.0 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.926 V,   0.723 A,  11.949 V,  17.577 W
 Wed Apr 23 14:59:40 2014, 00:1e:c0:81:71:33,  27.9 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.949 V,   0.720 A,  11.949 V,  17.565 W
 Wed Apr 23 14:59:50 2014, 00:1e:c0:81:71:33,  27.9 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.949 V,   0.720 A,  11.949 V,  17.565 W
 Wed Apr 23 15:00:00 2014, 00:1e:c0:81:71:33,  27.9 C,   1.011 V,     1,       0,       0,     1  0.752 A,  11.949 V,   0.720 A,  11.926 V,  17.578 W
 Wed Apr 23 15:00:10 2014, 00:1e:c0:81:71:33,  28.3 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.926 V,   0.720 A,  11.926 V,  17.531 W
 Wed Apr 23 15:00:20 2014, 00:1e:c0:81:71:33,  28.3 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.926 V,   0.718 A,  11.949 V,  17.517 W
 Wed Apr 23 15:00:30 2014, 00:1e:c0:81:71:33,  28.2 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.949 V,   0.720 A,  11.926 V,  17.548 W
 Wed Apr 23 15:00:40 2014, 00:1e:c0:81:71:33,  28.2 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.949 V,   0.720 A,  11.949 V,  17.565 W
 Wed Apr 23 15:00:50 2014, 00:1e:c0:81:71:33,  28.1 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.949 V,   0.720 A,  11.926 V,  17.548 W
 Wed Apr 23 15:01:00 2014, 00:1e:c0:81:71:33,  28.1 C,   1.011 V,     1,       0,       0,     1  0.752 A,  11.949 V,   0.720 A,  11.926 V,  17.578 W
 Wed Apr 23 15:01:10 2014, 00:1e:c0:81:71:33,  27.9 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.949 V,   0.720 A,  11.949 V,  17.565 W
 Wed Apr 23 15:01:20 2014, 00:1e:c0:81:71:33,  28.1 C,   1.011 V,     1,       0,       0,     1  0.752 A,  11.949 V,   0.720 A,  11.926 V,  17.578 W
 Wed Apr 23 15:01:30 2014, 00:1e:c0:81:71:33,  28.1 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.949 V,   0.718 A,  11.949 V,  17.535 W
 Wed Apr 23 15:01:40 2014, 00:1e:c0:81:71:33,  28.0 C,   1.011 V,     1,       0,       0,     1  0.752 A,  11.949 V,   0.720 A,  11.949 V,  17.594 W
 Wed Apr 23 15:01:50 2014, 00:1e:c0:81:71:33,  28.2 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.926 V,   0.720 A,  11.949 V,  17.547 W
 Wed Apr 23 15:02:00 2014, 00:1e:c0:81:71:33,  28.0 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.949 V,   0.720 A,  11.926 V,  17.548 W
 Wed Apr 23 15:02:10 2014, 00:1e:c0:81:71:33,  28.2 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.926 V,   0.720 A,  11.949 V,  17.547 W
 Wed Apr 23 15:02:20 2014, 00:1e:c0:81:71:33,  28.0 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.926 V,   0.720 A,  11.949 V,  17.547 W
 Wed Apr 23 15:02:30 2014, 00:1e:c0:81:71:33,  27.9 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.926 V,   0.720 A,  11.949 V,  17.547 W
 Wed Apr 23 15:02:40 2014, 00:1e:c0:81:71:33,  28.2 C,   1.011 V,     1,       0,       0,     1  0.752 A,  11.926 V,   0.720 A,  11.949 V,  17.577 W
 Wed Apr 23 15:02:50 2014, 00:1e:c0:81:71:33,  28.0 C,   1.011 V,     1,       0,       0,     1  0.748 A,  11.926 V,   0.720 A,  11.926 V,  17.501 W
 Wed Apr 23 15:03:00 2014, 00:1e:c0:81:71:33,  28.2 C,   1.011 V,     1,       0,       0,     1  0.752 A,  11.949 V,   0.720 A,  11.926 V,  17.578 W
 Wed Apr 23 15:03:10 2014, 00:1e:c0:81:71:33,  28.0 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.949 V,   0.720 A,  11.926 V,  17.548 W
 Wed Apr 23 15:03:20 2014, 00:1e:c0:81:71:33,  28.2 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.949 V,   0.720 A,  11.949 V,  17.565 W
 Wed Apr 23 15:03:30 2014, 00:1e:c0:81:71:33,  28.1 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.926 V,   0.720 A,  11.949 V,  17.547 W
 Wed Apr 23 15:03:40 2014, 00:1e:c0:81:71:33,  28.1 C,   1.011 V,     1,       0,       0,     1  0.752 A,  11.926 V,   0.720 A,  11.926 V,  17.561 W
 Wed Apr 23 15:03:50 2014, 00:1e:c0:81:71:33,  28.0 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.949 V,   0.723 A,  11.949 V,  17.594 W
 Wed Apr 23 15:04:00 2014, 00:1e:c0:81:71:33,  28.0 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.949 V,   0.720 A,  11.949 V,  17.565 W
 Wed Apr 23 15:04:10 2014, 00:1e:c0:81:71:33,  28.1 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.949 V,   0.720 A,  11.949 V,  17.565 W
